season,date,team,points,division,conference
2017-18,2017-10-20,Arizona Coyotes,0,Pacific,Western
2017-18,2017-10-22,Arizona Coyotes,0,Pacific,Western
2017-18,2017-10-24,Arizona Coyotes,0,Pacific,Western
2017-18,2017-10-26,Arizona Coyotes,0,Pacific,Western
2017-18,2017-10-28,Arizona Coyotes,0,Pacific,Western
2017-18,2017-10-30,Arizona Coyotes,2,Pacific,Western
2017-18,2017-10-31,Arizona Coyotes,0,Pacific,Western
2017-18,2017-11-03,Arizona Coyotes,0,Pacific,Western
2017-18,2017-11-05,Arizona Coyotes,2,Pacific,Western
2017-18,2017-11-07,Arizona Coyotes,1,Pacific,Western
2017-18,2017-11-08,Arizona Coyotes,0,Pacific,Western
2017-18,2017-11-10,Arizona Coyotes,1,Pacific,Western
2017-18,2017-11-12,Arizona Coyotes,0,Pacific,Western
2017-18,2017-11-15,Arizona Coyotes,0,Pacific,Western
2017-18,2017-11-17,Arizona Coyotes,2,Pacific,Western
2017-18,2017-11-18,Arizona Coyotes,2,Pacific,Western
2017-18,2017-11-21,Arizona Coyotes,2,Pacific,Western
2017-18,2017-11-23,Arizona Coyotes,0,Pacific,Western
2017-18,2017-11-25,Arizona Coyotes,2,Pacific,Western
2017-18,2017-11-26,Arizona Coyotes,0,Pacific,Western
2017-18,2017-11-29,Arizona Coyotes,1,Pacific,Western
2017-18,2017-12-01,Arizona Coyotes,0,Pacific,Western
2017-18,2017-12-03,Arizona Coyotes,2,Pacific,Western
2017-18,2017-12-04,Arizona Coyotes,1,Pacific,Western
2017-18,2017-12-08,Arizona Coyotes,0,Pacific,Western
2017-18,2017-12-10,Arizona Coyotes,0,Pacific,Western
2017-18,2017-12-11,Arizona Coyotes,0,Pacific,Western
2017-18,2017-12-15,Arizona Coyotes,0,Pacific,Western
2017-18,2017-12-17,Arizona Coyotes,0,Pacific,Western
2017-18,2017-12-20,Arizona Coyotes,0,Pacific,Western
2017-18,2017-12-23,Arizona Coyotes,2,Pacific,Western
2017-18,2017-12-24,Arizona Coyotes,0,Pacific,Western
2017-18,2017-12-28,Arizona Coyotes,2,Pacific,Western
2017-18,2017-12-29,Arizona Coyotes,0,Pacific,Western
2017-18,2017-12-31,Arizona Coyotes,0,Pacific,Western
2017-18,2018-01-05,Arizona Coyotes,2,Pacific,Western
2017-18,2018-01-07,Arizona Coyotes,1,Pacific,Western
2017-18,2018-01-13,Arizona Coyotes,0,Pacific,Western
2017-18,2018-01-14,Arizona Coyotes,1,Pacific,Western
2017-18,2018-01-17,Arizona Coyotes,1,Pacific,Western
2017-18,2018-01-19,Arizona Coyotes,1,Pacific,Western
2017-18,2018-01-21,Arizona Coyotes,2,Pacific,Western
2017-18,2018-01-23,Arizona Coyotes,2,Pacific,Western
2017-18,2018-01-26,Arizona Coyotes,0,Pacific,Western
2017-18,2018-02-02,Arizona Coyotes,0,Pacific,Western
2017-18,2018-02-04,Arizona Coyotes,0,Pacific,Western
2017-18,2018-02-07,Arizona Coyotes,0,Pacific,Western
2017-18,2018-02-09,Arizona Coyotes,2,Pacific,Western
2017-18,2018-02-11,Arizona Coyotes,1,Pacific,Western
2017-18,2018-02-13,Arizona Coyotes,2,Pacific,Western
2017-18,2018-02-14,Arizona Coyotes,2,Pacific,Western
2017-18,2018-02-16,Arizona Coyotes,2,Pacific,Western
2017-18,2018-02-17,Arizona Coyotes,2,Pacific,Western
2017-18,2018-02-23,Arizona Coyotes,0,Pacific,Western
2017-18,2018-02-25,Arizona Coyotes,2,Pacific,Western
2017-18,2018-02-26,Arizona Coyotes,0,Pacific,Western
2017-18,2018-03-02,Arizona Coyotes,2,Pacific,Western
2017-18,2018-03-04,Arizona Coyotes,2,Pacific,Western
2017-18,2018-03-06,Arizona Coyotes,1,Pacific,Western
2017-18,2018-03-08,Arizona Coyotes,2,Pacific,Western
2017-18,2018-03-10,Arizona Coyotes,0,Pacific,Western
2017-18,2018-03-12,Arizona Coyotes,2,Pacific,Western
2017-18,2018-03-14,Arizona Coyotes,2,Pacific,Western
2017-18,2018-03-16,Arizona Coyotes,0,Pacific,Western
2017-18,2018-03-18,Arizona Coyotes,0,Pacific,Western
2017-18,2018-03-20,Arizona Coyotes,2,Pacific,Western
2017-18,2018-03-21,Arizona Coyotes,2,Pacific,Western
2017-18,2018-03-22,Arizona Coyotes,0,Pacific,Western
2017-18,2018-03-24,Arizona Coyotes,0,Pacific,Western
2017-18,2018-03-26,Arizona Coyotes,2,Pacific,Western
2017-18,2018-03-29,Arizona Coyotes,2,Pacific,Western
2017-18,2018-03-30,Arizona Coyotes,0,Pacific,Western
2017-18,2018-04-01,Arizona Coyotes,2,Pacific,Western
2017-18,2018-04-04,Arizona Coyotes,2,Pacific,Western
2017-18,2018-04-06,Arizona Coyotes,1,Pacific,Western
2017-18,2018-04-08,Arizona Coyotes,0,Pacific,Western
2017-18,2017-10-05,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-10-09,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-10-12,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-10-15,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-10-15,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-10-19,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-10-21,Boston Bruins,1,Atlantic,Eastern
2017-18,2017-10-26,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-10-28,Boston Bruins,1,Atlantic,Eastern
2017-18,2017-10-30,Boston Bruins,1,Atlantic,Eastern
2017-18,2017-11-02,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-11-04,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-11-07,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-11-09,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-11-11,Boston Bruins,1,Atlantic,Eastern
2017-18,2017-11-12,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-11-16,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-11-17,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-11-19,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-11-23,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-11-24,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-11-26,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-11-30,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-02,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-05,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-12-08,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-10,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-14,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-15,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-12-16,Boston Bruins,1,Atlantic,Eastern
2017-18,2017-12-19,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-20,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-22,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-23,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-28,Boston Bruins,2,Atlantic,Eastern
2017-18,2017-12-29,Boston Bruins,1,Atlantic,Eastern
2017-18,2017-12-31,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-01-03,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-01-07,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-01-08,Boston Bruins,1,Atlantic,Eastern
2017-18,2018-01-14,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-01-15,Boston Bruins,1,Atlantic,Eastern
2017-18,2018-01-18,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-01-19,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-01-21,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-01-24,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-01-26,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-01-31,Boston Bruins,0,Atlantic,Eastern
2017-18,2018-02-02,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-02-04,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-02-07,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-02-08,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-02-11,Boston Bruins,0,Atlantic,Eastern
2017-18,2018-02-12,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-02-14,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-02-18,Boston Bruins,0,Atlantic,Eastern
2017-18,2018-02-19,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-02-21,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-02-25,Boston Bruins,0,Atlantic,Eastern
2017-18,2018-02-25,Boston Bruins,0,Atlantic,Eastern
2017-18,2018-02-28,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-02,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-03,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-07,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-09,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-10,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-11,Boston Bruins,0,Atlantic,Eastern
2017-18,2018-03-13,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-15,Boston Bruins,0,Atlantic,Eastern
2017-18,2018-03-17,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-19,Boston Bruins,1,Atlantic,Eastern
2017-18,2018-03-22,Boston Bruins,1,Atlantic,Eastern
2017-18,2018-03-24,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-25,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-28,Boston Bruins,1,Atlantic,Eastern
2017-18,2018-03-29,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-03-31,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-04-01,Boston Bruins,1,Atlantic,Eastern
2017-18,2018-04-03,Boston Bruins,0,Atlantic,Eastern
2017-18,2018-04-05,Boston Bruins,0,Atlantic,Eastern
2017-18,2018-04-07,Boston Bruins,2,Atlantic,Eastern
2017-18,2018-04-08,Boston Bruins,0,Atlantic,Eastern
2017-18,2017-10-05,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2017-10-07,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-10-09,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-10-13,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-10-15,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-10-16,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2017-10-18,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2017-10-20,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-10-21,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2017-10-24,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2017-10-26,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-10-28,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-11-03,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2017-11-05,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-11-08,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2017-11-11,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-11-12,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2017-11-15,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2017-11-18,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-11-19,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-11-21,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-11-23,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-11-25,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2017-11-26,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-11-29,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-12-02,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-12-03,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-12-06,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2017-12-09,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2017-12-11,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2017-12-13,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2017-12-15,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-12-16,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2017-12-20,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-12-23,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2017-12-24,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-12-28,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2017-12-30,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-01-01,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2018-01-05,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-01-06,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-01-07,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-01-10,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-01-12,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-01-19,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-01-20,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-01-23,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-01-24,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-01-26,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-01-31,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-02-02,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-02-04,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-02-07,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2018-02-09,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-02-11,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-02-12,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-02-14,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-02-16,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2018-02-17,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-02-19,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-02-23,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-02-25,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-02-25,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-03-01,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-03-03,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-03-06,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-03-08,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-03-09,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-03-10,Buffalo Sabres,1,Atlantic,Eastern
2017-18,2018-03-15,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-03-17,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-03-19,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-03-21,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-03-23,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-03-24,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-03-26,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-03-29,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-04-01,Buffalo Sabres,2,Atlantic,Eastern
2017-18,2018-04-02,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-04-04,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-04-06,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2018-04-07,Buffalo Sabres,0,Atlantic,Eastern
2017-18,2017-10-05,Calgary Flames,0,Pacific,Western
2017-18,2017-10-08,Calgary Flames,2,Pacific,Western
2017-18,2017-10-10,Calgary Flames,2,Pacific,Western
2017-18,2017-10-12,Calgary Flames,2,Pacific,Western
2017-18,2017-10-14,Calgary Flames,0,Pacific,Western
2017-18,2017-10-15,Calgary Flames,2,Pacific,Western
2017-18,2017-10-20,Calgary Flames,0,Pacific,Western
2017-18,2017-10-22,Calgary Flames,0,Pacific,Western
2017-18,2017-10-25,Calgary Flames,2,Pacific,Western
2017-18,2017-10-26,Calgary Flames,0,Pacific,Western
2017-18,2017-10-28,Calgary Flames,0,Pacific,Western
2017-18,2017-10-30,Calgary Flames,2,Pacific,Western
2017-18,2017-11-03,Calgary Flames,2,Pacific,Western
2017-18,2017-11-06,Calgary Flames,2,Pacific,Western
2017-18,2017-11-08,Calgary Flames,0,Pacific,Western
2017-18,2017-11-10,Calgary Flames,2,Pacific,Western
2017-18,2017-11-14,Calgary Flames,2,Pacific,Western
2017-18,2017-11-16,Calgary Flames,0,Pacific,Western
2017-18,2017-11-18,Calgary Flames,2,Pacific,Western
2017-18,2017-11-21,Calgary Flames,2,Pacific,Western
2017-18,2017-11-23,Calgary Flames,1,Pacific,Western
2017-18,2017-11-25,Calgary Flames,0,Pacific,Western
2017-18,2017-11-26,Calgary Flames,2,Pacific,Western
2017-18,2017-11-29,Calgary Flames,0,Pacific,Western
2017-18,2017-12-01,Calgary Flames,2,Pacific,Western
2017-18,2017-12-03,Calgary Flames,0,Pacific,Western
2017-18,2017-12-05,Calgary Flames,0,Pacific,Western
2017-18,2017-12-07,Calgary Flames,1,Pacific,Western
2017-18,2017-12-08,Calgary Flames,2,Pacific,Western
2017-18,2017-12-10,Calgary Flames,2,Pacific,Western
2017-18,2017-12-13,Calgary Flames,1,Pacific,Western
2017-18,2017-12-15,Calgary Flames,0,Pacific,Western
2017-18,2017-12-17,Calgary Flames,0,Pacific,Western
2017-18,2017-12-18,Calgary Flames,2,Pacific,Western
2017-18,2017-12-21,Calgary Flames,2,Pacific,Western
2017-18,2017-12-23,Calgary Flames,0,Pacific,Western
2017-18,2017-12-29,Calgary Flames,1,Pacific,Western
2017-18,2017-12-30,Calgary Flames,0,Pacific,Western
2017-18,2018-01-01,Calgary Flames,2,Pacific,Western
2017-18,2018-01-05,Calgary Flames,2,Pacific,Western
2017-18,2018-01-07,Calgary Flames,2,Pacific,Western
2017-18,2018-01-10,Calgary Flames,2,Pacific,Western
2017-18,2018-01-12,Calgary Flames,2,Pacific,Western
2017-18,2018-01-13,Calgary Flames,2,Pacific,Western
2017-18,2018-01-14,Calgary Flames,2,Pacific,Western
2017-18,2018-01-20,Calgary Flames,1,Pacific,Western
2017-18,2018-01-23,Calgary Flames,1,Pacific,Western
2017-18,2018-01-25,Calgary Flames,1,Pacific,Western
2017-18,2018-01-26,Calgary Flames,1,Pacific,Western
2017-18,2018-01-31,Calgary Flames,0,Pacific,Western
2017-18,2018-02-02,Calgary Flames,0,Pacific,Western
2017-18,2018-02-04,Calgary Flames,2,Pacific,Western
2017-18,2018-02-07,Calgary Flames,2,Pacific,Western
2017-18,2018-02-09,Calgary Flames,2,Pacific,Western
2017-18,2018-02-10,Calgary Flames,0,Pacific,Western
2017-18,2018-02-12,Calgary Flames,2,Pacific,Western
2017-18,2018-02-14,Calgary Flames,0,Pacific,Western
2017-18,2018-02-16,Calgary Flames,2,Pacific,Western
2017-18,2018-02-18,Calgary Flames,0,Pacific,Western
2017-18,2018-02-19,Calgary Flames,1,Pacific,Western
2017-18,2018-02-22,Calgary Flames,0,Pacific,Western
2017-18,2018-02-23,Calgary Flames,2,Pacific,Western
2017-18,2018-02-24,Calgary Flames,2,Pacific,Western
2017-18,2018-02-28,Calgary Flames,0,Pacific,Western
2017-18,2018-03-01,Calgary Flames,0,Pacific,Western
2017-18,2018-03-03,Calgary Flames,0,Pacific,Western
2017-18,2018-03-06,Calgary Flames,1,Pacific,Western
2017-18,2018-03-08,Calgary Flames,2,Pacific,Western
2017-18,2018-03-10,Calgary Flames,2,Pacific,Western
2017-18,2018-03-11,Calgary Flames,0,Pacific,Western
2017-18,2018-03-14,Calgary Flames,2,Pacific,Western
2017-18,2018-03-17,Calgary Flames,0,Pacific,Western
2017-18,2018-03-18,Calgary Flames,0,Pacific,Western
2017-18,2018-03-20,Calgary Flames,0,Pacific,Western
2017-18,2018-03-22,Calgary Flames,0,Pacific,Western
2017-18,2018-03-24,Calgary Flames,0,Pacific,Western
2017-18,2018-03-27,Calgary Flames,0,Pacific,Western
2017-18,2018-03-30,Calgary Flames,0,Pacific,Western
2017-18,2018-04-01,Calgary Flames,2,Pacific,Western
2017-18,2018-04-04,Calgary Flames,0,Pacific,Western
2017-18,2018-04-06,Calgary Flames,0,Pacific,Western
2017-18,2018-04-08,Calgary Flames,2,Pacific,Western
2017-18,2017-10-07,Carolina Hurricanes,2,Metropolitan,Eastern
2017-18,2017-10-10,Carolina Hurricanes,1,Metropolitan,Eastern
2017-18,2017-10-14,Carolina Hurricanes,0,Metropolitan,Eastern
2017-18,2017-10-18,Carolina Hurricanes,2,Metropolitan,Eastern
2017-18,2017-10-20,Carolina Hurricanes,2,Metropolitan,Eastern
2017-18,2017-10-22,Carolina Hurricanes,0,Metropolitan,Eastern
2017-18,2017-10-24,Carolina Hurricanes,0,Metropolitan,Eastern
2017-18,2017-10-26,Carolina Hurricanes,2,Metropolitan,Eastern
2017-18,2017-10-27,Carolina Hurricanes,0,Metropolitan,Eastern
2017-18,2017-10-29,Carolina Hurricanes,1,Metropolitan,Eastern
2017-18,2017-11-03,Carolina Hurricanes,0,Metropolitan,Eastern
2017-18,2017-11-05,Carolina Hurricanes,1,Metropolitan,Eastern
2017-18,2017-11-08,Carolina Hurricanes,2,Metropolitan,Eastern
2017-18,2017-11-11,Carolina Hurricanes,2,Metropolitan,Eastern
2017-18,2017-11-12,Carolina Hurricanes,1,Metropolitan,Eastern
2017-18,2017-11-14,Carolina Hurricanes,2,Metropolitan,Eastern
2017-18,2017-11-17,Carolina Hurricanes,0,Metropolitan,Eastern
2017-18,2017-11-19,Carolina Hurricanes,2,Metropolitan,Eastern
