season,date,team,points,division,conference
2014-15,2014-12-23,Arizona Coyotes,0,Pacific,Western
2014-15,2014-12-24,Arizona Coyotes,2,Pacific,Western
2014-15,2014-12-28,Arizona Coyotes,2,Pacific,Western
2014-15,2014-12-30,Arizona Coyotes,2,Pacific,Western
2014-15,2015-01-01,Arizona Coyotes,0,Pacific,Western
2014-15,2015-01-04,Arizona Coyotes,2,Pacific,Western
2014-15,2015-01-07,Arizona Coyotes,0,Pacific,Western
2014-15,2015-01-09,Arizona Coyotes,2,Pacific,Western
2014-15,2015-01-11,Arizona Coyotes,0,Pacific,Western
2014-15,2015-01-14,Arizona Coyotes,0,Pacific,Western
2014-15,2015-01-16,Arizona Coyotes,0,Pacific,Western
2014-15,2015-01-18,Arizona Coyotes,0,Pacific,Western
2014-15,2015-01-19,Arizona Coyotes,1,Pacific,Western
2014-15,2015-01-21,Arizona Coyotes,0,Pacific,Western
2014-15,2015-01-28,Arizona Coyotes,1,Pacific,Western
2014-15,2015-01-30,Arizona Coyotes,2,Pacific,Western
2014-15,2015-01-31,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-01,Arizona Coyotes,2,Pacific,Western
2014-15,2015-02-04,Arizona Coyotes,2,Pacific,Western
2014-15,2015-02-06,Arizona Coyotes,1,Pacific,Western
2014-15,2015-02-08,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-10,Arizona Coyotes,2,Pacific,Western
2014-15,2015-02-11,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-14,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-15,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-17,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-22,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-24,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-25,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-27,Arizona Coyotes,0,Pacific,Western
2014-15,2015-02-28,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-04,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-06,Arizona Coyotes,2,Pacific,Western
2014-15,2015-03-08,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-10,Arizona Coyotes,1,Pacific,Western
2014-15,2015-03-13,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-15,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-17,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-20,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-22,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-23,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-24,Arizona Coyotes,2,Pacific,Western
2014-15,2015-03-26,Arizona Coyotes,2,Pacific,Western
2014-15,2015-03-28,Arizona Coyotes,0,Pacific,Western
2014-15,2015-03-31,Arizona Coyotes,0,Pacific,Western
2014-15,2015-04-04,Arizona Coyotes,0,Pacific,Western
2014-15,2015-04-05,Arizona Coyotes,2,Pacific,Western
2014-15,2015-04-08,Arizona Coyotes,0,Pacific,Western
2014-15,2015-04-10,Arizona Coyotes,0,Pacific,Western
2014-15,2015-04-12,Arizona Coyotes,0,Pacific,Western
2014-15,2014-10-08,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-10-09,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-10-11,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-10-13,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-10-16,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-10-16,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-10-18,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-10-21,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-10-23,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-10-25,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-10-28,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-10-30,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-11-01,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-11-05,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-11-07,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-11-11,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-11-13,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-11-14,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-11-15,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-11-19,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-11-22,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-11-23,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-11-25,Boston Bruins,1,Atlantic,Eastern
2014-15,2014-11-29,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-12-02,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-12-03,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-12-05,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-12-07,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-12-12,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-12-13,Boston Bruins,1,Atlantic,Eastern
2014-15,2014-12-17,Boston Bruins,1,Atlantic,Eastern
2014-15,2014-12-18,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-12-20,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-12-22,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-12-24,Boston Bruins,2,Atlantic,Eastern
2014-15,2014-12-28,Boston Bruins,0,Atlantic,Eastern
2014-15,2014-12-30,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-01-01,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-01-03,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-01-04,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-01-08,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-01-09,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-01-10,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-01-14,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-01-16,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-01-18,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-01-21,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-01-22,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-01-30,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-02-01,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-02-05,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-02-08,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-02-09,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-02-11,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-02-14,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-02-17,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-02-19,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-02-21,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-02-22,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-02-25,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-02-28,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-02-28,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-03-06,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-03-07,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-03-08,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-03-10,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-03-12,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-03-14,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-03-15,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-03-17,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-03-19,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-03-21,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-03-22,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-03-26,Boston Bruins,1,Atlantic,Eastern
2014-15,2015-03-28,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-03-29,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-03-31,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-04-02,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-04-04,Boston Bruins,2,Atlantic,Eastern
2014-15,2015-04-09,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-04-09,Boston Bruins,0,Atlantic,Eastern
2014-15,2015-04-11,Boston Bruins,1,Atlantic,Eastern
2014-15,2014-10-09,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-10-12,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-10-13,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-10-14,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-10-17,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-10-18,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-10-23,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-10-24,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-10-25,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-10-28,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-10-30,Buffalo Sabres,1,Atlantic,Eastern
2014-15,2014-11-01,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-11-02,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-11-06,Buffalo Sabres,1,Atlantic,Eastern
2014-15,2014-11-08,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-11-09,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-11-12,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-11-14,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-11-16,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-11-19,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-11-23,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-11-27,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-11-29,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-11-30,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-12-03,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-12-05,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-12-07,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-12-10,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-12-12,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-12-14,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-12-16,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-12-17,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-12-21,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-12-22,Buffalo Sabres,1,Atlantic,Eastern
2014-15,2014-12-24,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-12-28,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2014-12-30,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-12-31,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-03,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-04,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-07,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-09,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-10,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-14,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-16,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-18,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-19,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-28,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-30,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-01-31,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-02-04,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2015-02-06,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-02-08,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-02-08,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2015-02-11,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-02-16,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-02-18,Buffalo Sabres,1,Atlantic,Eastern
2014-15,2015-02-20,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2015-02-21,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-02-22,Buffalo Sabres,1,Atlantic,Eastern
2014-15,2015-02-25,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2015-02-27,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2015-02-28,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-03-04,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-03-07,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-03-08,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-03-11,Buffalo Sabres,1,Atlantic,Eastern
2014-15,2015-03-14,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-03-16,Buffalo Sabres,1,Atlantic,Eastern
2014-15,2015-03-17,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2015-03-20,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-03-22,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-03-24,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-03-26,Buffalo Sabres,1,Atlantic,Eastern
2014-15,2015-03-29,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-03-31,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2015-04-01,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2015-04-03,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-04-04,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-04-06,Buffalo Sabres,2,Atlantic,Eastern
2014-15,2015-04-10,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2015-04-11,Buffalo Sabres,0,Atlantic,Eastern
2014-15,2014-10-09,Calgary Flames,0,Pacific,Western
2014-15,2014-10-10,Calgary Flames,2,Pacific,Western
2014-15,2014-10-11,Calgary Flames,0,Pacific,Western
2014-15,2014-10-15,Calgary Flames,2,Pacific,Western
2014-15,2014-10-16,Calgary Flames,2,Pacific,Western
2014-15,2014-10-17,Calgary Flames,0,Pacific,Western
2014-15,2014-10-19,Calgary Flames,2,Pacific,Western
2014-15,2014-10-22,Calgary Flames,1,Pacific,Western
2014-15,2014-10-24,Calgary Flames,2,Pacific,Western
2014-15,2014-10-26,Calgary Flames,0,Pacific,Western
2014-15,2014-10-29,Calgary Flames,1,Pacific,Western
2014-15,2014-11-01,Calgary Flames,2,Pacific,Western
2014-15,2014-11-03,Calgary Flames,2,Pacific,Western
2014-15,2014-11-05,Calgary Flames,2,Pacific,Western
2014-15,2014-11-07,Calgary Flames,0,Pacific,Western
2014-15,2014-11-08,Calgary Flames,2,Pacific,Western
2014-15,2014-11-11,Calgary Flames,0,Pacific,Western
2014-15,2014-11-14,Calgary Flames,2,Pacific,Western
2014-15,2014-11-16,Calgary Flames,2,Pacific,Western
2014-15,2014-11-19,Calgary Flames,2,Pacific,Western
2014-15,2014-11-21,Calgary Flames,0,Pacific,Western
2014-15,2014-11-23,Calgary Flames,2,Pacific,Western
2014-15,2014-11-26,Calgary Flames,0,Pacific,Western
2014-15,2014-11-27,Calgary Flames,2,Pacific,Western
2014-15,2014-11-30,Calgary Flames,2,Pacific,Western
2014-15,2014-12-03,Calgary Flames,2,Pacific,Western
2014-15,2014-12-05,Calgary Flames,2,Pacific,Western
2014-15,2014-12-07,Calgary Flames,0,Pacific,Western
2014-15,2014-12-10,Calgary Flames,0,Pacific,Western
2014-15,2014-12-12,Calgary Flames,0,Pacific,Western
2014-15,2014-12-13,Calgary Flames,0,Pacific,Western
2014-15,2014-12-15,Calgary Flames,0,Pacific,Western
2014-15,2014-12-17,Calgary Flames,0,Pacific,Western
2014-15,2014-12-20,Calgary Flames,0,Pacific,Western
2014-15,2014-12-21,Calgary Flames,1,Pacific,Western
2014-15,2014-12-23,Calgary Flames,2,Pacific,Western
2014-15,2014-12-28,Calgary Flames,2,Pacific,Western
2014-15,2014-12-30,Calgary Flames,2,Pacific,Western
2014-15,2015-01-01,Calgary Flames,2,Pacific,Western
2014-15,2015-01-03,Calgary Flames,0,Pacific,Western
2014-15,2015-01-08,Calgary Flames,0,Pacific,Western
2014-15,2015-01-10,Calgary Flames,0,Pacific,Western
2014-15,2015-01-11,Calgary Flames,2,Pacific,Western
2014-15,2015-01-16,Calgary Flames,2,Pacific,Western
2014-15,2015-01-18,Calgary Flames,2,Pacific,Western
2014-15,2015-01-20,Calgary Flames,2,Pacific,Western
2014-15,2015-01-22,Calgary Flames,0,Pacific,Western
2014-15,2015-01-28,Calgary Flames,2,Pacific,Western
2014-15,2015-01-30,Calgary Flames,0,Pacific,Western
2014-15,2015-02-01,Calgary Flames,2,Pacific,Western
2014-15,2015-02-03,Calgary Flames,2,Pacific,Western
2014-15,2015-02-05,Calgary Flames,2,Pacific,Western
2014-15,2015-02-07,Calgary Flames,0,Pacific,Western
2014-15,2015-02-10,Calgary Flames,2,Pacific,Western
2014-15,2015-02-13,Calgary Flames,0,Pacific,Western
2014-15,2015-02-15,Calgary Flames,2,Pacific,Western
2014-15,2015-02-17,Calgary Flames,2,Pacific,Western
2014-15,2015-02-19,Calgary Flames,1,Pacific,Western
2014-15,2015-02-21,Calgary Flames,0,Pacific,Western
2014-15,2015-02-25,Calgary Flames,0,Pacific,Western
2014-15,2015-02-26,Calgary Flames,2,Pacific,Western
2014-15,2015-02-28,Calgary Flames,0,Pacific,Western
2014-15,2015-03-04,Calgary Flames,2,Pacific,Western
2014-15,2015-03-06,Calgary Flames,2,Pacific,Western
2014-15,2015-03-07,Calgary Flames,2,Pacific,Western
2014-15,2015-03-08,Calgary Flames,1,Pacific,Western
2014-15,2015-03-12,Calgary Flames,2,Pacific,Western
2014-15,2015-03-14,Calgary Flames,2,Pacific,Western
2014-15,2015-03-15,Calgary Flames,0,Pacific,Western
2014-15,2015-03-18,Calgary Flames,0,Pacific,Western
2014-15,2015-03-20,Calgary Flames,2,Pacific,Western
2014-15,2015-03-21,Calgary Flames,1,Pacific,Western
2014-15,2015-03-24,Calgary Flames,2,Pacific,Western
2014-15,2015-03-26,Calgary Flames,1,Pacific,Western
2014-15,2015-03-28,Calgary Flames,0,Pacific,Western
2014-15,2015-03-29,Calgary Flames,2,Pacific,Western
2014-15,2015-03-31,Calgary Flames,2,Pacific,Western
2014-15,2015-04-03,Calgary Flames,0,Pacific,Western
2014-15,2015-04-05,Calgary Flames,2,Pacific,Western
2014-15,2015-04-08,Calgary Flames,2,Pacific,Western
2014-15,2015-04-10,Calgary Flames,2,Pacific,Western
2014-15,2015-04-11,Calgary Flames,0,Pacific,Western
2014-15,2014-10-10,Carolina Hurricanes,0,Metropolitan,Eastern
2014-15,2014-10-11,Carolina Hurricanes,0,Metropolitan,Eastern
2014-15,2014-10-14,Carolina Hurricanes,1,Metropolitan,Eastern
2014-15,2014-10-16,Carolina Hurricanes,1,Metropolitan,Eastern
2014-15,2014-10-22,Carolina Hurricanes,0,Metropolitan,Eastern
2014-15,2014-10-24,Carolina Hurricanes,0,Metropolitan,Eastern
2014-15,2014-10-25,Carolina Hurricanes,0,Metropolitan,Eastern
2014-15,2014-10-29,Carolina Hurricanes,0,Metropolitan,Eastern
2014-15,2014-11-01,Carolina Hurricanes,2,Metropolitan,Eastern
2014-15,2014-11-02,Carolina Hurricanes,2,Metropolitan,Eastern
2014-15,2014-11-05,Carolina Hurricanes,2,Metropolitan,Eastern
2014-15,2014-11-08,Carolina Hurricanes,2,Metropolitan,Eastern
2014-15,2014-11-09,Carolina Hurricanes,1,Metropolitan,Eastern
2014-15,2014-11-11,Carolina Hurricanes,2,Metropolitan,Eastern
2014-15,2014-11-14,Carolina Hurricanes,0,Metropolitan,Eastern
2014-15,2014-11-15,Carolina Hurricanes,0,Metropolitan,Eastern
2014-15,2014-11-16,Carolina Hurricanes,0,Metropolitan,Eastern
2014-15,2014-11-19,Carolina Hurricanes,2,Metropolitan,Eastern
