season,date,team,points,division,conference
2012-13,2013-03-01,Boston Bruins,2,Northeast,Eastern
2012-13,2013-03-02,Boston Bruins,2,Northeast,Eastern
2012-13,2013-03-04,Boston Bruins,0,Northeast,Eastern
2012-13,2013-03-06,Boston Bruins,1,Northeast,Eastern
2012-13,2013-03-08,Boston Bruins,2,Northeast,Eastern
2012-13,2013-03-09,Boston Bruins,2,Northeast,Eastern
2012-13,2013-03-11,Boston Bruins,2,Northeast,Eastern
2012-13,2013-03-12,Boston Bruins,0,Northeast,Eastern
2012-13,2013-03-14,Boston Bruins,2,Northeast,Eastern
2012-13,2013-03-16,Boston Bruins,2,Northeast,Eastern
2012-13,2013-03-17,Boston Bruins,0,Northeast,Eastern
2012-13,2013-03-20,Boston Bruins,0,Northeast,Eastern
2012-13,2013-03-21,Boston Bruins,2,Northeast,Eastern
2012-13,2013-03-23,Boston Bruins,0,Northeast,Eastern
2012-13,2013-03-25,Boston Bruins,2,Northeast,Eastern
2012-13,2013-03-27,Boston Bruins,1,Northeast,Eastern
2012-13,2013-03-30,Boston Bruins,0,Northeast,Eastern
2012-13,2013-03-31,Boston Bruins,2,Northeast,Eastern
2012-13,2013-04-02,Boston Bruins,2,Northeast,Eastern
2012-13,2013-04-04,Boston Bruins,2,Northeast,Eastern
2012-13,2013-04-06,Boston Bruins,0,Northeast,Eastern
2012-13,2013-04-08,Boston Bruins,2,Northeast,Eastern
2012-13,2013-04-10,Boston Bruins,2,Northeast,Eastern
2012-13,2013-04-11,Boston Bruins,0,Northeast,Eastern
2012-13,2013-04-13,Boston Bruins,0,Northeast,Eastern
2012-13,2013-04-17,Boston Bruins,1,Northeast,Eastern
2012-13,2013-04-20,Boston Bruins,0,Northeast,Eastern
2012-13,2013-04-21,Boston Bruins,2,Northeast,Eastern
2012-13,2013-04-23,Boston Bruins,0,Northeast,Eastern
2012-13,2013-04-25,Boston Bruins,2,Northeast,Eastern
2012-13,2013-04-27,Boston Bruins,1,Northeast,Eastern
2012-13,2013-04-28,Boston Bruins,0,Northeast,Eastern
2012-13,2013-01-20,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-01-22,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-01-25,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-01-26,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-01-27,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-01-30,Buffalo Sabres,1,Northeast,Eastern
2012-13,2013-02-01,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-02-02,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-02-03,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-02-06,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-02-08,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-02-10,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-02-11,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-02-13,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-02-16,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-02-17,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-02-20,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-02-22,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-02-24,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-02-27,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-03-01,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-03-02,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-03-04,Buffalo Sabres,1,Northeast,Eastern
2012-13,2013-03-06,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-03-08,Buffalo Sabres,1,Northeast,Eastern
2012-13,2013-03-10,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-03-12,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-03-16,Buffalo Sabres,1,Northeast,Eastern
2012-13,2013-03-17,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-03-19,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-03-21,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-03-23,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-03-26,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-03-28,Buffalo Sabres,1,Northeast,Eastern
2012-13,2013-03-30,Buffalo Sabres,1,Northeast,Eastern
2012-13,2013-03-31,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-04-02,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-04-05,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-04-07,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-04-10,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-04-11,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-04-13,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-04-14,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-04-17,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-04-19,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-04-22,Buffalo Sabres,0,Northeast,Eastern
2012-13,2013-04-23,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-04-26,Buffalo Sabres,2,Northeast,Eastern
2012-13,2013-01-20,Calgary Flames,0,Northwest,Western
2012-13,2013-01-22,Calgary Flames,0,Northwest,Western
2012-13,2013-01-24,Calgary Flames,1,Northwest,Western
2012-13,2013-01-27,Calgary Flames,2,Northwest,Western
2012-13,2013-02-01,Calgary Flames,0,Northwest,Western
2012-13,2013-02-03,Calgary Flames,1,Northwest,Western
2012-13,2013-02-06,Calgary Flames,2,Northwest,Western
2012-13,2013-02-08,Calgary Flames,2,Northwest,Western
2012-13,2013-02-10,Calgary Flames,0,Northwest,Western
2012-13,2013-02-12,Calgary Flames,1,Northwest,Western
2012-13,2013-02-14,Calgary Flames,2,Northwest,Western
2012-13,2013-02-16,Calgary Flames,0,Northwest,Western
2012-13,2013-02-17,Calgary Flames,2,Northwest,Western
2012-13,2013-02-19,Calgary Flames,0,Northwest,Western
2012-13,2013-02-21,Calgary Flames,0,Northwest,Western
2012-13,2013-02-24,Calgary Flames,2,Northwest,Western
2012-13,2013-02-25,Calgary Flames,2,Northwest,Western
2012-13,2013-02-27,Calgary Flames,1,Northwest,Western
2012-13,2013-03-01,Calgary Flames,0,Northwest,Western
2012-13,2013-03-04,Calgary Flames,2,Northwest,Western
2012-13,2013-03-07,Calgary Flames,2,Northwest,Western
2012-13,2013-03-09,Calgary Flames,0,Northwest,Western
2012-13,2013-03-10,Calgary Flames,0,Northwest,Western
2012-13,2013-03-12,Calgary Flames,0,Northwest,Western
2012-13,2013-03-14,Calgary Flames,2,Northwest,Western
2012-13,2013-03-16,Calgary Flames,2,Northwest,Western
2012-13,2013-03-19,Calgary Flames,0,Northwest,Western
2012-13,2013-03-22,Calgary Flames,0,Northwest,Western
2012-13,2013-03-22,Calgary Flames,0,Northwest,Western
2012-13,2013-03-25,Calgary Flames,2,Northwest,Western
2012-13,2013-03-27,Calgary Flames,0,Northwest,Western
2012-13,2013-03-28,Calgary Flames,2,Northwest,Western
2012-13,2013-03-30,Calgary Flames,0,Northwest,Western
2012-13,2013-04-02,Calgary Flames,0,Northwest,Western
2012-13,2013-04-04,Calgary Flames,0,Northwest,Western
2012-13,2013-04-06,Calgary Flames,0,Northwest,Western
2012-13,2013-04-07,Calgary Flames,0,Northwest,Western
2012-13,2013-04-09,Calgary Flames,2,Northwest,Western
2012-13,2013-04-11,Calgary Flames,0,Northwest,Western
2012-13,2013-04-13,Calgary Flames,2,Northwest,Western
2012-13,2013-04-14,Calgary Flames,2,Northwest,Western
2012-13,2013-04-16,Calgary Flames,0,Northwest,Western
2012-13,2013-04-18,Calgary Flames,2,Northwest,Western
2012-13,2013-04-20,Calgary Flames,2,Northwest,Western
2012-13,2013-04-21,Calgary Flames,2,Northwest,Western
2012-13,2013-04-24,Calgary Flames,0,Northwest,Western
2012-13,2013-04-26,Calgary Flames,0,Northwest,Western
2012-13,2013-04-27,Calgary Flames,0,Northwest,Western
2012-13,2013-01-20,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-01-23,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-01-25,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-01-26,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-01-29,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-02-02,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-02-03,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-02-05,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-02-08,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-02-09,Carolina Hurricanes,1,Southeast,Eastern
2012-13,2013-02-12,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-02-13,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-02-15,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-02-19,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-02-22,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-02-24,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-02-25,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-02-27,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-03-01,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-03-03,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-03-03,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-03-06,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-03-08,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-03-10,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-03-12,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-03-14,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-03-16,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-03-18,Carolina Hurricanes,1,Southeast,Eastern
2012-13,2013-03-19,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-03-21,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-03-26,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-03-28,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-03-30,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-04-01,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-04-02,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-04-04,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-04-06,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-04-08,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-04-09,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-04-11,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-04-13,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-04-16,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-04-19,Carolina Hurricanes,1,Southeast,Eastern
2012-13,2013-04-20,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-04-21,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-04-23,Carolina Hurricanes,2,Southeast,Eastern
2012-13,2013-04-25,Carolina Hurricanes,1,Southeast,Eastern
2012-13,2013-04-27,Carolina Hurricanes,0,Southeast,Eastern
2012-13,2013-01-19,Chicago Blackhawks,2,Central,Western
2012-13,2013-01-21,Chicago Blackhawks,2,Central,Western
2012-13,2013-01-23,Chicago Blackhawks,2,Central,Western
2012-13,2013-01-25,Chicago Blackhawks,2,Central,Western
2012-13,2013-01-27,Chicago Blackhawks,2,Central,Western
2012-13,2013-01-28,Chicago Blackhawks,2,Central,Western
2012-13,2013-01-31,Chicago Blackhawks,1,Central,Western
2012-13,2013-02-02,Chicago Blackhawks,1,Central,Western
2012-13,2013-02-03,Chicago Blackhawks,2,Central,Western
2012-13,2013-02-06,Chicago Blackhawks,2,Central,Western
2012-13,2013-02-08,Chicago Blackhawks,2,Central,Western
2012-13,2013-02-11,Chicago Blackhawks,2,Central,Western
2012-13,2013-02-13,Chicago Blackhawks,1,Central,Western
2012-13,2013-02-16,Chicago Blackhawks,2,Central,Western
2012-13,2013-02-17,Chicago Blackhawks,2,Central,Western
2012-13,2013-02-20,Chicago Blackhawks,2,Central,Western
2012-13,2013-02-23,Chicago Blackhawks,2,Central,Western
2012-13,2013-02-25,Chicago Blackhawks,2,Central,Western
2012-13,2013-02-26,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-01,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-02,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-03,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-06,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-07,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-09,Chicago Blackhawks,0,Central,Western
2012-13,2013-03-10,Chicago Blackhawks,0,Central,Western
2012-13,2013-03-14,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-17,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-19,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-21,Chicago Blackhawks,0,Central,Western
2012-13,2013-03-26,Chicago Blackhawks,0,Central,Western
2012-13,2013-03-27,Chicago Blackhawks,2,Central,Western
2012-13,2013-03-30,Chicago Blackhawks,0,Central,Western
2012-13,2013-03-31,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-02,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-05,Chicago Blackhawks,1,Central,Western
2012-13,2013-04-06,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-07,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-10,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-13,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-14,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-16,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-20,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-21,Chicago Blackhawks,1,Central,Western
2012-13,2013-04-23,Chicago Blackhawks,0,Central,Western
2012-13,2013-04-25,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-27,Chicago Blackhawks,2,Central,Western
2012-13,2013-04-28,Chicago Blackhawks,0,Central,Western
2012-13,2013-01-20,Colorado Avalanche,0,Northwest,Western
2012-13,2013-01-22,Colorado Avalanche,2,Northwest,Western
2012-13,2013-01-25,Colorado Avalanche,2,Northwest,Western
2012-13,2013-01-26,Colorado Avalanche,0,Northwest,Western
2012-13,2013-01-29,Colorado Avalanche,0,Northwest,Western
2012-13,2013-01-31,Colorado Avalanche,0,Northwest,Western
2012-13,2013-02-01,Colorado Avalanche,2,Northwest,Western
2012-13,2013-02-02,Colorado Avalanche,2,Northwest,Western
2012-13,2013-02-05,Colorado Avalanche,0,Northwest,Western
2012-13,2013-02-07,Colorado Avalanche,0,Northwest,Western
2012-13,2013-02-12,Colorado Avalanche,1,Northwest,Western
2012-13,2013-02-15,Colorado Avalanche,2,Northwest,Western
2012-13,2013-02-17,Colorado Avalanche,0,Northwest,Western
2012-13,2013-02-18,Colorado Avalanche,2,Northwest,Western
2012-13,2013-02-21,Colorado Avalanche,2,Northwest,Western
2012-13,2013-02-23,Colorado Avalanche,0,Northwest,Western
2012-13,2013-02-25,Colorado Avalanche,1,Northwest,Western
2012-13,2013-02-27,Colorado Avalanche,1,Northwest,Western
2012-13,2013-03-01,Colorado Avalanche,2,Northwest,Western
2012-13,2013-03-03,Colorado Avalanche,1,Northwest,Western
2012-13,2013-03-06,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-07,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-09,Colorado Avalanche,2,Northwest,Western
2012-13,2013-03-11,Colorado Avalanche,2,Northwest,Western
2012-13,2013-03-13,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-15,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-16,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-19,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-21,Colorado Avalanche,2,Northwest,Western
2012-13,2013-03-24,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-25,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-28,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-29,Colorado Avalanche,0,Northwest,Western
2012-13,2013-03-30,Colorado Avalanche,2,Northwest,Western
2012-13,2013-04-01,Colorado Avalanche,0,Northwest,Western
2012-13,2013-04-03,Colorado Avalanche,0,Northwest,Western
2012-13,2013-04-06,Colorado Avalanche,1,Northwest,Western
2012-13,2013-04-07,Colorado Avalanche,0,Northwest,Western
2012-13,2013-04-09,Colorado Avalanche,0,Northwest,Western
2012-13,2013-04-11,Colorado Avalanche,2,Northwest,Western
2012-13,2013-04-12,Colorado Avalanche,1,Northwest,Western
2012-13,2013-04-13,Colorado Avalanche,2,Northwest,Western
2012-13,2013-04-16,Colorado Avalanche,1,Northwest,Western
2012-13,2013-04-20,Colorado Avalanche,0,Northwest,Western
2012-13,2013-04-22,Colorado Avalanche,2,Northwest,Western
2012-13,2013-04-24,Colorado Avalanche,0,Northwest,Western
2012-13,2013-04-27,Colorado Avalanche,2,Northwest,Western
2012-13,2013-04-27,Colorado Avalanche,0,Northwest,Western
2012-13,2013-01-20,Columbus Blue Jackets,2,Central,Western
2012-13,2013-01-22,Columbus Blue Jackets,1,Central,Western
2012-13,2013-01-24,Columbus Blue Jackets,0,Central,Western
2012-13,2013-01-25,Columbus Blue Jackets,0,Central,Western
2012-13,2013-01-27,Columbus Blue Jackets,0,Central,Western
2012-13,2013-01-29,Columbus Blue Jackets,2,Central,Western
2012-13,2013-01-30,Columbus Blue Jackets,0,Central,Western
2012-13,2013-02-01,Columbus Blue Jackets,0,Central,Western
2012-13,2013-02-03,Columbus Blue Jackets,2,Central,Western
2012-13,2013-02-06,Columbus Blue Jackets,0,Central,Western
2012-13,2013-02-08,Columbus Blue Jackets,1,Central,Western
2012-13,2013-02-10,Columbus Blue Jackets,0,Central,Western
2012-13,2013-02-12,Columbus Blue Jackets,2,Central,Western
2012-13,2013-02-16,Columbus Blue Jackets,0,Central,Western
2012-13,2013-02-17,Columbus Blue Jackets,0,Central,Western
2012-13,2013-02-19,Columbus Blue Jackets,0,Central,Western
2012-13,2013-02-22,Columbus Blue Jackets,2,Central,Western
2012-13,2013-02-24,Columbus Blue Jackets,0,Central,Western
2012-13,2013-02-25,Columbus Blue Jackets,0,Central,Western
2012-13,2013-02-27,Columbus Blue Jackets,1,Central,Western
2012-13,2013-03-02,Columbus Blue Jackets,1,Central,Western
2012-13,2013-03-03,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-06,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-08,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-09,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-10,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-12,Columbus Blue Jackets,1,Central,Western
2012-13,2013-03-14,Columbus Blue Jackets,1,Central,Western
2012-13,2013-03-16,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-19,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-22,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-24,Columbus Blue Jackets,0,Central,Western
2012-13,2013-03-27,Columbus Blue Jackets,1,Central,Western
2012-13,2013-03-29,Columbus Blue Jackets,0,Central,Western
2012-13,2013-03-30,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-31,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-05,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-06,Columbus Blue Jackets,0,Central,Western
2012-13,2013-04-07,Columbus Blue Jackets,0,Central,Western
2012-13,2013-04-09,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-12,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-14,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-16,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-18,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-19,Columbus Blue Jackets,0,Central,Western
2012-13,2013-04-22,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-26,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-27,Columbus Blue Jackets,2,Central,Western
2012-13,2013-01-20,Dallas Stars,2,Pacific,Western
2012-13,2013-01-21,Dallas Stars,0,Pacific,Western
2012-13,2013-01-23,Dallas Stars,2,Pacific,Western
2012-13,2013-01-25,Dallas Stars,1,Pacific,Western
2012-13,2013-01-27,Dallas Stars,0,Pacific,Western
2012-13,2013-01-29,Dallas Stars,0,Pacific,Western
2012-13,2013-01-30,Dallas Stars,0,Pacific,Western
2012-13,2013-02-02,Dallas Stars,2,Pacific,Western
2012-13,2013-02-03,Dallas Stars,0,Pacific,Western
2012-13,2013-02-05,Dallas Stars,2,Pacific,Western
2012-13,2013-02-07,Dallas Stars,2,Pacific,Western
2012-13,2013-02-09,Dallas Stars,2,Pacific,Western
2012-13,2013-02-13,Dallas Stars,2,Pacific,Western
2012-13,2013-02-14,Dallas Stars,0,Pacific,Western
2012-13,2013-02-16,Dallas Stars,2,Pacific,Western
2012-13,2013-02-17,Dallas Stars,0,Pacific,Western
2012-13,2013-02-22,Dallas Stars,0,Pacific,Western
2012-13,2013-02-24,Dallas Stars,2,Pacific,Western
2012-13,2013-02-26,Dallas Stars,1,Pacific,Western
2012-13,2013-02-27,Dallas Stars,2,Pacific,Western
2012-13,2013-03-01,Dallas Stars,0,Pacific,Western
2012-13,2013-03-03,Dallas Stars,2,Pacific,Western
2012-13,2013-03-08,Dallas Stars,2,Pacific,Western
2012-13,2013-03-10,Dallas Stars,0,Pacific,Western
2012-13,2013-03-13,Dallas Stars,0,Pacific,Western
2012-13,2013-03-15,Dallas Stars,1,Pacific,Western
2012-13,2013-03-17,Dallas Stars,0,Pacific,Western
2012-13,2013-03-19,Dallas Stars,2,Pacific,Western
2012-13,2013-03-21,Dallas Stars,0,Pacific,Western
2012-13,2013-03-22,Dallas Stars,2,Pacific,Western
2012-13,2013-03-24,Dallas Stars,2,Pacific,Western
2012-13,2013-03-26,Dallas Stars,0,Pacific,Western
2012-13,2013-03-30,Dallas Stars,2,Pacific,Western
2012-13,2013-03-31,Dallas Stars,0,Pacific,Western
2012-13,2013-04-02,Dallas Stars,0,Pacific,Western
2012-13,2013-04-04,Dallas Stars,0,Pacific,Western
2012-13,2013-04-06,Dallas Stars,2,Pacific,Western
2012-13,2013-04-07,Dallas Stars,2,Pacific,Western
2012-13,2013-04-10,Dallas Stars,2,Pacific,Western
2012-13,2013-04-13,Dallas Stars,2,Pacific,Western
2012-13,2013-04-14,Dallas Stars,2,Pacific,Western
2012-13,2013-04-16,Dallas Stars,0,Pacific,Western
2012-13,2013-04-19,Dallas Stars,2,Pacific,Western
2012-13,2013-04-20,Dallas Stars,0,Pacific,Western
2012-13,2013-04-22,Dallas Stars,1,Pacific,Western
2012-13,2013-04-24,Dallas Stars,0,Pacific,Western
2012-13,2013-04-26,Dallas Stars,0,Pacific,Western
2012-13,2013-04-27,Dallas Stars,0,Pacific,Western
2012-13,2013-01-20,Detroit Red Wings,0,Central,Western
2012-13,2013-01-22,Detroit Red Wings,2,Central,Western
2012-13,2013-01-23,Detroit Red Wings,0,Central,Western
2012-13,2013-01-26,Detroit Red Wings,2,Central,Western
