season,date,team,points,division,conference
2020-21,2021-01-14,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-01-17,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-01-19,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-01-21,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-01-22,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-01-24,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-01-29,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-01-31,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-02-02,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-02-03,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-02-05,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-02-06,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-02-11,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-02-12,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-02-14,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-02-21,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-02-22,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-02-24,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-02-26,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-02-28,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-03-03,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-03-05,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-03-07,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-03-09,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-03-11,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-03-12,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-03-14,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-03-16,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-03-18,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-03-19,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-03-20,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-03-30,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-04-01,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-04-03,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-05,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-04-07,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-08,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-10,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-12,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-04-14,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-16,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-04-17,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-20,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-22,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-04-24,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-24,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-26,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-04-29,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-04-30,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-05-01,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-05-03,Montréal Canadiens,2,Scotia North,Eastern
2020-21,2021-05-05,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-05-06,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-05-08,Montréal Canadiens,0,Scotia North,Eastern
2020-21,2021-05-10,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-05-12,Montréal Canadiens,1,Scotia North,Eastern
2020-21,2021-01-15,Nashville Predators,2,Discover Central,Western
2020-21,2021-01-17,Nashville Predators,2,Discover Central,Western
2020-21,2021-01-19,Nashville Predators,0,Discover Central,Western
2020-21,2021-01-23,Nashville Predators,0,Discover Central,Western
2020-21,2021-01-25,Nashville Predators,0,Discover Central,Western
2020-21,2021-01-27,Nashville Predators,2,Discover Central,Western
2020-21,2021-01-28,Nashville Predators,2,Discover Central,Western
2020-21,2021-01-31,Nashville Predators,0,Discover Central,Western
2020-21,2021-02-02,Nashville Predators,0,Discover Central,Western
2020-21,2021-02-05,Nashville Predators,2,Discover Central,Western
2020-21,2021-02-06,Nashville Predators,0,Discover Central,Western
2020-21,2021-02-09,Nashville Predators,0,Discover Central,Western
2020-21,2021-02-10,Nashville Predators,0,Discover Central,Western
2020-21,2021-02-12,Nashville Predators,2,Discover Central,Western
2020-21,2021-02-14,Nashville Predators,0,Discover Central,Western
2020-21,2021-02-19,Nashville Predators,0,Discover Central,Western
2020-21,2021-02-21,Nashville Predators,2,Discover Central,Western
2020-21,2021-02-24,Nashville Predators,2,Discover Central,Western
2020-21,2021-02-26,Nashville Predators,0,Discover Central,Western
2020-21,2021-02-27,Nashville Predators,2,Discover Central,Western
2020-21,2021-02-28,Nashville Predators,2,Discover Central,Western
2020-21,2021-03-03,Nashville Predators,0,Discover Central,Western
2020-21,2021-03-05,Nashville Predators,0,Discover Central,Western
2020-21,2021-03-06,Nashville Predators,0,Discover Central,Western
2020-21,2021-03-08,Nashville Predators,2,Discover Central,Western
2020-21,2021-03-10,Nashville Predators,1,Discover Central,Western
2020-21,2021-03-12,Nashville Predators,0,Discover Central,Western
2020-21,2021-03-14,Nashville Predators,0,Discover Central,Western
2020-21,2021-03-15,Nashville Predators,2,Discover Central,Western
2020-21,2021-03-18,Nashville Predators,2,Discover Central,Western
2020-21,2021-03-20,Nashville Predators,0,Discover Central,Western
2020-21,2021-03-22,Nashville Predators,2,Discover Central,Western
2020-21,2021-03-24,Nashville Predators,2,Discover Central,Western
2020-21,2021-03-26,Nashville Predators,2,Discover Central,Western
2020-21,2021-03-28,Nashville Predators,2,Discover Central,Western
2020-21,2021-03-29,Nashville Predators,2,Discover Central,Western
2020-21,2021-03-31,Nashville Predators,2,Discover Central,Western
2020-21,2021-04-02,Nashville Predators,0,Discover Central,Western
2020-21,2021-04-03,Nashville Predators,2,Discover Central,Western
2020-21,2021-04-06,Nashville Predators,2,Discover Central,Western
2020-21,2021-04-08,Nashville Predators,2,Discover Central,Western
2020-21,2021-04-11,Nashville Predators,0,Discover Central,Western
2020-21,2021-04-12,Nashville Predators,2,Discover Central,Western
2020-21,2021-04-14,Nashville Predators,2,Discover Central,Western
2020-21,2021-04-15,Nashville Predators,0,Discover Central,Western
2020-21,2021-04-17,Nashville Predators,0,Discover Central,Western
2020-21,2021-04-20,Nashville Predators,2,Discover Central,Western
2020-21,2021-04-21,Nashville Predators,1,Discover Central,Western
2020-21,2021-04-24,Nashville Predators,2,Discover Central,Western
2020-21,2021-04-27,Nashville Predators,2,Discover Central,Western
2020-21,2021-04-28,Nashville Predators,0,Discover Central,Western
2020-21,2021-05-02,Nashville Predators,2,Discover Central,Western
2020-21,2021-05-03,Nashville Predators,2,Discover Central,Western
2020-21,2021-05-05,Nashville Predators,0,Discover Central,Western
2020-21,2021-05-09,Nashville Predators,2,Discover Central,Western
2020-21,2021-05-11,Nashville Predators,2,Discover Central,Western
2020-21,2021-01-15,New Jersey Devils,1,MassMutual East,Eastern
2020-21,2021-01-16,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-01-20,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-01-22,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-01-25,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-01-27,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-01-29,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-01-30,New Jersey Devils,1,MassMutual East,Eastern
2020-21,2021-01-31,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-02-17,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-02-19,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-02-20,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-02-21,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-02-24,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-02-26,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-02-27,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-02-28,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-03-03,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-03-05,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-03-06,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-03-07,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-03-10,New Jersey Devils,1,MassMutual East,Eastern
2020-21,2021-03-12,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-03-14,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-03-14,New Jersey Devils,1,MassMutual East,Eastern
2020-21,2021-03-16,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-03-18,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-03-20,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-03-21,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-03-23,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-03-25,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-03-26,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-03-28,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-03-30,New Jersey Devils,1,MassMutual East,Eastern
2020-21,2021-04-02,New Jersey Devils,1,MassMutual East,Eastern
2020-21,2021-04-04,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-06,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-08,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-04-09,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-11,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-13,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-15,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-17,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-18,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-20,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-22,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-24,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-04-25,New Jersey Devils,1,MassMutual East,Eastern
2020-21,2021-04-27,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-04-29,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-05-01,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-05-03,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-05-04,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-05-06,New Jersey Devils,2,MassMutual East,Eastern
2020-21,2021-05-08,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-05-10,New Jersey Devils,0,MassMutual East,Eastern
2020-21,2021-01-15,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-01-17,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-01-18,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-01-22,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-01-25,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-01-27,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-01-29,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-01-31,New York Islanders,1,MassMutual East,Eastern
2020-21,2021-02-01,New York Islanders,1,MassMutual East,Eastern
2020-21,2021-02-07,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-02-09,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-02-12,New York Islanders,1,MassMutual East,Eastern
2020-21,2021-02-14,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-02-16,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-02-17,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-02-19,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-02-21,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-02-23,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-02-26,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-02-28,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-02-28,New York Islanders,1,MassMutual East,Eastern
2020-21,2021-03-03,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-05,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-06,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-07,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-10,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-12,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-14,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-14,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-16,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-03-18,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-03-20,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-22,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-25,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-03-27,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-03-29,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-04-01,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-04-03,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-04-06,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-04-08,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-04-09,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-04-11,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-04-15,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-04-16,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-04-18,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-04-20,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-04-22,New York Islanders,1,MassMutual East,Eastern
2020-21,2021-04-24,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-04-27,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-04-29,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-05-01,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-05-03,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-05-04,New York Islanders,1,MassMutual East,Eastern
2020-21,2021-05-06,New York Islanders,0,MassMutual East,Eastern
2020-21,2021-05-08,New York Islanders,2,MassMutual East,Eastern
2020-21,2021-05-10,New York Islanders,1,MassMutual East,Eastern
2020-21,2021-01-15,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-01-17,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-01-20,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-01-23,New York Rangers,1,MassMutual East,Eastern
2020-21,2021-01-25,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-01-27,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-01-29,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-01-31,New York Rangers,1,MassMutual East,Eastern
2020-21,2021-02-02,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-02-05,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-02-09,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-02-11,New York Rangers,1,MassMutual East,Eastern
2020-21,2021-02-13,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-02-17,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-02-19,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-02-20,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-02-25,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-02-27,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-02-28,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-03-03,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-03-05,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-03-06,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-03-08,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-03-09,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-03-12,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-03-13,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-03-15,New York Rangers,1,MassMutual East,Eastern
2020-21,2021-03-17,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-03-19,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-03-20,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-03-22,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-03-25,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-03-27,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-03-28,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-03-30,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-01,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-03,New York Rangers,1,MassMutual East,Eastern
2020-21,2021-04-06,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-08,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-04-09,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-11,New York Rangers,1,MassMutual East,Eastern
2020-21,2021-04-13,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-15,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-17,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-18,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-20,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-04-22,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-04-23,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-25,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-27,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-04-29,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-05-01,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-05-03,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-05-05,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-05-06,New York Rangers,0,MassMutual East,Eastern
2020-21,2021-05-08,New York Rangers,2,MassMutual East,Eastern
2020-21,2021-01-16,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-01-17,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-01-20,Ottawa Senators,1,Scotia North,Eastern
2020-21,2021-01-22,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-01-24,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-01-26,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-01-28,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-01-29,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-02-01,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-02-03,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-02-05,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-02-06,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-02-09,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-02-10,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-02-12,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-02-13,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-02-16,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-02-18,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-02-19,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-02-22,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-02-24,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-02-26,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-02-27,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-03-02,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-03-03,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-03-05,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-03-08,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-03-09,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-03-11,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-03-13,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-03-14,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-03-15,Ottawa Senators,1,Scotia North,Eastern
2020-21,2021-03-17,Ottawa Senators,1,Scotia North,Eastern
2020-21,2021-03-22,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-03-24,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-03-25,Ottawa Senators,1,Scotia North,Eastern
2020-21,2021-04-01,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-04-03,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-04-05,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-04-07,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-04-08,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-04-10,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-04-12,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-04-14,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-04-17,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-04-20,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-04-23,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-04-25,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-04-26,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-04-28,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-05-01,Ottawa Senators,1,Scotia North,Eastern
2020-21,2021-05-03,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-05-05,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-05-08,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-05-10,Ottawa Senators,0,Scotia North,Eastern
2020-21,2021-05-13,Ottawa Senators,2,Scotia North,Eastern
2020-21,2021-01-13,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-01-16,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-01-19,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-01-20,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-01-22,Philadelphia Flyers,1,MassMutual East,Eastern
2020-21,2021-01-24,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-01-27,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-01-29,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-01-31,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-02-01,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-02-04,Philadelphia Flyers,1,MassMutual East,Eastern
2020-21,2021-02-06,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-02-07,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-02-19,Philadelphia Flyers,1,MassMutual East,Eastern
2020-21,2021-02-22,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-02-25,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-02-27,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-02-28,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-03-03,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-03-05,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-03-06,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-03-08,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-03-10,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-03-12,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-03-14,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-03-15,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-03-17,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-03-18,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-03-20,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-03-22,Philadelphia Flyers,1,MassMutual East,Eastern
2020-21,2021-03-23,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-03-25,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-03-27,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-03-29,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-03-31,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-04-03,Philadelphia Flyers,1,MassMutual East,Eastern
2020-21,2021-04-05,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-04-06,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-04-08,Philadelphia Flyers,1,MassMutual East,Eastern
2020-21,2021-04-10,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-04-11,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-04-13,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-04-15,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-04-17,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-04-18,Philadelphia Flyers,1,MassMutual East,Eastern
2020-21,2021-04-22,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-04-23,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-04-25,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-04-27,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-04-29,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-05-01,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-05-03,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-05-04,Philadelphia Flyers,0,MassMutual East,Eastern
2020-21,2021-05-07,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-05-08,Philadelphia Flyers,1,MassMutual East,Eastern
2020-21,2021-05-10,Philadelphia Flyers,2,MassMutual East,Eastern
2020-21,2021-01-13,Pittsburgh Penguins,0,MassMutual East,Eastern
2020-21,2021-01-16,Pittsburgh Penguins,0,MassMutual East,Eastern
2020-21,2021-01-17,Pittsburgh Penguins,2,MassMutual East,Eastern
2020-21,2021-01-20,Pittsburgh Penguins,2,MassMutual East,Eastern
2020-21,2021-01-23,Pittsburgh Penguins,2,MassMutual East,Eastern
2020-21,2021-01-25,Pittsburgh Penguins,2,MassMutual East,Eastern
2020-21,2021-01-27,Pittsburgh Penguins,1,MassMutual East,Eastern
2020-21,2021-01-29,Pittsburgh Penguins,0,MassMutual East,Eastern
2020-21,2021-01-31,Pittsburgh Penguins,2,MassMutual East,Eastern
2020-21,2021-02-02,Pittsburgh Penguins,0,MassMutual East,Eastern
2020-21,2021-02-07,Pittsburgh Penguins,0,MassMutual East,Eastern
2020-21,2021-02-12,Pittsburgh Penguins,2,MassMutual East,Eastern
2020-21,2021-02-14,Pittsburgh Penguins,2,MassMutual East,Eastern
2020-21,2021-02-17,Pittsburgh Penguins,0,MassMutual East,Eastern
2020-21,2021-02-19,Pittsburgh Penguins,2,MassMutual East,Eastern
2020-21,2021-02-21,Pittsburgh Penguins,2,MassMutual East,Eastern
2020-21,2021-02-24,Pittsburgh Penguins,2,MassMutual East,Eastern
