season,date,team,points,division,conference
2011-12,2011-12-15,Boston Bruins,2,Northeast,Eastern
2011-12,2011-12-17,Boston Bruins,2,Northeast,Eastern
2011-12,2011-12-20,Boston Bruins,2,Northeast,Eastern
2011-12,2011-12-24,Boston Bruins,2,Northeast,Eastern
2011-12,2011-12-29,Boston Bruins,2,Northeast,Eastern
2011-12,2012-01-01,Boston Bruins,0,Northeast,Eastern
2011-12,2012-01-05,Boston Bruins,2,Northeast,Eastern
2011-12,2012-01-06,Boston Bruins,2,Northeast,Eastern
2011-12,2012-01-07,Boston Bruins,0,Northeast,Eastern
2011-12,2012-01-11,Boston Bruins,2,Northeast,Eastern
2011-12,2012-01-13,Boston Bruins,2,Northeast,Eastern
2011-12,2012-01-15,Boston Bruins,0,Northeast,Eastern
2011-12,2012-01-17,Boston Bruins,2,Northeast,Eastern
2011-12,2012-01-18,Boston Bruins,0,Northeast,Eastern
2011-12,2012-01-20,Boston Bruins,2,Northeast,Eastern
2011-12,2012-01-21,Boston Bruins,1,Northeast,Eastern
2011-12,2012-01-22,Boston Bruins,2,Northeast,Eastern
2011-12,2012-01-25,Boston Bruins,0,Northeast,Eastern
2011-12,2012-02-01,Boston Bruins,2,Northeast,Eastern
2011-12,2012-02-03,Boston Bruins,0,Northeast,Eastern
2011-12,2012-02-04,Boston Bruins,0,Northeast,Eastern
2011-12,2012-02-05,Boston Bruins,2,Northeast,Eastern
2011-12,2012-02-09,Boston Bruins,0,Northeast,Eastern
2011-12,2012-02-11,Boston Bruins,2,Northeast,Eastern
2011-12,2012-02-15,Boston Bruins,0,Northeast,Eastern
2011-12,2012-02-16,Boston Bruins,2,Northeast,Eastern
2011-12,2012-02-18,Boston Bruins,0,Northeast,Eastern
2011-12,2012-02-19,Boston Bruins,0,Northeast,Eastern
2011-12,2012-02-23,Boston Bruins,2,Northeast,Eastern
2011-12,2012-02-25,Boston Bruins,1,Northeast,Eastern
2011-12,2012-02-26,Boston Bruins,2,Northeast,Eastern
2011-12,2012-02-29,Boston Bruins,0,Northeast,Eastern
2011-12,2012-03-02,Boston Bruins,2,Northeast,Eastern
2011-12,2012-03-03,Boston Bruins,0,Northeast,Eastern
2011-12,2012-03-04,Boston Bruins,0,Northeast,Eastern
2011-12,2012-03-07,Boston Bruins,2,Northeast,Eastern
2011-12,2012-03-09,Boston Bruins,2,Northeast,Eastern
2011-12,2012-03-10,Boston Bruins,0,Northeast,Eastern
2011-12,2012-03-11,Boston Bruins,0,Northeast,Eastern
2011-12,2012-03-13,Boston Bruins,0,Northeast,Eastern
2011-12,2012-03-15,Boston Bruins,0,Northeast,Eastern
2011-12,2012-03-17,Boston Bruins,2,Northeast,Eastern
2011-12,2012-03-19,Boston Bruins,2,Northeast,Eastern
2011-12,2012-03-23,Boston Bruins,0,Northeast,Eastern
2011-12,2012-03-25,Boston Bruins,2,Northeast,Eastern
2011-12,2012-03-26,Boston Bruins,2,Northeast,Eastern
2011-12,2012-03-27,Boston Bruins,2,Northeast,Eastern
2011-12,2012-03-29,Boston Bruins,1,Northeast,Eastern
2011-12,2012-03-31,Boston Bruins,2,Northeast,Eastern
2011-12,2012-04-01,Boston Bruins,2,Northeast,Eastern
2011-12,2012-04-03,Boston Bruins,0,Northeast,Eastern
2011-12,2012-04-05,Boston Bruins,2,Northeast,Eastern
2011-12,2012-04-07,Boston Bruins,2,Northeast,Eastern
2011-12,2011-10-08,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-10-09,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-10-14,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-10-15,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-10-18,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-10-20,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-10-22,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-10-25,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-10-27,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-10-29,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-11-02,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-11-04,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-11-05,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-11-09,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-11-12,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-11-13,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-11-15,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-11-17,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-11-19,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-11-20,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-11-24,Buffalo Sabres,1,Northeast,Eastern
2011-12,2011-11-26,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-11-27,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-11-30,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-12-03,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-12-04,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-12-08,Buffalo Sabres,1,Northeast,Eastern
2011-12,2011-12-10,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-12-11,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-12-14,Buffalo Sabres,1,Northeast,Eastern
2011-12,2011-12-17,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-12-18,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-12-21,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-12-23,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-12-27,Buffalo Sabres,2,Northeast,Eastern
2011-12,2011-12-29,Buffalo Sabres,0,Northeast,Eastern
2011-12,2011-12-31,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-01-01,Buffalo Sabres,1,Northeast,Eastern
2011-12,2012-01-04,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-01-07,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-01-08,Buffalo Sabres,1,Northeast,Eastern
2011-12,2012-01-11,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-01-14,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-01-15,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-01-17,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-01-19,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-01-20,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-01-22,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-01-25,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-02-01,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-02-02,Buffalo Sabres,1,Northeast,Eastern
2011-12,2012-02-05,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-02-09,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-02-11,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-02-12,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-02-15,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-02-17,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-02-18,Buffalo Sabres,1,Northeast,Eastern
2011-12,2012-02-19,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-02-22,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-02-25,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-02-26,Buffalo Sabres,1,Northeast,Eastern
2011-12,2012-03-01,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-02,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-04,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-06,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-03-08,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-09,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-03-11,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-12,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-14,Buffalo Sabres,1,Northeast,Eastern
2011-12,2012-03-17,Buffalo Sabres,1,Northeast,Eastern
2011-12,2012-03-19,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-21,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-23,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-24,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-27,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-03-30,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-03-31,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-04-03,Buffalo Sabres,2,Northeast,Eastern
2011-12,2012-04-05,Buffalo Sabres,0,Northeast,Eastern
2011-12,2012-04-07,Buffalo Sabres,1,Northeast,Eastern
2011-12,2011-10-09,Calgary Flames,0,Northwest,Western
2011-12,2011-10-10,Calgary Flames,0,Northwest,Western
2011-12,2011-10-13,Calgary Flames,2,Northwest,Western
2011-12,2011-10-15,Calgary Flames,0,Northwest,Western
2011-12,2011-10-19,Calgary Flames,2,Northwest,Western
2011-12,2011-10-21,Calgary Flames,1,Northwest,Western
2011-12,2011-10-22,Calgary Flames,0,Northwest,Western
2011-12,2011-10-27,Calgary Flames,2,Northwest,Western
2011-12,2011-10-29,Calgary Flames,2,Northwest,Western
2011-12,2011-11-02,Calgary Flames,0,Northwest,Western
2011-12,2011-11-03,Calgary Flames,2,Northwest,Western
2011-12,2011-11-04,Calgary Flames,0,Northwest,Western
2011-12,2011-11-07,Calgary Flames,2,Northwest,Western
2011-12,2011-11-09,Calgary Flames,0,Northwest,Western
2011-12,2011-11-12,Calgary Flames,0,Northwest,Western
2011-12,2011-11-13,Calgary Flames,2,Northwest,Western
2011-12,2011-11-16,Calgary Flames,0,Northwest,Western
2011-12,2011-11-19,Calgary Flames,2,Northwest,Western
2011-12,2011-11-22,Calgary Flames,0,Northwest,Western
2011-12,2011-11-24,Calgary Flames,0,Northwest,Western
2011-12,2011-11-26,Calgary Flames,0,Northwest,Western
2011-12,2011-11-27,Calgary Flames,2,Northwest,Western
2011-12,2011-11-30,Calgary Flames,2,Northwest,Western
2011-12,2011-12-02,Calgary Flames,1,Northwest,Western
2011-12,2011-12-04,Calgary Flames,2,Northwest,Western
2011-12,2011-12-05,Calgary Flames,0,Northwest,Western
2011-12,2011-12-07,Calgary Flames,2,Northwest,Western
2011-12,2011-12-09,Calgary Flames,2,Northwest,Western
2011-12,2011-12-11,Calgary Flames,2,Northwest,Western
2011-12,2011-12-14,Calgary Flames,0,Northwest,Western
2011-12,2011-12-16,Calgary Flames,1,Northwest,Western
2011-12,2011-12-17,Calgary Flames,1,Northwest,Western
2011-12,2011-12-19,Calgary Flames,0,Northwest,Western
2011-12,2011-12-21,Calgary Flames,2,Northwest,Western
2011-12,2011-12-23,Calgary Flames,2,Northwest,Western
2011-12,2011-12-24,Calgary Flames,2,Northwest,Western
2011-12,2011-12-28,Calgary Flames,2,Northwest,Western
2011-12,2011-12-30,Calgary Flames,0,Northwest,Western
2011-12,2011-12-31,Calgary Flames,1,Northwest,Western
2011-12,2012-01-01,Calgary Flames,0,Northwest,Western
2011-12,2012-01-04,Calgary Flames,0,Northwest,Western
2011-12,2012-01-06,Calgary Flames,0,Northwest,Western
2011-12,2012-01-08,Calgary Flames,2,Northwest,Western
2011-12,2012-01-11,Calgary Flames,2,Northwest,Western
2011-12,2012-01-13,Calgary Flames,2,Northwest,Western
2011-12,2012-01-15,Calgary Flames,0,Northwest,Western
2011-12,2012-01-18,Calgary Flames,1,Northwest,Western
2011-12,2012-01-20,Calgary Flames,2,Northwest,Western
2011-12,2012-01-22,Calgary Flames,2,Northwest,Western
2011-12,2012-01-25,Calgary Flames,0,Northwest,Western
2011-12,2012-02-01,Calgary Flames,0,Northwest,Western
2011-12,2012-02-04,Calgary Flames,2,Northwest,Western
2011-12,2012-02-07,Calgary Flames,1,Northwest,Western
2011-12,2012-02-09,Calgary Flames,2,Northwest,Western
2011-12,2012-02-10,Calgary Flames,1,Northwest,Western
2011-12,2012-02-12,Calgary Flames,2,Northwest,Western
2011-12,2012-02-15,Calgary Flames,2,Northwest,Western
2011-12,2012-02-17,Calgary Flames,1,Northwest,Western
2011-12,2012-02-19,Calgary Flames,2,Northwest,Western
2011-12,2012-02-22,Calgary Flames,0,Northwest,Western
2011-12,2012-02-24,Calgary Flames,1,Northwest,Western
2011-12,2012-02-26,Calgary Flames,1,Northwest,Western
2011-12,2012-02-28,Calgary Flames,0,Northwest,Western
2011-12,2012-03-02,Calgary Flames,2,Northwest,Western
2011-12,2012-03-03,Calgary Flames,0,Northwest,Western
2011-12,2012-03-04,Calgary Flames,1,Northwest,Western
2011-12,2012-03-07,Calgary Flames,2,Northwest,Western
2011-12,2012-03-10,Calgary Flames,2,Northwest,Western
2011-12,2012-03-11,Calgary Flames,2,Northwest,Western
2011-12,2012-03-14,Calgary Flames,2,Northwest,Western
2011-12,2012-03-16,Calgary Flames,2,Northwest,Western
2011-12,2012-03-17,Calgary Flames,0,Northwest,Western
2011-12,2012-03-19,Calgary Flames,1,Northwest,Western
2011-12,2012-03-21,Calgary Flames,1,Northwest,Western
2011-12,2012-03-23,Calgary Flames,1,Northwest,Western
2011-12,2012-03-24,Calgary Flames,0,Northwest,Western
2011-12,2012-03-27,Calgary Flames,2,Northwest,Western
2011-12,2012-03-29,Calgary Flames,0,Northwest,Western
2011-12,2012-03-31,Calgary Flames,0,Northwest,Western
2011-12,2012-04-01,Calgary Flames,1,Northwest,Western
2011-12,2012-04-06,Calgary Flames,2,Northwest,Western
2011-12,2012-04-07,Calgary Flames,2,Northwest,Western
2011-12,2011-10-07,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-10-08,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2011-10-10,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-10-12,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-10-14,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-10-18,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-10-22,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2011-10-22,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-10-25,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2011-10-28,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-10-29,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-01,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-11-04,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-06,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-09,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-12,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-13,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-11-15,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-17,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-19,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-20,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-11-22,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-11-24,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2011-11-26,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-27,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-11-30,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-12-02,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-12-04,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-12-07,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-12-08,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-12-10,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-12-14,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2011-12-16,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-12-18,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2011-12-22,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-12-24,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-12-27,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-12-28,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-12-30,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2011-12-31,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-01-04,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-01-07,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-01-08,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-01-11,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-01-13,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-01-15,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-01-15,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-01-18,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-01-21,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-01-22,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-01-24,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-02-01,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-02-03,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-02-05,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-02-09,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-02-11,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-02-14,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-02-18,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-02-19,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-02-21,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-02-24,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-02-26,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-02-29,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-03-02,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-03-04,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-03-07,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-03-08,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-03-11,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-03-11,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-03-13,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-03-15,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-03-17,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-03-19,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-03-21,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-03-23,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-03-24,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-03-27,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-03-30,Carolina Hurricanes,1,Southeast,Eastern
2011-12,2012-03-31,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2012-04-03,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-04-05,Carolina Hurricanes,2,Southeast,Eastern
2011-12,2012-04-07,Carolina Hurricanes,0,Southeast,Eastern
2011-12,2011-10-08,Chicago Blackhawks,0,Central,Western
2011-12,2011-10-09,Chicago Blackhawks,2,Central,Western
2011-12,2011-10-14,Chicago Blackhawks,2,Central,Western
2011-12,2011-10-16,Chicago Blackhawks,1,Central,Western
2011-12,2011-10-19,Chicago Blackhawks,2,Central,Western
2011-12,2011-10-21,Chicago Blackhawks,2,Central,Western
2011-12,2011-10-23,Chicago Blackhawks,1,Central,Western
2011-12,2011-10-26,Chicago Blackhawks,2,Central,Western
2011-12,2011-10-28,Chicago Blackhawks,0,Central,Western
2011-12,2011-10-30,Chicago Blackhawks,2,Central,Western
2011-12,2011-11-01,Chicago Blackhawks,2,Central,Western
2011-12,2011-11-03,Chicago Blackhawks,2,Central,Western
2011-12,2011-11-04,Chicago Blackhawks,1,Central,Western
2011-12,2011-11-07,Chicago Blackhawks,0,Central,Western
2011-12,2011-11-09,Chicago Blackhawks,0,Central,Western
2011-12,2011-11-11,Chicago Blackhawks,2,Central,Western
2011-12,2011-11-12,Chicago Blackhawks,2,Central,Western
2011-12,2011-11-14,Chicago Blackhawks,2,Central,Western
2011-12,2011-11-17,Chicago Blackhawks,2,Central,Western
