season,date,team,points,division,conference
2019-20,2019-11-26,Minnesota Wild,1,Central,Western
2019-20,2019-11-27,Minnesota Wild,2,Central,Western
2019-20,2019-11-29,Minnesota Wild,2,Central,Western
2019-20,2019-12-01,Minnesota Wild,2,Central,Western
2019-20,2019-12-04,Minnesota Wild,2,Central,Western
2019-20,2019-12-06,Minnesota Wild,2,Central,Western
2019-20,2019-12-08,Minnesota Wild,0,Central,Western
2019-20,2019-12-11,Minnesota Wild,1,Central,Western
2019-20,2019-12-13,Minnesota Wild,2,Central,Western
2019-20,2019-12-15,Minnesota Wild,2,Central,Western
2019-20,2019-12-16,Minnesota Wild,0,Central,Western
2019-20,2019-12-18,Minnesota Wild,0,Central,Western
2019-20,2019-12-20,Minnesota Wild,2,Central,Western
2019-20,2019-12-21,Minnesota Wild,0,Central,Western
2019-20,2019-12-23,Minnesota Wild,2,Central,Western
2019-20,2019-12-28,Minnesota Wild,2,Central,Western
2019-20,2019-12-29,Minnesota Wild,0,Central,Western
2019-20,2019-12-31,Minnesota Wild,0,Central,Western
2019-20,2020-01-04,Minnesota Wild,2,Central,Western
2019-20,2020-01-06,Minnesota Wild,1,Central,Western
2019-20,2020-01-10,Minnesota Wild,0,Central,Western
2019-20,2020-01-12,Minnesota Wild,0,Central,Western
2019-20,2020-01-15,Minnesota Wild,0,Central,Western
2019-20,2020-01-17,Minnesota Wild,2,Central,Western
2019-20,2020-01-19,Minnesota Wild,2,Central,Western
2019-20,2020-01-21,Minnesota Wild,0,Central,Western
2019-20,2020-01-23,Minnesota Wild,2,Central,Western
2019-20,2020-02-02,Minnesota Wild,0,Central,Western
2019-20,2020-02-05,Minnesota Wild,2,Central,Western
2019-20,2020-02-07,Minnesota Wild,2,Central,Western
2019-20,2020-02-08,Minnesota Wild,2,Central,Western
2019-20,2020-02-10,Minnesota Wild,0,Central,Western
2019-20,2020-02-12,Minnesota Wild,2,Central,Western
2019-20,2020-02-14,Minnesota Wild,1,Central,Western
2019-20,2020-02-15,Minnesota Wild,0,Central,Western
2019-20,2020-02-20,Minnesota Wild,2,Central,Western
2019-20,2020-02-22,Minnesota Wild,2,Central,Western
2019-20,2020-02-24,Minnesota Wild,0,Central,Western
2019-20,2020-02-26,Minnesota Wild,2,Central,Western
2019-20,2020-02-28,Minnesota Wild,2,Central,Western
2019-20,2020-02-29,Minnesota Wild,2,Central,Western
2019-20,2020-03-02,Minnesota Wild,0,Central,Western
2019-20,2020-03-04,Minnesota Wild,2,Central,Western
2019-20,2020-03-06,Minnesota Wild,2,Central,Western
2019-20,2020-03-07,Minnesota Wild,0,Central,Western
2019-20,2020-03-09,Minnesota Wild,2,Central,Western
2019-20,2019-10-03,Montréal Canadiens,1,Atlantic,Eastern
2019-20,2019-10-05,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-10-09,Montréal Canadiens,1,Atlantic,Eastern
2019-20,2019-10-10,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-10-12,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-10-15,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-10-17,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-10-19,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-10-20,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-10-24,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-10-26,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-10-31,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-11-01,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-11-02,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-11-06,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-11-08,Montréal Canadiens,1,Atlantic,Eastern
2019-20,2019-11-10,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-11-13,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-11-16,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-11-17,Montréal Canadiens,1,Atlantic,Eastern
2019-20,2019-11-20,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-11-21,Montréal Canadiens,1,Atlantic,Eastern
2019-20,2019-11-24,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-11-27,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-11-29,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-11-30,Montréal Canadiens,1,Atlantic,Eastern
2019-20,2019-12-02,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-12-04,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-12-06,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-12-07,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-12-11,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-12-12,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-12-15,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-12-18,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-12-20,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-12-22,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-12-24,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2019-12-29,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-12-30,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-01-01,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-01-03,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-01-05,Montréal Canadiens,1,Atlantic,Eastern
2019-20,2020-01-07,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-01-08,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-01-10,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-01-12,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-01-14,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-01-16,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-01-17,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-01-19,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-01-28,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-01-31,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-02-01,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-02-02,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-02-05,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-02-07,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-02-09,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-02-11,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-02-13,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-02-15,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-02-16,Montréal Canadiens,1,Atlantic,Eastern
2019-20,2020-02-19,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-02-21,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-02-23,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-02-26,Montréal Canadiens,1,Atlantic,Eastern
2019-20,2020-02-28,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-03-01,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-03-04,Montréal Canadiens,2,Atlantic,Eastern
2019-20,2020-03-06,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-03-08,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2020-03-10,Montréal Canadiens,0,Atlantic,Eastern
2019-20,2019-10-04,Nashville Predators,2,Central,Western
2019-20,2019-10-06,Nashville Predators,0,Central,Western
2019-20,2019-10-09,Nashville Predators,2,Central,Western
2019-20,2019-10-11,Nashville Predators,2,Central,Western
2019-20,2019-10-12,Nashville Predators,0,Central,Western
2019-20,2019-10-16,Nashville Predators,2,Central,Western
2019-20,2019-10-18,Nashville Predators,0,Central,Western
2019-20,2019-10-20,Nashville Predators,1,Central,Western
2019-20,2019-10-23,Nashville Predators,2,Central,Western
2019-20,2019-10-25,Nashville Predators,2,Central,Western
2019-20,2019-10-26,Nashville Predators,2,Central,Western
2019-20,2019-10-30,Nashville Predators,2,Central,Western
2019-20,2019-11-01,Nashville Predators,1,Central,Western
2019-20,2019-11-02,Nashville Predators,0,Central,Western
2019-20,2019-11-05,Nashville Predators,2,Central,Western
2019-20,2019-11-08,Nashville Predators,0,Central,Western
2019-20,2019-11-10,Nashville Predators,1,Central,Western
2019-20,2019-11-13,Nashville Predators,0,Central,Western
2019-20,2019-11-17,Nashville Predators,0,Central,Western
2019-20,2019-11-20,Nashville Predators,0,Central,Western
2019-20,2019-11-22,Nashville Predators,0,Central,Western
2019-20,2019-11-24,Nashville Predators,2,Central,Western
2019-20,2019-11-26,Nashville Predators,2,Central,Western
2019-20,2019-11-28,Nashville Predators,1,Central,Western
2019-20,2019-11-30,Nashville Predators,2,Central,Western
2019-20,2019-12-01,Nashville Predators,0,Central,Western
2019-20,2019-12-04,Nashville Predators,1,Central,Western
2019-20,2019-12-08,Nashville Predators,2,Central,Western
2019-20,2019-12-11,Nashville Predators,2,Central,Western
2019-20,2019-12-13,Nashville Predators,0,Central,Western
2019-20,2019-12-14,Nashville Predators,0,Central,Western
2019-20,2019-12-17,Nashville Predators,2,Central,Western
2019-20,2019-12-18,Nashville Predators,2,Central,Western
2019-20,2019-12-20,Nashville Predators,1,Central,Western
2019-20,2019-12-22,Nashville Predators,2,Central,Western
2019-20,2019-12-24,Nashville Predators,2,Central,Western
2019-20,2019-12-28,Nashville Predators,0,Central,Western
2019-20,2019-12-29,Nashville Predators,0,Central,Western
2019-20,2020-01-01,Nashville Predators,0,Central,Western
2019-20,2020-01-05,Nashville Predators,2,Central,Western
2019-20,2020-01-06,Nashville Predators,1,Central,Western
2019-20,2020-01-08,Nashville Predators,0,Central,Western
2019-20,2020-01-10,Nashville Predators,2,Central,Western
2019-20,2020-01-12,Nashville Predators,2,Central,Western
2019-20,2020-01-15,Nashville Predators,0,Central,Western
2019-20,2020-01-17,Nashville Predators,0,Central,Western
2019-20,2020-01-19,Nashville Predators,2,Central,Western
2019-20,2020-01-28,Nashville Predators,0,Central,Western
2019-20,2020-01-30,Nashville Predators,2,Central,Western
2019-20,2020-01-31,Nashville Predators,2,Central,Western
2019-20,2020-02-02,Nashville Predators,0,Central,Western
2019-20,2020-02-05,Nashville Predators,2,Central,Western
2019-20,2020-02-07,Nashville Predators,2,Central,Western
2019-20,2020-02-09,Nashville Predators,0,Central,Western
2019-20,2020-02-11,Nashville Predators,0,Central,Western
2019-20,2020-02-14,Nashville Predators,2,Central,Western
2019-20,2020-02-15,Nashville Predators,2,Central,Western
2019-20,2020-02-16,Nashville Predators,2,Central,Western
2019-20,2020-02-19,Nashville Predators,0,Central,Western
2019-20,2020-02-22,Nashville Predators,1,Central,Western
2019-20,2020-02-23,Nashville Predators,2,Central,Western
2019-20,2020-02-26,Nashville Predators,2,Central,Western
2019-20,2020-02-28,Nashville Predators,2,Central,Western
2019-20,2020-03-01,Nashville Predators,0,Central,Western
2019-20,2020-03-03,Nashville Predators,0,Central,Western
2019-20,2020-03-04,Nashville Predators,0,Central,Western
2019-20,2020-03-06,Nashville Predators,2,Central,Western
2019-20,2020-03-07,Nashville Predators,2,Central,Western
2019-20,2020-03-10,Nashville Predators,2,Central,Western
2019-20,2019-10-04,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2019-10-05,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-10-09,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-10-10,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2019-10-12,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-10-14,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-10-17,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-10-19,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-10-25,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-10-30,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2019-11-01,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2019-11-02,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-11-06,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-11-08,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-11-09,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-11-10,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-11-14,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-11-16,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-11-17,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-11-20,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-11-23,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-11-24,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-11-27,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-11-29,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-11-30,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-12-03,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-12-04,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-12-07,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2019-12-08,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-12-11,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-12-14,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-12-15,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-12-19,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-12-21,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-12-22,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-12-24,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-12-28,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2019-12-29,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2019-12-31,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-01-03,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-01-05,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2020-01-08,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2020-01-10,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2020-01-12,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-01-13,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-01-15,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2020-01-17,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2020-01-19,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2020-01-28,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-01-31,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2020-02-02,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2020-02-05,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2020-02-07,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-02-09,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-02-12,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2020-02-14,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-02-15,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2020-02-16,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-02-19,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2020-02-21,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-02-22,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-02-26,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-02-28,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2020-02-29,New Jersey Devils,1,Metropolitan,Eastern
2019-20,2020-03-02,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-03-04,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2020-03-07,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-03-08,New Jersey Devils,2,Metropolitan,Eastern
2019-20,2020-03-10,New Jersey Devils,0,Metropolitan,Eastern
2019-20,2019-10-04,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-10-06,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-10-08,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-10-11,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-10-12,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-10-14,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-10-18,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-10-19,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-10-24,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-10-25,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-10-27,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-11-01,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-11-02,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-11-06,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-11-08,New York Islanders,1,Metropolitan,Eastern
2019-20,2019-11-09,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-11-14,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-11-17,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-11-20,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-11-22,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-11-24,New York Islanders,1,Metropolitan,Eastern
2019-20,2019-11-26,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-11-28,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-12-01,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-12-03,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-12-04,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-12-06,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-12-08,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-12-10,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-12-13,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-12-14,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-12-18,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-12-20,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-12-21,New York Islanders,1,Metropolitan,Eastern
2019-20,2019-12-24,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-12-28,New York Islanders,0,Metropolitan,Eastern
2019-20,2019-12-29,New York Islanders,2,Metropolitan,Eastern
2019-20,2019-12-31,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-01-03,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-01-05,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-01-07,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-01-08,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-01-12,New York Islanders,1,Metropolitan,Eastern
2019-20,2020-01-14,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-01-15,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-01-17,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-01-18,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-01-19,New York Islanders,1,Metropolitan,Eastern
2019-20,2020-01-22,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-02-01,New York Islanders,1,Metropolitan,Eastern
2019-20,2020-02-05,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-02-07,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-02-09,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-02-11,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-02-12,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-02-14,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-02-16,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-02-17,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-02-20,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-02-22,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-02-23,New York Islanders,2,Metropolitan,Eastern
2019-20,2020-02-26,New York Islanders,1,Metropolitan,Eastern
2019-20,2020-02-28,New York Islanders,1,Metropolitan,Eastern
2019-20,2020-02-29,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-03-04,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-03-06,New York Islanders,0,Metropolitan,Eastern
2019-20,2020-03-07,New York Islanders,1,Metropolitan,Eastern
2019-20,2020-03-11,New York Islanders,1,Metropolitan,Eastern
2019-20,2019-10-03,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-10-05,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-10-12,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-10-17,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-10-18,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-10-20,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-10-22,New York Rangers,1,Metropolitan,Eastern
2019-20,2019-10-24,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-10-27,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-10-29,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-11-02,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-11-05,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-11-07,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-11-08,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-11-10,New York Rangers,1,Metropolitan,Eastern
2019-20,2019-11-13,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-11-15,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-11-17,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-11-21,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-11-23,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-11-24,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-11-26,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-11-28,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-11-29,New York Rangers,1,Metropolitan,Eastern
2019-20,2019-11-30,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-12-03,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-12-06,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-12-07,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-12-09,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-12-11,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-12-13,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-12-14,New York Rangers,1,Metropolitan,Eastern
2019-20,2019-12-17,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-12-21,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-12-22,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-12-24,New York Rangers,0,Metropolitan,Eastern
2019-20,2019-12-28,New York Rangers,2,Metropolitan,Eastern
2019-20,2019-12-29,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-01-01,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-01-03,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-01-05,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-01-08,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-01-10,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-01-12,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-01-14,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-01-17,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-01-20,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-01-22,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-02-01,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-02,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-04,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-02-06,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-08,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-02-09,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-12,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-14,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-15,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-16,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-02-20,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-22,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-23,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-26,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-28,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-02-29,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-03-01,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-03-04,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-03-06,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-03-08,New York Rangers,0,Metropolitan,Eastern
2019-20,2020-03-11,New York Rangers,2,Metropolitan,Eastern
2019-20,2020-03-12,New York Rangers,1,Metropolitan,Eastern
2019-20,2019-10-02,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-10-05,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-10-10,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-10-12,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-10-14,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-10-18,Ottawa Senators,1,Atlantic,Eastern
2019-20,2019-10-19,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-10-22,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-10-23,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-10-25,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-10-27,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-11-02,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-11-05,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-11-06,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-11-08,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-11-10,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-11-12,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-11-14,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-11-16,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-11-17,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-11-20,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-11-21,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-11-23,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-11-26,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-11-28,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-11-29,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-12-01,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-12-04,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-12-05,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-12-07,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-12-10,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-12-12,Ottawa Senators,1,Atlantic,Eastern
2019-20,2019-12-14,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-12-17,Ottawa Senators,0,Atlantic,Eastern
2019-20,2019-12-18,Ottawa Senators,1,Atlantic,Eastern
2019-20,2019-12-20,Ottawa Senators,2,Atlantic,Eastern
2019-20,2019-12-22,Ottawa Senators,1,Atlantic,Eastern
