season,date,team,points,division,conference
2016-17,2017-01-14,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-01-16,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-01-19,Boston Bruins,1,Atlantic,Eastern
2016-17,2017-01-21,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-01-22,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-01-25,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-01-27,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-02-01,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-02-02,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-02-05,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-02-10,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-02-11,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-02-13,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-02-20,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-02-23,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-02-24,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-02-26,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-03-01,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-03-03,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-03-05,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-03-07,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-03-09,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-03-11,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-03-14,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-03-16,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-03-17,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-03-20,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-03-21,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-03-23,Boston Bruins,0,Atlantic,Eastern
2016-17,2017-03-25,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-03-28,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-03-30,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-04-01,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-04-02,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-04-04,Boston Bruins,2,Atlantic,Eastern
2016-17,2017-04-06,Boston Bruins,1,Atlantic,Eastern
2016-17,2017-04-08,Boston Bruins,0,Atlantic,Eastern
2016-17,2016-10-13,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-10-16,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-10-19,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2016-10-21,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-10-25,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2016-10-27,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-10-29,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-10-30,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-11-02,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-11-03,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-11-05,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-11-08,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-11-10,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2016-11-12,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2016-11-13,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-11-16,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-11-18,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-11-20,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-11-22,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-11-24,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2016-11-25,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-11-30,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-12-02,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-12-03,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-12-06,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2016-12-07,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-12-10,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-12-14,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-12-17,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-12-18,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2016-12-21,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2016-12-23,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-12-24,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-12-28,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2016-12-30,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-12-31,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-01-04,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-01-06,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2017-01-07,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-01-11,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-01-13,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-01-14,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-01-16,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-01-18,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-01-21,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-01-22,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-01-25,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-01-27,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-02-01,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-02-03,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2017-02-05,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-02-07,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-02-08,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-02-10,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-02-12,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-02-13,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-02-15,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-02-17,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-02-18,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-02-19,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-02-26,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-02-27,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-03-01,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2017-03-03,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-03-05,Buffalo Sabres,1,Atlantic,Eastern
2016-17,2017-03-05,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-03-08,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-03-11,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-03-12,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-03-15,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-03-17,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-03-18,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-03-20,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-03-21,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-03-25,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-03-27,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-03-28,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-04-02,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-04-03,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-04-05,Buffalo Sabres,2,Atlantic,Eastern
2016-17,2017-04-08,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2017-04-09,Buffalo Sabres,0,Atlantic,Eastern
2016-17,2016-10-13,Calgary Flames,0,Pacific,Western
2016-17,2016-10-15,Calgary Flames,0,Pacific,Western
2016-17,2016-10-16,Calgary Flames,1,Pacific,Western
2016-17,2016-10-19,Calgary Flames,2,Pacific,Western
2016-17,2016-10-21,Calgary Flames,0,Pacific,Western
2016-17,2016-10-23,Calgary Flames,0,Pacific,Western
2016-17,2016-10-25,Calgary Flames,2,Pacific,Western
2016-17,2016-10-26,Calgary Flames,2,Pacific,Western
2016-17,2016-10-29,Calgary Flames,2,Pacific,Western
2016-17,2016-10-31,Calgary Flames,0,Pacific,Western
2016-17,2016-11-02,Calgary Flames,0,Pacific,Western
2016-17,2016-11-04,Calgary Flames,2,Pacific,Western
2016-17,2016-11-06,Calgary Flames,0,Pacific,Western
2016-17,2016-11-07,Calgary Flames,0,Pacific,Western
2016-17,2016-11-11,Calgary Flames,0,Pacific,Western
2016-17,2016-11-13,Calgary Flames,0,Pacific,Western
2016-17,2016-11-16,Calgary Flames,2,Pacific,Western
2016-17,2016-11-17,Calgary Flames,2,Pacific,Western
2016-17,2016-11-19,Calgary Flames,0,Pacific,Western
2016-17,2016-11-21,Calgary Flames,2,Pacific,Western
2016-17,2016-11-22,Calgary Flames,0,Pacific,Western
2016-17,2016-11-24,Calgary Flames,2,Pacific,Western
2016-17,2016-11-26,Calgary Flames,2,Pacific,Western
2016-17,2016-11-28,Calgary Flames,0,Pacific,Western
2016-17,2016-11-29,Calgary Flames,1,Pacific,Western
2016-17,2016-12-01,Calgary Flames,2,Pacific,Western
2016-17,2016-12-03,Calgary Flames,2,Pacific,Western
2016-17,2016-12-05,Calgary Flames,2,Pacific,Western
2016-17,2016-12-07,Calgary Flames,2,Pacific,Western
2016-17,2016-12-09,Calgary Flames,2,Pacific,Western
2016-17,2016-12-11,Calgary Flames,2,Pacific,Western
2016-17,2016-12-15,Calgary Flames,0,Pacific,Western
2016-17,2016-12-17,Calgary Flames,0,Pacific,Western
2016-17,2016-12-20,Calgary Flames,2,Pacific,Western
2016-17,2016-12-21,Calgary Flames,0,Pacific,Western
2016-17,2016-12-24,Calgary Flames,2,Pacific,Western
2016-17,2016-12-28,Calgary Flames,2,Pacific,Western
2016-17,2016-12-30,Calgary Flames,0,Pacific,Western
2016-17,2017-01-01,Calgary Flames,2,Pacific,Western
2016-17,2017-01-05,Calgary Flames,2,Pacific,Western
2016-17,2017-01-07,Calgary Flames,0,Pacific,Western
2016-17,2017-01-08,Calgary Flames,2,Pacific,Western
2016-17,2017-01-10,Calgary Flames,0,Pacific,Western
2016-17,2017-01-12,Calgary Flames,2,Pacific,Western
2016-17,2017-01-14,Calgary Flames,0,Pacific,Western
2016-17,2017-01-15,Calgary Flames,1,Pacific,Western
2016-17,2017-01-18,Calgary Flames,2,Pacific,Western
2016-17,2017-01-20,Calgary Flames,0,Pacific,Western
2016-17,2017-01-22,Calgary Flames,0,Pacific,Western
2016-17,2017-01-24,Calgary Flames,0,Pacific,Western
2016-17,2017-01-25,Calgary Flames,0,Pacific,Western
2016-17,2017-01-27,Calgary Flames,2,Pacific,Western
2016-17,2017-02-02,Calgary Flames,2,Pacific,Western
2016-17,2017-02-04,Calgary Flames,2,Pacific,Western
2016-17,2017-02-05,Calgary Flames,0,Pacific,Western
2016-17,2017-02-08,Calgary Flames,2,Pacific,Western
2016-17,2017-02-14,Calgary Flames,0,Pacific,Western
2016-17,2017-02-16,Calgary Flames,2,Pacific,Western
2016-17,2017-02-19,Calgary Flames,1,Pacific,Western
2016-17,2017-02-22,Calgary Flames,2,Pacific,Western
2016-17,2017-02-24,Calgary Flames,2,Pacific,Western
2016-17,2017-02-25,Calgary Flames,2,Pacific,Western
2016-17,2017-02-26,Calgary Flames,2,Pacific,Western
2016-17,2017-03-01,Calgary Flames,2,Pacific,Western
2016-17,2017-03-04,Calgary Flames,2,Pacific,Western
2016-17,2017-03-05,Calgary Flames,2,Pacific,Western
2016-17,2017-03-10,Calgary Flames,2,Pacific,Western
2016-17,2017-03-12,Calgary Flames,2,Pacific,Western
2016-17,2017-03-14,Calgary Flames,2,Pacific,Western
2016-17,2017-03-16,Calgary Flames,0,Pacific,Western
2016-17,2017-03-18,Calgary Flames,2,Pacific,Western
2016-17,2017-03-20,Calgary Flames,2,Pacific,Western
2016-17,2017-03-21,Calgary Flames,0,Pacific,Western
2016-17,2017-03-24,Calgary Flames,0,Pacific,Western
2016-17,2017-03-25,Calgary Flames,2,Pacific,Western
2016-17,2017-03-28,Calgary Flames,2,Pacific,Western
2016-17,2017-03-30,Calgary Flames,0,Pacific,Western
2016-17,2017-04-01,Calgary Flames,2,Pacific,Western
2016-17,2017-04-03,Calgary Flames,0,Pacific,Western
2016-17,2017-04-05,Calgary Flames,0,Pacific,Western
2016-17,2017-04-07,Calgary Flames,2,Pacific,Western
2016-17,2017-04-09,Calgary Flames,0,Pacific,Western
2016-17,2016-10-14,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2016-10-17,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2016-10-19,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-10-21,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-10-22,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-10-25,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-10-28,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-10-30,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-11-01,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2016-11-06,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-11-06,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-11-09,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2016-11-11,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-11-13,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-11-16,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-11-19,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-11-20,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-11-23,Carolina Hurricanes,2,Metropolitan,Eastern
