season,date,team,points,division,conference
2016-17,2016-11-25,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-11-27,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-11-27,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-11-30,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-12-02,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2016-12-03,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-12-04,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-12-08,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2016-12-09,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-12-11,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-12-14,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-12-17,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2016-12-18,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-12-23,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-12-24,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-12-29,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2016-12-31,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-01-01,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-01-04,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-01-06,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-01-07,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-01-08,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-01-11,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-01-14,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-01-15,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-01-18,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-01-21,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-01-21,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-01-24,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-01-27,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-02-01,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-02-04,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-02-05,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-02-08,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-02-11,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-02-18,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2017-02-20,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-02-22,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-02-25,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-02-26,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-03-01,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2017-03-02,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2017-03-04,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-03-06,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-03-08,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-03-10,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-03-12,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2017-03-13,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-03-14,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2017-03-16,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-03-18,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-03-19,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2017-03-21,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-03-23,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-03-25,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-03-27,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2017-03-28,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-03-30,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2017-04-01,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-04-02,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-04-05,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-04-06,Carolina Hurricanes,0,Metropolitan,Eastern
2016-17,2017-04-08,Carolina Hurricanes,1,Metropolitan,Eastern
2016-17,2017-04-09,Carolina Hurricanes,2,Metropolitan,Eastern
2016-17,2016-10-13,Chicago Blackhawks,0,Central,Western
2016-17,2016-10-15,Chicago Blackhawks,0,Central,Western
2016-17,2016-10-16,Chicago Blackhawks,2,Central,Western
2016-17,2016-10-19,Chicago Blackhawks,2,Central,Western
2016-17,2016-10-21,Chicago Blackhawks,0,Central,Western
2016-17,2016-10-22,Chicago Blackhawks,2,Central,Western
2016-17,2016-10-25,Chicago Blackhawks,1,Central,Western
2016-17,2016-10-28,Chicago Blackhawks,2,Central,Western
2016-17,2016-10-30,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-02,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-04,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-06,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-07,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-10,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-12,Chicago Blackhawks,1,Central,Western
2016-17,2016-11-14,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-16,Chicago Blackhawks,0,Central,Western
2016-17,2016-11-19,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-20,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-22,Chicago Blackhawks,0,Central,Western
2016-17,2016-11-24,Chicago Blackhawks,0,Central,Western
2016-17,2016-11-25,Chicago Blackhawks,2,Central,Western
2016-17,2016-11-27,Chicago Blackhawks,1,Central,Western
2016-17,2016-11-30,Chicago Blackhawks,2,Central,Western
2016-17,2016-12-02,Chicago Blackhawks,2,Central,Western
2016-17,2016-12-03,Chicago Blackhawks,0,Central,Western
2016-17,2016-12-05,Chicago Blackhawks,0,Central,Western
2016-17,2016-12-07,Chicago Blackhawks,2,Central,Western
2016-17,2016-12-10,Chicago Blackhawks,1,Central,Western
2016-17,2016-12-12,Chicago Blackhawks,2,Central,Western
2016-17,2016-12-14,Chicago Blackhawks,2,Central,Western
2016-17,2016-12-16,Chicago Blackhawks,2,Central,Western
2016-17,2016-12-18,Chicago Blackhawks,2,Central,Western
2016-17,2016-12-19,Chicago Blackhawks,2,Central,Western
2016-17,2016-12-21,Chicago Blackhawks,0,Central,Western
2016-17,2016-12-24,Chicago Blackhawks,1,Central,Western
2016-17,2016-12-28,Chicago Blackhawks,0,Central,Western
2016-17,2016-12-30,Chicago Blackhawks,2,Central,Western
2016-17,2016-12-31,Chicago Blackhawks,0,Central,Western
2016-17,2017-01-02,Chicago Blackhawks,0,Central,Western
2016-17,2017-01-06,Chicago Blackhawks,2,Central,Western
2016-17,2017-01-07,Chicago Blackhawks,2,Central,Western
2016-17,2017-01-09,Chicago Blackhawks,2,Central,Western
2016-17,2017-01-11,Chicago Blackhawks,2,Central,Western
2016-17,2017-01-14,Chicago Blackhawks,0,Central,Western
2016-17,2017-01-16,Chicago Blackhawks,0,Central,Western
2016-17,2017-01-18,Chicago Blackhawks,2,Central,Western
2016-17,2017-01-21,Chicago Blackhawks,2,Central,Western
2016-17,2017-01-23,Chicago Blackhawks,2,Central,Western
2016-17,2017-01-25,Chicago Blackhawks,0,Central,Western
2016-17,2017-01-27,Chicago Blackhawks,0,Central,Western
2016-17,2017-02-01,Chicago Blackhawks,0,Central,Western
2016-17,2017-02-03,Chicago Blackhawks,2,Central,Western
2016-17,2017-02-05,Chicago Blackhawks,2,Central,Western
2016-17,2017-02-09,Chicago Blackhawks,2,Central,Western
2016-17,2017-02-11,Chicago Blackhawks,2,Central,Western
2016-17,2017-02-12,Chicago Blackhawks,2,Central,Western
2016-17,2017-02-19,Chicago Blackhawks,2,Central,Western
2016-17,2017-02-19,Chicago Blackhawks,0,Central,Western
2016-17,2017-02-22,Chicago Blackhawks,2,Central,Western
2016-17,2017-02-24,Chicago Blackhawks,2,Central,Western
2016-17,2017-02-27,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-02,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-04,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-05,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-10,Chicago Blackhawks,0,Central,Western
2016-17,2017-03-11,Chicago Blackhawks,0,Central,Western
2016-17,2017-03-12,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-14,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-16,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-18,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-19,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-22,Chicago Blackhawks,1,Central,Western
2016-17,2017-03-24,Chicago Blackhawks,2,Central,Western
2016-17,2017-03-25,Chicago Blackhawks,0,Central,Western
2016-17,2017-03-27,Chicago Blackhawks,1,Central,Western
2016-17,2017-03-30,Chicago Blackhawks,2,Central,Western
2016-17,2017-04-01,Chicago Blackhawks,2,Central,Western
2016-17,2017-04-02,Chicago Blackhawks,0,Central,Western
2016-17,2017-04-05,Chicago Blackhawks,1,Central,Western
2016-17,2017-04-07,Chicago Blackhawks,0,Central,Western
2016-17,2017-04-08,Chicago Blackhawks,1,Central,Western
2016-17,2016-10-16,Colorado Avalanche,2,Central,Western
2016-17,2016-10-17,Colorado Avalanche,2,Central,Western
2016-17,2016-10-18,Colorado Avalanche,0,Central,Western
2016-17,2016-10-20,Colorado Avalanche,2,Central,Western
2016-17,2016-10-22,Colorado Avalanche,0,Central,Western
2016-17,2016-10-29,Colorado Avalanche,0,Central,Western
2016-17,2016-10-30,Colorado Avalanche,2,Central,Western
2016-17,2016-11-02,Colorado Avalanche,0,Central,Western
2016-17,2016-11-04,Colorado Avalanche,0,Central,Western
2016-17,2016-11-05,Colorado Avalanche,2,Central,Western
2016-17,2016-11-06,Colorado Avalanche,0,Central,Western
2016-17,2016-11-09,Colorado Avalanche,0,Central,Western
2016-17,2016-11-12,Colorado Avalanche,2,Central,Western
2016-17,2016-11-14,Colorado Avalanche,0,Central,Western
2016-17,2016-11-16,Colorado Avalanche,2,Central,Western
2016-17,2016-11-18,Colorado Avalanche,0,Central,Western
2016-17,2016-11-20,Colorado Avalanche,2,Central,Western
2016-17,2016-11-22,Colorado Avalanche,2,Central,Western
2016-17,2016-11-24,Colorado Avalanche,0,Central,Western
2016-17,2016-11-27,Colorado Avalanche,1,Central,Western
2016-17,2016-11-30,Colorado Avalanche,0,Central,Western
2016-17,2016-12-02,Colorado Avalanche,0,Central,Western
2016-17,2016-12-04,Colorado Avalanche,0,Central,Western
2016-17,2016-12-07,Colorado Avalanche,0,Central,Western
2016-17,2016-12-09,Colorado Avalanche,2,Central,Western
2016-17,2016-12-11,Colorado Avalanche,0,Central,Western
2016-17,2016-12-12,Colorado Avalanche,2,Central,Western
2016-17,2016-12-15,Colorado Avalanche,0,Central,Western
2016-17,2016-12-17,Colorado Avalanche,0,Central,Western
2016-17,2016-12-18,Colorado Avalanche,0,Central,Western
2016-17,2016-12-21,Colorado Avalanche,0,Central,Western
2016-17,2016-12-23,Colorado Avalanche,0,Central,Western
2016-17,2016-12-24,Colorado Avalanche,2,Central,Western
2016-17,2016-12-28,Colorado Avalanche,0,Central,Western
2016-17,2016-12-30,Colorado Avalanche,0,Central,Western
2016-17,2017-01-01,Colorado Avalanche,0,Central,Western
2016-17,2017-01-03,Colorado Avalanche,0,Central,Western
2016-17,2017-01-05,Colorado Avalanche,0,Central,Western
2016-17,2017-01-07,Colorado Avalanche,2,Central,Western
2016-17,2017-01-13,Colorado Avalanche,0,Central,Western
2016-17,2017-01-14,Colorado Avalanche,0,Central,Western
2016-17,2017-01-18,Colorado Avalanche,0,Central,Western
2016-17,2017-01-20,Colorado Avalanche,0,Central,Western
2016-17,2017-01-22,Colorado Avalanche,1,Central,Western
2016-17,2017-01-24,Colorado Avalanche,0,Central,Western
2016-17,2017-01-26,Colorado Avalanche,0,Central,Western
2016-17,2017-02-01,Colorado Avalanche,0,Central,Western
2016-17,2017-02-02,Colorado Avalanche,0,Central,Western
2016-17,2017-02-04,Colorado Avalanche,2,Central,Western
2016-17,2017-02-08,Colorado Avalanche,2,Central,Western
2016-17,2017-02-10,Colorado Avalanche,0,Central,Western
2016-17,2017-02-12,Colorado Avalanche,0,Central,Western
2016-17,2017-02-12,Colorado Avalanche,0,Central,Western
2016-17,2017-02-15,Colorado Avalanche,0,Central,Western
2016-17,2017-02-17,Colorado Avalanche,0,Central,Western
2016-17,2017-02-18,Colorado Avalanche,2,Central,Western
2016-17,2017-02-20,Colorado Avalanche,1,Central,Western
2016-17,2017-02-22,Colorado Avalanche,0,Central,Western
2016-17,2017-02-24,Colorado Avalanche,0,Central,Western
2016-17,2017-02-26,Colorado Avalanche,2,Central,Western
2016-17,2017-03-01,Colorado Avalanche,0,Central,Western
2016-17,2017-03-03,Colorado Avalanche,0,Central,Western
2016-17,2017-03-05,Colorado Avalanche,0,Central,Western
2016-17,2017-03-06,Colorado Avalanche,0,Central,Western
2016-17,2017-03-08,Colorado Avalanche,2,Central,Western
2016-17,2017-03-10,Colorado Avalanche,2,Central,Western
2016-17,2017-03-12,Colorado Avalanche,0,Central,Western
2016-17,2017-03-14,Colorado Avalanche,0,Central,Western
2016-17,2017-03-16,Colorado Avalanche,2,Central,Western
2016-17,2017-03-18,Colorado Avalanche,0,Central,Western
2016-17,2017-03-19,Colorado Avalanche,0,Central,Western
2016-17,2017-03-22,Colorado Avalanche,0,Central,Western
2016-17,2017-03-24,Colorado Avalanche,0,Central,Western
2016-17,2017-03-26,Colorado Avalanche,0,Central,Western
2016-17,2017-03-28,Colorado Avalanche,0,Central,Western
2016-17,2017-03-30,Colorado Avalanche,0,Central,Western
2016-17,2017-04-01,Colorado Avalanche,2,Central,Western
2016-17,2017-04-02,Colorado Avalanche,0,Central,Western
2016-17,2017-04-05,Colorado Avalanche,2,Central,Western
2016-17,2017-04-07,Colorado Avalanche,0,Central,Western
2016-17,2017-04-09,Colorado Avalanche,1,Central,Western
2016-17,2017-04-09,Colorado Avalanche,0,Central,Western
2016-17,2016-10-13,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2016-10-15,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2016-10-21,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-10-23,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-10-26,Columbus Blue Jackets,1,Metropolitan,Eastern
2016-17,2016-10-28,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2016-10-29,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-11-01,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-11-04,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-11-05,Columbus Blue Jackets,1,Metropolitan,Eastern
2016-17,2016-11-10,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-11-11,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2016-11-13,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-11-16,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-11-19,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-11-20,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-11-22,Columbus Blue Jackets,1,Metropolitan,Eastern
2016-17,2016-11-24,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2016-11-26,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-11-27,Columbus Blue Jackets,1,Metropolitan,Eastern
2016-17,2016-11-30,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-02,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-04,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-06,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-10,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-11,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-14,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-17,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-18,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-21,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-23,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-24,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-28,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-30,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-12-31,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-01-04,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-01-06,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-01-08,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-01-08,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-01-11,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-01-14,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-01-15,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-01-18,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-01-20,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-01-21,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-01-22,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-01-25,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-01-27,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-02-01,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-02-04,Columbus Blue Jackets,1,Metropolitan,Eastern
2016-17,2017-02-05,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-02-08,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-02-10,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-02-11,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-02-14,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-02-16,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-02-18,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-02-19,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-02-25,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-02-26,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-01,Columbus Blue Jackets,1,Metropolitan,Eastern
2016-17,2017-03-03,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-05,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-03-05,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-08,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-11,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-12,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-03-13,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-16,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-18,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-19,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-22,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-03-23,Columbus Blue Jackets,1,Metropolitan,Eastern
2016-17,2017-03-25,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-28,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2017-03-30,Columbus Blue Jackets,1,Metropolitan,Eastern
2016-17,2017-04-01,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-04-02,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-04-04,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-04-06,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-04-08,Columbus Blue Jackets,0,Metropolitan,Eastern
2016-17,2017-04-09,Columbus Blue Jackets,2,Metropolitan,Eastern
2016-17,2016-10-14,Dallas Stars,2,Central,Western
2016-17,2016-10-16,Dallas Stars,0,Central,Western
2016-17,2016-10-19,Dallas Stars,2,Central,Western
2016-17,2016-10-21,Dallas Stars,1,Central,Western
2016-17,2016-10-23,Dallas Stars,0,Central,Western
2016-17,2016-10-26,Dallas Stars,2,Central,Western
2016-17,2016-10-28,Dallas Stars,0,Central,Western
2016-17,2016-10-30,Dallas Stars,0,Central,Western
2016-17,2016-11-01,Dallas Stars,1,Central,Western
2016-17,2016-11-04,Dallas Stars,2,Central,Western
2016-17,2016-11-06,Dallas Stars,0,Central,Western
2016-17,2016-11-07,Dallas Stars,1,Central,Western
2016-17,2016-11-09,Dallas Stars,0,Central,Western
2016-17,2016-11-11,Dallas Stars,2,Central,Western
2016-17,2016-11-12,Dallas Stars,2,Central,Western
2016-17,2016-11-13,Dallas Stars,1,Central,Western
2016-17,2016-11-16,Dallas Stars,1,Central,Western
2016-17,2016-11-18,Dallas Stars,2,Central,Western
2016-17,2016-11-20,Dallas Stars,0,Central,Western
2016-17,2016-11-22,Dallas Stars,2,Central,Western
2016-17,2016-11-24,Dallas Stars,0,Central,Western
2016-17,2016-11-26,Dallas Stars,2,Central,Western
2016-17,2016-11-29,Dallas Stars,1,Central,Western
2016-17,2016-11-30,Dallas Stars,0,Central,Western
2016-17,2016-12-02,Dallas Stars,0,Central,Western
2016-17,2016-12-04,Dallas Stars,2,Central,Western
2016-17,2016-12-07,Dallas Stars,0,Central,Western
2016-17,2016-12-09,Dallas Stars,2,Central,Western
2016-17,2016-12-10,Dallas Stars,0,Central,Western
2016-17,2016-12-12,Dallas Stars,0,Central,Western
2016-17,2016-12-14,Dallas Stars,2,Central,Western
2016-17,2016-12-16,Dallas Stars,0,Central,Western
2016-17,2016-12-17,Dallas Stars,2,Central,Western
2016-17,2016-12-21,Dallas Stars,1,Central,Western
2016-17,2016-12-24,Dallas Stars,2,Central,Western
2016-17,2016-12-28,Dallas Stars,2,Central,Western
2016-17,2016-12-30,Dallas Stars,2,Central,Western
2016-17,2017-01-01,Dallas Stars,0,Central,Western
2016-17,2017-01-05,Dallas Stars,1,Central,Western
2016-17,2017-01-08,Dallas Stars,0,Central,Western
2016-17,2017-01-10,Dallas Stars,2,Central,Western
2016-17,2017-01-11,Dallas Stars,0,Central,Western
2016-17,2017-01-13,Dallas Stars,2,Central,Western
2016-17,2017-01-15,Dallas Stars,0,Central,Western
2016-17,2017-01-16,Dallas Stars,0,Central,Western
2016-17,2017-01-18,Dallas Stars,2,Central,Western
2016-17,2017-01-20,Dallas Stars,0,Central,Western
2016-17,2017-01-22,Dallas Stars,1,Central,Western
2016-17,2017-01-25,Dallas Stars,1,Central,Western
2016-17,2017-01-27,Dallas Stars,2,Central,Western
2016-17,2017-02-01,Dallas Stars,2,Central,Western
2016-17,2017-02-03,Dallas Stars,0,Central,Western
2016-17,2017-02-05,Dallas Stars,0,Central,Western
2016-17,2017-02-08,Dallas Stars,0,Central,Western
2016-17,2017-02-10,Dallas Stars,0,Central,Western
2016-17,2017-02-11,Dallas Stars,2,Central,Western
2016-17,2017-02-12,Dallas Stars,0,Central,Western
2016-17,2017-02-15,Dallas Stars,0,Central,Western
2016-17,2017-02-17,Dallas Stars,0,Central,Western
2016-17,2017-02-19,Dallas Stars,2,Central,Western
2016-17,2017-02-25,Dallas Stars,2,Central,Western
2016-17,2017-02-26,Dallas Stars,0,Central,Western
2016-17,2017-03-01,Dallas Stars,2,Central,Western
2016-17,2017-03-03,Dallas Stars,0,Central,Western
2016-17,2017-03-05,Dallas Stars,2,Central,Western
2016-17,2017-03-07,Dallas Stars,2,Central,Western
2016-17,2017-03-09,Dallas Stars,0,Central,Western
2016-17,2017-03-13,Dallas Stars,0,Central,Western
2016-17,2017-03-15,Dallas Stars,0,Central,Western
2016-17,2017-03-17,Dallas Stars,2,Central,Western
2016-17,2017-03-18,Dallas Stars,0,Central,Western
2016-17,2017-03-21,Dallas Stars,2,Central,Western
2016-17,2017-03-24,Dallas Stars,1,Central,Western
2016-17,2017-03-25,Dallas Stars,2,Central,Western
2016-17,2017-03-26,Dallas Stars,2,Central,Western
2016-17,2017-03-28,Dallas Stars,0,Central,Western
2016-17,2017-03-30,Dallas Stars,0,Central,Western
2016-17,2017-04-01,Dallas Stars,2,Central,Western
2016-17,2017-04-02,Dallas Stars,0,Central,Western
2016-17,2017-04-05,Dallas Stars,2,Central,Western
2016-17,2017-04-07,Dallas Stars,0,Central,Western
2016-17,2017-04-09,Dallas Stars,2,Central,Western
2016-17,2016-10-13,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-10-15,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-10-17,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-10-20,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-10-21,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-10-22,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-10-25,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-10-28,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-10-29,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-10-30,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-11-03,Detroit Red Wings,1,Atlantic,Eastern
2016-17,2016-11-04,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-11-06,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-11-09,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-11-11,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-11-13,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-11-16,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-11-19,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-11-21,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-11-24,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-11-26,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-11-27,Detroit Red Wings,1,Atlantic,Eastern
2016-17,2016-11-30,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-12-02,Detroit Red Wings,1,Atlantic,Eastern
2016-17,2016-12-04,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-12-04,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-12-07,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-12-10,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-12-11,Detroit Red Wings,1,Atlantic,Eastern
2016-17,2016-12-14,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-12-16,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-12-18,Detroit Red Wings,2,Atlantic,Eastern
2016-17,2016-12-21,Detroit Red Wings,0,Atlantic,Eastern
2016-17,2016-12-24,Detroit Red Wings,2,Atlantic,Eastern
