season,date,team,points,division,conference
2018-19,2018-11-18,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2018-11-18,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-11-22,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2018-11-24,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2018-11-25,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-11-28,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2018-12-01,Carolina Hurricanes,1,Metropolitan,Eastern
2018-19,2018-12-03,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-12-06,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-12-08,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2018-12-12,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-12-14,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-12-15,Carolina Hurricanes,1,Metropolitan,Eastern
2018-19,2018-12-16,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2018-12-21,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-12-23,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-12-23,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2018-12-28,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-12-29,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2018-12-31,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-01-04,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-01-05,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-01-06,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-01-09,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-01-11,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-01-12,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-01-13,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-01-16,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-01-19,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-01-21,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-01-23,Carolina Hurricanes,1,Metropolitan,Eastern
2018-19,2019-01-24,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-02,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-03,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-02-06,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-08,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-09,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-10,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-02-13,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-16,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-17,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-20,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-02-22,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-23,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-02-27,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-02,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-03,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-06,Carolina Hurricanes,1,Metropolitan,Eastern
2018-19,2019-03-09,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-03-10,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-12,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-15,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-03-16,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-19,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-21,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-03-23,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-24,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-26,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-03-28,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-03-30,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-03-31,Carolina Hurricanes,0,Metropolitan,Eastern
2018-19,2019-04-02,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-04-04,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2019-04-06,Carolina Hurricanes,2,Metropolitan,Eastern
2018-19,2018-10-04,Chicago Blackhawks,2,Central,Western
2018-19,2018-10-07,Chicago Blackhawks,2,Central,Western
2018-19,2018-10-07,Chicago Blackhawks,1,Central,Western
2018-19,2018-10-12,Chicago Blackhawks,1,Central,Western
2018-19,2018-10-14,Chicago Blackhawks,2,Central,Western
2018-19,2018-10-19,Chicago Blackhawks,0,Central,Western
2018-19,2018-10-20,Chicago Blackhawks,2,Central,Western
2018-19,2018-10-21,Chicago Blackhawks,0,Central,Western
2018-19,2018-10-24,Chicago Blackhawks,2,Central,Western
2018-19,2018-10-26,Chicago Blackhawks,2,Central,Western
2018-19,2018-10-28,Chicago Blackhawks,0,Central,Western
2018-19,2018-10-28,Chicago Blackhawks,1,Central,Western
2018-19,2018-11-01,Chicago Blackhawks,0,Central,Western
2018-19,2018-11-02,Chicago Blackhawks,0,Central,Western
2018-19,2018-11-04,Chicago Blackhawks,0,Central,Western
2018-19,2018-11-09,Chicago Blackhawks,0,Central,Western
2018-19,2018-11-10,Chicago Blackhawks,0,Central,Western
2018-19,2018-11-13,Chicago Blackhawks,1,Central,Western
2018-19,2018-11-15,Chicago Blackhawks,2,Central,Western
2018-19,2018-11-17,Chicago Blackhawks,1,Central,Western
2018-19,2018-11-18,Chicago Blackhawks,2,Central,Western
2018-19,2018-11-22,Chicago Blackhawks,0,Central,Western
2018-19,2018-11-24,Chicago Blackhawks,0,Central,Western
2018-19,2018-11-25,Chicago Blackhawks,2,Central,Western
2018-19,2018-11-28,Chicago Blackhawks,0,Central,Western
2018-19,2018-11-30,Chicago Blackhawks,0,Central,Western
2018-19,2018-12-02,Chicago Blackhawks,0,Central,Western
2018-19,2018-12-03,Chicago Blackhawks,0,Central,Western
2018-19,2018-12-06,Chicago Blackhawks,0,Central,Western
2018-19,2018-12-07,Chicago Blackhawks,0,Central,Western
2018-19,2018-12-09,Chicago Blackhawks,0,Central,Western
2018-19,2018-12-12,Chicago Blackhawks,0,Central,Western
2018-19,2018-12-13,Chicago Blackhawks,2,Central,Western
2018-19,2018-12-15,Chicago Blackhawks,1,Central,Western
2018-19,2018-12-17,Chicago Blackhawks,0,Central,Western
2018-19,2018-12-19,Chicago Blackhawks,2,Central,Western
2018-19,2018-12-21,Chicago Blackhawks,2,Central,Western
2018-19,2018-12-22,Chicago Blackhawks,2,Central,Western
2018-19,2018-12-24,Chicago Blackhawks,0,Central,Western
2018-19,2018-12-28,Chicago Blackhawks,2,Central,Western
2018-19,2018-12-30,Chicago Blackhawks,2,Central,Western
2018-19,2019-01-01,Chicago Blackhawks,0,Central,Western
2018-19,2019-01-04,Chicago Blackhawks,1,Central,Western
2018-19,2019-01-07,Chicago Blackhawks,2,Central,Western
2018-19,2019-01-08,Chicago Blackhawks,0,Central,Western
2018-19,2019-01-10,Chicago Blackhawks,1,Central,Western
2018-19,2019-01-13,Chicago Blackhawks,1,Central,Western
2018-19,2019-01-15,Chicago Blackhawks,0,Central,Western
2018-19,2019-01-18,Chicago Blackhawks,0,Central,Western
2018-19,2019-01-20,Chicago Blackhawks,2,Central,Western
2018-19,2019-01-23,Chicago Blackhawks,2,Central,Western
2018-19,2019-02-02,Chicago Blackhawks,2,Central,Western
2018-19,2019-02-03,Chicago Blackhawks,2,Central,Western
2018-19,2019-02-06,Chicago Blackhawks,2,Central,Western
2018-19,2019-02-08,Chicago Blackhawks,2,Central,Western
2018-19,2019-02-10,Chicago Blackhawks,2,Central,Western
2018-19,2019-02-13,Chicago Blackhawks,0,Central,Western
2018-19,2019-02-15,Chicago Blackhawks,2,Central,Western
2018-19,2019-02-17,Chicago Blackhawks,0,Central,Western
2018-19,2019-02-19,Chicago Blackhawks,2,Central,Western
2018-19,2019-02-21,Chicago Blackhawks,2,Central,Western
2018-19,2019-02-23,Chicago Blackhawks,0,Central,Western
2018-19,2019-02-24,Chicago Blackhawks,0,Central,Western
2018-19,2019-02-28,Chicago Blackhawks,2,Central,Western
2018-19,2019-03-02,Chicago Blackhawks,0,Central,Western
2018-19,2019-03-04,Chicago Blackhawks,0,Central,Western
2018-19,2019-03-08,Chicago Blackhawks,2,Central,Western
2018-19,2019-03-10,Chicago Blackhawks,2,Central,Western
2018-19,2019-03-12,Chicago Blackhawks,2,Central,Western
2018-19,2019-03-13,Chicago Blackhawks,2,Central,Western
2018-19,2019-03-16,Chicago Blackhawks,2,Central,Western
2018-19,2019-03-19,Chicago Blackhawks,1,Central,Western
2018-19,2019-03-22,Chicago Blackhawks,0,Central,Western
2018-19,2019-03-23,Chicago Blackhawks,0,Central,Western
2018-19,2019-03-25,Chicago Blackhawks,2,Central,Western
2018-19,2019-03-27,Chicago Blackhawks,0,Central,Western
2018-19,2019-03-29,Chicago Blackhawks,2,Central,Western
2018-19,2019-03-31,Chicago Blackhawks,1,Central,Western
2018-19,2019-04-02,Chicago Blackhawks,1,Central,Western
2018-19,2019-04-04,Chicago Blackhawks,2,Central,Western
2018-19,2019-04-06,Chicago Blackhawks,2,Central,Western
2018-19,2019-04-07,Chicago Blackhawks,0,Central,Western
2018-19,2018-10-05,Colorado Avalanche,2,Central,Western
2018-19,2018-10-07,Colorado Avalanche,2,Central,Western
2018-19,2018-10-09,Colorado Avalanche,0,Central,Western
2018-19,2018-10-11,Colorado Avalanche,2,Central,Western
2018-19,2018-10-14,Colorado Avalanche,1,Central,Western
2018-19,2018-10-16,Colorado Avalanche,1,Central,Western
2018-19,2018-10-18,Colorado Avalanche,2,Central,Western
2018-19,2018-10-20,Colorado Avalanche,2,Central,Western
2018-19,2018-10-22,Colorado Avalanche,2,Central,Western
2018-19,2018-10-25,Colorado Avalanche,0,Central,Western
2018-19,2018-10-27,Colorado Avalanche,2,Central,Western
2018-19,2018-10-28,Colorado Avalanche,0,Central,Western
2018-19,2018-11-02,Colorado Avalanche,0,Central,Western
2018-19,2018-11-03,Colorado Avalanche,1,Central,Western
2018-19,2018-11-08,Colorado Avalanche,0,Central,Western
2018-19,2018-11-10,Colorado Avalanche,0,Central,Western
2018-19,2018-11-12,Colorado Avalanche,2,Central,Western
2018-19,2018-11-15,Colorado Avalanche,2,Central,Western
2018-19,2018-11-17,Colorado Avalanche,1,Central,Western
2018-19,2018-11-19,Colorado Avalanche,2,Central,Western
2018-19,2018-11-22,Colorado Avalanche,2,Central,Western
2018-19,2018-11-24,Colorado Avalanche,2,Central,Western
2018-19,2018-11-25,Colorado Avalanche,2,Central,Western
2018-19,2018-11-28,Colorado Avalanche,2,Central,Western
2018-19,2018-11-29,Colorado Avalanche,2,Central,Western
2018-19,2018-12-01,Colorado Avalanche,1,Central,Western
2018-19,2018-12-03,Colorado Avalanche,2,Central,Western
2018-19,2018-12-05,Colorado Avalanche,0,Central,Western
2018-19,2018-12-07,Colorado Avalanche,2,Central,Western
2018-19,2018-12-09,Colorado Avalanche,0,Central,Western
2018-19,2018-12-12,Colorado Avalanche,0,Central,Western
2018-19,2018-12-15,Colorado Avalanche,1,Central,Western
2018-19,2018-12-16,Colorado Avalanche,2,Central,Western
2018-19,2018-12-18,Colorado Avalanche,0,Central,Western
2018-19,2018-12-20,Colorado Avalanche,2,Central,Western
2018-19,2018-12-22,Colorado Avalanche,0,Central,Western
2018-19,2018-12-23,Colorado Avalanche,0,Central,Western
2018-19,2018-12-28,Colorado Avalanche,0,Central,Western
2018-19,2018-12-30,Colorado Avalanche,1,Central,Western
2018-19,2019-01-01,Colorado Avalanche,1,Central,Western
2018-19,2019-01-03,Colorado Avalanche,0,Central,Western
2018-19,2019-01-05,Colorado Avalanche,2,Central,Western
2018-19,2019-01-09,Colorado Avalanche,0,Central,Western
2018-19,2019-01-10,Colorado Avalanche,0,Central,Western
2018-19,2019-01-13,Colorado Avalanche,0,Central,Western
2018-19,2019-01-15,Colorado Avalanche,2,Central,Western
2018-19,2019-01-17,Colorado Avalanche,0,Central,Western
2018-19,2019-01-19,Colorado Avalanche,2,Central,Western
2018-19,2019-01-21,Colorado Avalanche,0,Central,Western
2018-19,2019-01-24,Colorado Avalanche,0,Central,Western
2018-19,2019-02-03,Colorado Avalanche,0,Central,Western
2018-19,2019-02-06,Colorado Avalanche,0,Central,Western
2018-19,2019-02-08,Colorado Avalanche,1,Central,Western
2018-19,2019-02-09,Colorado Avalanche,1,Central,Western
2018-19,2019-02-10,Colorado Avalanche,1,Central,Western
2018-19,2019-02-13,Colorado Avalanche,0,Central,Western
2018-19,2019-02-15,Colorado Avalanche,2,Central,Western
2018-19,2019-02-16,Colorado Avalanche,0,Central,Western
2018-19,2019-02-19,Colorado Avalanche,2,Central,Western
2018-19,2019-02-21,Colorado Avalanche,2,Central,Western
2018-19,2019-02-23,Colorado Avalanche,2,Central,Western
2018-19,2019-02-23,Colorado Avalanche,2,Central,Western
2018-19,2019-02-26,Colorado Avalanche,1,Central,Western
2018-19,2019-02-28,Colorado Avalanche,2,Central,Western
2018-19,2019-03-02,Colorado Avalanche,0,Central,Western
2018-19,2019-03-03,Colorado Avalanche,0,Central,Western
2018-19,2019-03-06,Colorado Avalanche,2,Central,Western
2018-19,2019-03-08,Colorado Avalanche,0,Central,Western
2018-19,2019-03-09,Colorado Avalanche,2,Central,Western
2018-19,2019-03-12,Colorado Avalanche,0,Central,Western
2018-19,2019-03-16,Colorado Avalanche,0,Central,Western
2018-19,2019-03-17,Colorado Avalanche,2,Central,Western
2018-19,2019-03-20,Colorado Avalanche,2,Central,Western
2018-19,2019-03-22,Colorado Avalanche,2,Central,Western
2018-19,2019-03-23,Colorado Avalanche,2,Central,Western
2018-19,2019-03-25,Colorado Avalanche,1,Central,Western
2018-19,2019-03-28,Colorado Avalanche,2,Central,Western
2018-19,2019-03-30,Colorado Avalanche,2,Central,Western
2018-19,2019-04-02,Colorado Avalanche,1,Central,Western
2018-19,2019-04-03,Colorado Avalanche,2,Central,Western
2018-19,2019-04-05,Colorado Avalanche,2,Central,Western
2018-19,2019-04-07,Colorado Avalanche,0,Central,Western
2018-19,2018-10-04,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-10-05,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-10-09,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-10-11,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-10-13,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-10-18,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-10-20,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-10-23,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-10-26,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-10-27,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-10-30,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-11-02,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-11-04,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-11-05,Columbus Blue Jackets,1,Metropolitan,Eastern
2018-19,2018-11-07,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-11-10,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-11-11,Columbus Blue Jackets,1,Metropolitan,Eastern
2018-19,2018-11-13,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-11-16,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-11-18,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-11-20,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-11-24,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-11-25,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-11-27,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-11-30,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-12-02,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-12-05,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-12-07,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-12-09,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-12-12,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2018-12-14,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-12-16,Columbus Blue Jackets,1,Metropolitan,Eastern
2018-19,2018-12-18,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-12-21,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-12-22,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-12-23,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-12-28,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-12-29,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-01-01,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-01-05,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-01-06,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-01-09,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-01-11,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-01-13,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-01-13,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-01-16,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-01-19,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-01-20,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-01-30,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-02-01,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-02-03,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-02-06,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-02-08,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-02-10,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-02-13,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-02-15,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-02-17,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-02-19,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-02-20,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-02-23,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-02-23,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-02-27,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-03-01,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-03-02,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-03-04,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-03-06,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-03-08,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-03-10,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-03-11,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-03-12,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-03-15,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-03-16,Columbus Blue Jackets,1,Metropolitan,Eastern
2018-19,2019-03-20,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-03-22,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-03-25,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-03-26,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-03-28,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-03-31,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-03-31,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-04-02,Columbus Blue Jackets,0,Metropolitan,Eastern
2018-19,2019-04-05,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2019-04-06,Columbus Blue Jackets,2,Metropolitan,Eastern
2018-19,2018-10-05,Dallas Stars,2,Central,Western
2018-19,2018-10-06,Dallas Stars,2,Central,Western
2018-19,2018-10-10,Dallas Stars,0,Central,Western
2018-19,2018-10-14,Dallas Stars,2,Central,Western
2018-19,2018-10-15,Dallas Stars,0,Central,Western
2018-19,2018-10-16,Dallas Stars,0,Central,Western
2018-19,2018-10-20,Dallas Stars,0,Central,Western
2018-19,2018-10-24,Dallas Stars,2,Central,Western
2018-19,2018-10-26,Dallas Stars,2,Central,Western
2018-19,2018-10-28,Dallas Stars,0,Central,Western
2018-19,2018-10-30,Dallas Stars,2,Central,Western
2018-19,2018-11-01,Dallas Stars,2,Central,Western
2018-19,2018-11-03,Dallas Stars,2,Central,Western
2018-19,2018-11-06,Dallas Stars,1,Central,Western
2018-19,2018-11-07,Dallas Stars,0,Central,Western
2018-19,2018-11-09,Dallas Stars,2,Central,Western
2018-19,2018-11-10,Dallas Stars,1,Central,Western
2018-19,2018-11-13,Dallas Stars,0,Central,Western
2018-19,2018-11-17,Dallas Stars,2,Central,Western
2018-19,2018-11-18,Dallas Stars,2,Central,Western
2018-19,2018-11-20,Dallas Stars,0,Central,Western
2018-19,2018-11-22,Dallas Stars,0,Central,Western
2018-19,2018-11-24,Dallas Stars,2,Central,Western
2018-19,2018-11-25,Dallas Stars,0,Central,Western
2018-19,2018-11-28,Dallas Stars,1,Central,Western
2018-19,2018-11-29,Dallas Stars,2,Central,Western
2018-19,2018-12-01,Dallas Stars,2,Central,Western
2018-19,2018-12-04,Dallas Stars,2,Central,Western
2018-19,2018-12-08,Dallas Stars,2,Central,Western
2018-19,2018-12-10,Dallas Stars,0,Central,Western
2018-19,2018-12-13,Dallas Stars,0,Central,Western
2018-19,2018-12-14,Dallas Stars,0,Central,Western
2018-19,2018-12-16,Dallas Stars,0,Central,Western
2018-19,2018-12-19,Dallas Stars,2,Central,Western
2018-19,2018-12-21,Dallas Stars,0,Central,Western
2018-19,2018-12-23,Dallas Stars,2,Central,Western
2018-19,2018-12-24,Dallas Stars,0,Central,Western
2018-19,2018-12-28,Dallas Stars,2,Central,Western
2018-19,2018-12-30,Dallas Stars,2,Central,Western
2018-19,2019-01-01,Dallas Stars,1,Central,Western
2018-19,2019-01-03,Dallas Stars,2,Central,Western
2018-19,2019-01-05,Dallas Stars,2,Central,Western
2018-19,2019-01-06,Dallas Stars,0,Central,Western
2018-19,2019-01-09,Dallas Stars,2,Central,Western
2018-19,2019-01-11,Dallas Stars,0,Central,Western
2018-19,2019-01-13,Dallas Stars,0,Central,Western
2018-19,2019-01-16,Dallas Stars,0,Central,Western
2018-19,2019-01-18,Dallas Stars,0,Central,Western
2018-19,2019-01-20,Dallas Stars,2,Central,Western
2018-19,2019-01-31,Dallas Stars,2,Central,Western
2018-19,2019-02-02,Dallas Stars,2,Central,Western
2018-19,2019-02-03,Dallas Stars,2,Central,Western
2018-19,2019-02-05,Dallas Stars,2,Central,Western
2018-19,2019-02-08,Dallas Stars,1,Central,Western
2018-19,2019-02-09,Dallas Stars,0,Central,Western
2018-19,2019-02-13,Dallas Stars,2,Central,Western
2018-19,2019-02-15,Dallas Stars,0,Central,Western
2018-19,2019-02-17,Dallas Stars,0,Central,Western
2018-19,2019-02-20,Dallas Stars,0,Central,Western
2018-19,2019-02-22,Dallas Stars,2,Central,Western
2018-19,2019-02-23,Dallas Stars,0,Central,Western
2018-19,2019-02-24,Dallas Stars,2,Central,Western
2018-19,2019-02-27,Dallas Stars,0,Central,Western
2018-19,2019-03-01,Dallas Stars,2,Central,Western
2018-19,2019-03-03,Dallas Stars,2,Central,Western
2018-19,2019-03-06,Dallas Stars,2,Central,Western
2018-19,2019-03-08,Dallas Stars,2,Central,Western
2018-19,2019-03-10,Dallas Stars,0,Central,Western
2018-19,2019-03-12,Dallas Stars,2,Central,Western
2018-19,2019-03-15,Dallas Stars,2,Central,Western
2018-19,2019-03-16,Dallas Stars,0,Central,Western
2018-19,2019-03-17,Dallas Stars,1,Central,Western
2018-19,2019-03-20,Dallas Stars,2,Central,Western
2018-19,2019-03-22,Dallas Stars,0,Central,Western
2018-19,2019-03-24,Dallas Stars,0,Central,Western
2018-19,2019-03-26,Dallas Stars,2,Central,Western
2018-19,2019-03-28,Dallas Stars,2,Central,Western
2018-19,2019-03-29,Dallas Stars,2,Central,Western
2018-19,2019-03-31,Dallas Stars,1,Central,Western
2018-19,2019-04-03,Dallas Stars,2,Central,Western
2018-19,2019-04-06,Dallas Stars,0,Central,Western
2018-19,2019-04-07,Dallas Stars,2,Central,Western
2018-19,2018-10-04,Detroit Red Wings,1,Atlantic,Eastern
2018-19,2018-10-08,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-10-09,Detroit Red Wings,1,Atlantic,Eastern
2018-19,2018-10-11,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-10-13,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-10-15,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-10-18,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-10-20,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-10-22,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-10-26,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-10-28,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-10-30,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-11-01,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-11-03,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-11-07,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-11-10,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-11-11,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-11-14,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-11-16,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-11-17,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-11-22,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-11-23,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-11-25,Detroit Red Wings,1,Atlantic,Eastern
2018-19,2018-11-27,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-11-29,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-12-02,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-12-03,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-12-05,Detroit Red Wings,1,Atlantic,Eastern
2018-19,2018-12-07,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-12-09,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-12-11,Detroit Red Wings,2,Atlantic,Eastern
2018-19,2018-12-12,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-12-15,Detroit Red Wings,0,Atlantic,Eastern
2018-19,2018-12-16,Detroit Red Wings,1,Atlantic,Eastern
