season,date,div_conf_name,points_threshold
2011-12,2011-08-18,Eastern,0
2011-12,2011-08-19,Eastern,0
2011-12,2011-08-20,Eastern,0
2011-12,2011-08-21,Eastern,0
2011-12,2011-08-22,Eastern,0
2011-12,2011-08-23,Eastern,0
2011-12,2011-08-24,Eastern,0
2011-12,2011-08-25,Eastern,0
2011-12,2011-08-26,Eastern,0
2011-12,2011-08-27,Eastern,0
2011-12,2011-08-28,Eastern,0
2011-12,2011-08-29,Eastern,0
2011-12,2011-08-30,Eastern,0
2011-12,2011-08-31,Eastern,0
2011-12,2011-09-01,Eastern,0
2011-12,2011-09-02,Eastern,0
2011-12,2011-09-03,Eastern,0
2011-12,2011-09-04,Eastern,0
2011-12,2011-09-05,Eastern,0
2011-12,2011-09-06,Eastern,0
2011-12,2011-09-07,Eastern,0
2011-12,2011-09-08,Eastern,0
2011-12,2011-09-09,Eastern,0
2011-12,2011-09-10,Eastern,0
2011-12,2011-09-11,Eastern,0
2011-12,2011-09-12,Eastern,0
2011-12,2011-09-13,Eastern,0
2011-12,2011-09-14,Eastern,0
2011-12,2011-09-15,Eastern,0
2011-12,2011-09-16,Eastern,0
2011-12,2011-09-17,Eastern,0
2011-12,2011-09-18,Eastern,0
2011-12,2011-09-19,Eastern,0
2011-12,2011-09-20,Eastern,0
2011-12,2011-09-21,Eastern,0
2011-12,2011-09-22,Eastern,0
2011-12,2011-09-23,Eastern,0
2011-12,2011-09-24,Eastern,0
2011-12,2011-09-25,Eastern,0
2011-12,2011-09-26,Eastern,0
2011-12,2011-09-27,Eastern,0
2011-12,2011-09-28,Eastern,0
2011-12,2011-09-29,Eastern,0
2011-12,2011-09-30,Eastern,0
2011-12,2011-10-01,Eastern,0
2011-12,2011-10-02,Eastern,0
2011-12,2011-10-03,Eastern,0
2011-12,2011-10-04,Eastern,0
2011-12,2011-10-05,Eastern,0
2011-12,2011-10-06,Eastern,0
2011-12,2011-10-07,Eastern,0
2011-12,2011-10-08,Eastern,1
2011-12,2011-10-09,Eastern,2
2011-12,2011-10-10,Eastern,2
2011-12,2011-10-11,Eastern,2
2011-12,2011-10-12,Eastern,2
2011-12,2011-10-13,Eastern,3
2011-12,2011-10-14,Eastern,4
2011-12,2011-10-15,Eastern,4
2011-12,2011-10-16,Eastern,5
2011-12,2011-10-17,Eastern,6
2011-12,2011-10-18,Eastern,6
2011-12,2011-10-19,Eastern,6
2011-12,2011-10-20,Eastern,6
2011-12,2011-10-21,Eastern,6
2011-12,2011-10-22,Eastern,8
2011-12,2011-10-23,Eastern,8
2011-12,2011-10-24,Eastern,8
2011-12,2011-10-25,Eastern,9
2011-12,2011-10-26,Eastern,9
2011-12,2011-10-27,Eastern,10
2011-12,2011-10-28,Eastern,10
2011-12,2011-10-29,Eastern,12
2011-12,2011-10-30,Eastern,12
2011-12,2011-10-31,Eastern,12
2011-12,2011-11-01,Eastern,12
2011-12,2011-11-02,Eastern,12
2011-12,2011-11-03,Eastern,13
2011-12,2011-11-04,Eastern,14
2011-12,2011-11-05,Eastern,14
2011-12,2011-11-06,Eastern,15
2011-12,2011-11-07,Eastern,15
2011-12,2011-11-08,Eastern,15
2011-12,2011-11-09,Eastern,16
2011-12,2011-11-10,Eastern,17
2011-12,2011-11-11,Eastern,18
2011-12,2011-11-12,Eastern,18
2011-12,2011-11-13,Eastern,18
2011-12,2011-11-14,Eastern,18
2011-12,2011-11-15,Eastern,18
2011-12,2011-11-16,Eastern,19
2011-12,2011-11-17,Eastern,19
2011-12,2011-11-18,Eastern,21
2011-12,2011-11-19,Eastern,21
2011-12,2011-11-20,Eastern,21
2011-12,2011-11-21,Eastern,22
2011-12,2011-11-22,Eastern,23
2011-12,2011-11-23,Eastern,23
2011-12,2011-11-24,Eastern,23
2011-12,2011-11-25,Eastern,25
2011-12,2011-11-26,Eastern,25
2011-12,2011-11-27,Eastern,25
2011-12,2011-11-28,Eastern,25
2011-12,2011-11-29,Eastern,25
2011-12,2011-11-30,Eastern,26
2011-12,2011-12-01,Eastern,26
2011-12,2011-12-02,Eastern,26
2011-12,2011-12-03,Eastern,27
2011-12,2011-12-04,Eastern,27
2011-12,2011-12-05,Eastern,27
2011-12,2011-12-06,Eastern,29
2011-12,2011-12-07,Eastern,29
2011-12,2011-12-08,Eastern,29
2011-12,2011-12-09,Eastern,30
2011-12,2011-12-10,Eastern,31
2011-12,2011-12-11,Eastern,31
2011-12,2011-12-12,Eastern,31
2011-12,2011-12-13,Eastern,31
2011-12,2011-12-14,Eastern,33
2011-12,2011-12-15,Eastern,33
2011-12,2011-12-16,Eastern,33
2011-12,2011-12-17,Eastern,35
2011-12,2011-12-18,Eastern,35
2011-12,2011-12-19,Eastern,35
2011-12,2011-12-20,Eastern,35
2011-12,2011-12-21,Eastern,36
2011-12,2011-12-22,Eastern,36
2011-12,2011-12-23,Eastern,37
2011-12,2011-12-24,Eastern,39
2011-12,2011-12-25,Eastern,39
2011-12,2011-12-26,Eastern,39
2011-12,2011-12-27,Eastern,39
2011-12,2011-12-28,Eastern,39
2011-12,2011-12-29,Eastern,39
2011-12,2011-12-30,Eastern,41
2011-12,2011-12-31,Eastern,41
2011-12,2012-01-01,Eastern,43
2011-12,2012-01-02,Eastern,43
2011-12,2012-01-03,Eastern,43
2011-12,2012-01-04,Eastern,44
2011-12,2012-01-05,Eastern,44
2011-12,2012-01-06,Eastern,44
2011-12,2012-01-07,Eastern,45
2011-12,2012-01-08,Eastern,46
2011-12,2012-01-09,Eastern,46
2011-12,2012-01-10,Eastern,46
2011-12,2012-01-11,Eastern,46
2011-12,2012-01-12,Eastern,46
2011-12,2012-01-13,Eastern,46
2011-12,2012-01-14,Eastern,48
2011-12,2012-01-15,Eastern,50
2011-12,2012-01-16,Eastern,50
2011-12,2012-01-17,Eastern,50
2011-12,2012-01-18,Eastern,50
2011-12,2012-01-19,Eastern,52
2011-12,2012-01-20,Eastern,52
2011-12,2012-01-21,Eastern,52
2011-12,2012-01-22,Eastern,53
2011-12,2012-01-23,Eastern,53
2011-12,2012-01-24,Eastern,53
2011-12,2012-01-25,Eastern,55
2011-12,2012-01-26,Eastern,55
2011-12,2012-01-27,Eastern,55
2011-12,2012-01-28,Eastern,55
2011-12,2012-01-29,Eastern,55
2011-12,2012-01-30,Eastern,55
2011-12,2012-01-31,Eastern,55
2011-12,2012-02-01,Eastern,56
2011-12,2012-02-02,Eastern,57
2011-12,2012-02-03,Eastern,57
2011-12,2012-02-04,Eastern,58
2011-12,2012-02-05,Eastern,59
2011-12,2012-02-06,Eastern,59
2011-12,2012-02-07,Eastern,59
2011-12,2012-02-08,Eastern,60
2011-12,2012-02-09,Eastern,60
2011-12,2012-02-10,Eastern,61
2011-12,2012-02-11,Eastern,62
2011-12,2012-02-12,Eastern,62
2011-12,2012-02-13,Eastern,62
2011-12,2012-02-14,Eastern,62
2011-12,2012-02-15,Eastern,62
2011-12,2012-02-16,Eastern,64
2011-12,2012-02-17,Eastern,64
2011-12,2012-02-18,Eastern,64
2011-12,2012-02-19,Eastern,64
2011-12,2012-02-20,Eastern,64
2011-12,2012-02-21,Eastern,64
2011-12,2012-02-22,Eastern,65
2011-12,2012-02-23,Eastern,65
2011-12,2012-02-24,Eastern,66
2011-12,2012-02-25,Eastern,66
2011-12,2012-02-26,Eastern,68
2011-12,2012-02-27,Eastern,68
2011-12,2012-02-28,Eastern,68
2011-12,2012-02-29,Eastern,69
2011-12,2012-03-01,Eastern,69
2011-12,2012-03-02,Eastern,70
2011-12,2012-03-03,Eastern,70
2011-12,2012-03-04,Eastern,70
2011-12,2012-03-05,Eastern,70
2011-12,2012-03-06,Eastern,72
2011-12,2012-03-07,Eastern,72
2011-12,2012-03-08,Eastern,72
2011-12,2012-03-09,Eastern,72
2011-12,2012-03-10,Eastern,74
2011-12,2012-03-11,Eastern,76
2011-12,2012-03-12,Eastern,76
2011-12,2012-03-13,Eastern,78
2011-12,2012-03-14,Eastern,78
2011-12,2012-03-15,Eastern,78
2011-12,2012-03-16,Eastern,78
2011-12,2012-03-17,Eastern,78
2011-12,2012-03-18,Eastern,78
2011-12,2012-03-19,Eastern,80
2011-12,2012-03-20,Eastern,80
2011-12,2012-03-21,Eastern,80
2011-12,2012-03-22,Eastern,81
2011-12,2012-03-23,Eastern,82
2011-12,2012-03-24,Eastern,84
2011-12,2012-03-25,Eastern,84
2011-12,2012-03-26,Eastern,84
2011-12,2012-03-27,Eastern,86
2011-12,2012-03-28,Eastern,86
2011-12,2012-03-29,Eastern,86
2011-12,2012-03-30,Eastern,86
2011-12,2012-03-31,Eastern,88
2011-12,2012-04-01,Eastern,88
2011-12,2012-04-02,Eastern,88
2011-12,2012-04-03,Eastern,88
2011-12,2012-04-04,Eastern,88
2011-12,2012-04-05,Eastern,90
2011-12,2012-04-06,Eastern,90
2011-12,2012-04-07,Eastern,92
2011-12,2012-04-08,Eastern,92
2011-12,2012-04-09,Eastern,92
2011-12,2012-04-10,Eastern,92
2011-12,2012-04-11,Eastern,92
2011-12,2012-04-12,Eastern,92
2011-12,2012-04-13,Eastern,92
2011-12,2012-04-14,Eastern,92
2011-12,2012-04-15,Eastern,92
2011-12,2012-04-16,Eastern,92
2011-12,2012-04-17,Eastern,92
2011-12,2012-04-18,Eastern,92
2011-12,2012-04-19,Eastern,92
2011-12,2012-04-20,Eastern,92
2011-12,2012-04-21,Eastern,92
2011-12,2012-04-22,Eastern,92
2011-12,2012-04-23,Eastern,92
2011-12,2012-04-24,Eastern,92
2011-12,2012-04-25,Eastern,92
2011-12,2012-04-26,Eastern,92
2011-12,2012-04-27,Eastern,92
2011-12,2012-04-28,Eastern,92
2011-12,2012-04-29,Eastern,92
2011-12,2012-04-30,Eastern,92
2011-12,2012-05-01,Eastern,92
2011-12,2012-05-02,Eastern,92
2011-12,2012-05-03,Eastern,92
2011-12,2012-05-04,Eastern,92
2011-12,2012-05-05,Eastern,92
2011-12,2012-05-06,Eastern,92
2011-12,2012-05-07,Eastern,92
2011-12,2012-05-08,Eastern,92
2011-12,2012-05-09,Eastern,92
2011-12,2012-05-10,Eastern,92
2011-12,2012-05-11,Eastern,92
2011-12,2012-05-12,Eastern,92
2011-12,2012-05-13,Eastern,92
2011-12,2012-05-14,Eastern,92
2011-12,2012-05-15,Eastern,92
2011-12,2012-05-16,Eastern,92
2011-12,2012-05-17,Eastern,92
2011-12,2012-05-18,Eastern,92
2011-12,2012-05-19,Eastern,92
2011-12,2012-05-20,Eastern,92
2011-12,2012-05-21,Eastern,92
2011-12,2012-05-22,Eastern,92
2011-12,2012-05-23,Eastern,92
2011-12,2012-05-24,Eastern,92
2011-12,2012-05-25,Eastern,92
2011-12,2012-05-26,Eastern,92
2011-12,2012-05-27,Eastern,92
2011-12,2012-05-28,Eastern,92
2011-12,2012-05-29,Eastern,92
2011-12,2012-05-30,Eastern,92
2011-12,2012-05-31,Eastern,92
2012-13,2012-06-01,Pacific,0
2012-13,2012-06-02,Pacific,0
2012-13,2012-06-03,Pacific,0
2012-13,2012-06-04,Pacific,0
2012-13,2012-06-05,Pacific,0
2012-13,2012-06-06,Pacific,0
2012-13,2012-06-07,Pacific,0
2012-13,2012-06-08,Pacific,0
2012-13,2012-06-09,Pacific,0
2012-13,2012-06-10,Pacific,0
2012-13,2012-06-11,Pacific,0
2012-13,2012-06-12,Pacific,0
2012-13,2012-06-13,Pacific,0
2012-13,2012-06-14,Pacific,0
2012-13,2012-06-15,Pacific,0
2012-13,2012-06-16,Pacific,0
2012-13,2012-06-17,Pacific,0
2012-13,2012-06-18,Pacific,0
2012-13,2012-06-19,Pacific,0
2012-13,2012-06-20,Pacific,0
2012-13,2012-06-21,Pacific,0
2012-13,2012-06-22,Pacific,0
2012-13,2012-06-23,Pacific,0
2012-13,2012-06-24,Pacific,0
2012-13,2012-06-25,Pacific,0
2012-13,2012-06-26,Pacific,0
2012-13,2012-06-27,Pacific,0
2012-13,2012-06-28,Pacific,0
2012-13,2012-06-29,Pacific,0
2012-13,2012-06-30,Pacific,0
2012-13,2012-07-01,Pacific,0
2012-13,2012-07-02,Pacific,0
2012-13,2012-07-03,Pacific,0
2012-13,2012-07-04,Pacific,0
2012-13,2012-07-05,Pacific,0
2012-13,2012-07-06,Pacific,0
2012-13,2012-07-07,Pacific,0
2012-13,2012-07-08,Pacific,0
2012-13,2012-07-09,Pacific,0
2012-13,2012-07-10,Pacific,0
2012-13,2012-07-11,Pacific,0
2012-13,2012-07-12,Pacific,0
2012-13,2012-07-13,Pacific,0
2012-13,2012-07-14,Pacific,0
2012-13,2012-07-15,Pacific,0
2012-13,2012-07-16,Pacific,0
2012-13,2012-07-17,Pacific,0
2012-13,2012-07-18,Pacific,0
2012-13,2012-07-19,Pacific,0
2012-13,2012-07-20,Pacific,0
2012-13,2012-07-21,Pacific,0
2012-13,2012-07-22,Pacific,0
2012-13,2012-07-23,Pacific,0
2012-13,2012-07-24,Pacific,0
2012-13,2012-07-25,Pacific,0
2012-13,2012-07-26,Pacific,0
2012-13,2012-07-27,Pacific,0
2012-13,2012-07-28,Pacific,0
2012-13,2012-07-29,Pacific,0
2012-13,2012-07-30,Pacific,0
2012-13,2012-07-31,Pacific,0
2012-13,2012-08-01,Pacific,0
2012-13,2012-08-02,Pacific,0
2012-13,2012-08-03,Pacific,0
2012-13,2012-08-04,Pacific,0
2012-13,2012-08-05,Pacific,0
2012-13,2012-08-06,Pacific,0
2012-13,2012-08-07,Pacific,0
2012-13,2012-08-08,Pacific,0
2012-13,2012-08-09,Pacific,0
2012-13,2012-08-10,Pacific,0
2012-13,2012-08-11,Pacific,0
2012-13,2012-08-12,Pacific,0
2012-13,2012-08-13,Pacific,0
2012-13,2012-08-14,Pacific,0
2012-13,2012-08-15,Pacific,0
2012-13,2012-08-16,Pacific,0
2012-13,2012-08-17,Pacific,0
2012-13,2012-08-18,Pacific,0
2012-13,2012-08-19,Pacific,0
2012-13,2012-08-20,Pacific,0
2012-13,2012-08-21,Pacific,0
2012-13,2012-08-22,Pacific,0
2012-13,2012-08-23,Pacific,0
2012-13,2012-08-24,Pacific,0
2012-13,2012-08-25,Pacific,0
2012-13,2012-08-26,Pacific,0
2012-13,2012-08-27,Pacific,0
2012-13,2012-08-28,Pacific,0
2012-13,2012-08-29,Pacific,0
2012-13,2012-08-30,Pacific,0
2012-13,2012-08-31,Pacific,0
2012-13,2012-09-01,Pacific,0
2012-13,2012-09-02,Pacific,0
2012-13,2012-09-03,Pacific,0
2012-13,2012-09-04,Pacific,0
2012-13,2012-09-05,Pacific,0
2012-13,2012-09-06,Pacific,0
2012-13,2012-09-07,Pacific,0
2012-13,2012-09-08,Pacific,0
2012-13,2012-09-09,Pacific,0
2012-13,2012-09-10,Pacific,0
2012-13,2012-09-11,Pacific,0
2012-13,2012-09-12,Pacific,0
2012-13,2012-09-13,Pacific,0
2012-13,2012-09-14,Pacific,0
2012-13,2012-09-15,Pacific,0
2012-13,2012-09-16,Pacific,0
2012-13,2012-09-17,Pacific,0
2012-13,2012-09-18,Pacific,0
2012-13,2012-09-19,Pacific,0
2012-13,2012-09-20,Pacific,0
2012-13,2012-09-21,Pacific,0
2012-13,2012-09-22,Pacific,0
2012-13,2012-09-23,Pacific,0
2012-13,2012-09-24,Pacific,0
2012-13,2012-09-25,Pacific,0
2012-13,2012-09-26,Pacific,0
2012-13,2012-09-27,Pacific,0
2012-13,2012-09-28,Pacific,0
2012-13,2012-09-29,Pacific,0
2012-13,2012-09-30,Pacific,0
2012-13,2012-10-01,Pacific,0
2012-13,2012-10-02,Pacific,0
2012-13,2012-10-03,Pacific,0
2012-13,2012-10-04,Pacific,0
2012-13,2012-10-05,Pacific,0
2012-13,2012-10-06,Pacific,0
2012-13,2012-10-07,Pacific,0
2012-13,2012-10-08,Pacific,0
2012-13,2012-10-09,Pacific,0
2012-13,2012-10-10,Pacific,0
2012-13,2012-10-11,Pacific,0
2012-13,2012-10-12,Pacific,0
2012-13,2012-10-13,Pacific,0
2012-13,2012-10-14,Pacific,0
2012-13,2012-10-15,Pacific,0
2012-13,2012-10-16,Pacific,0
2012-13,2012-10-17,Pacific,0
2012-13,2012-10-18,Pacific,0
2012-13,2012-10-19,Pacific,0
2012-13,2012-10-20,Pacific,0
2012-13,2012-10-21,Pacific,0
2012-13,2012-10-22,Pacific,0
2012-13,2012-10-23,Pacific,0
2012-13,2012-10-24,Pacific,0
2012-13,2012-10-25,Pacific,0
2012-13,2012-10-26,Pacific,0
2012-13,2012-10-27,Pacific,0
2012-13,2012-10-28,Pacific,0
2012-13,2012-10-29,Pacific,0
2012-13,2012-10-30,Pacific,0
2012-13,2012-10-31,Pacific,0
2012-13,2012-11-01,Pacific,0
2012-13,2012-11-02,Pacific,0
2012-13,2012-11-03,Pacific,0
2012-13,2012-11-04,Pacific,0
2012-13,2012-11-05,Pacific,0
2012-13,2012-11-06,Pacific,0
2012-13,2012-11-07,Pacific,0
2012-13,2012-11-08,Pacific,0
2012-13,2012-11-09,Pacific,0
2012-13,2012-11-10,Pacific,0
2012-13,2012-11-11,Pacific,0
2012-13,2012-11-12,Pacific,0
2012-13,2012-11-13,Pacific,0
2012-13,2012-11-14,Pacific,0
2012-13,2012-11-15,Pacific,0
2012-13,2012-11-16,Pacific,0
2012-13,2012-11-17,Pacific,0
2012-13,2012-11-18,Pacific,0
2012-13,2012-11-19,Pacific,0
2012-13,2012-11-20,Pacific,0
2012-13,2012-11-21,Pacific,0
2012-13,2012-11-22,Pacific,0
2012-13,2012-11-23,Pacific,0
2012-13,2012-11-24,Pacific,0
2012-13,2012-11-25,Pacific,0
2012-13,2012-11-26,Pacific,0
2012-13,2012-11-27,Pacific,0
2012-13,2012-11-28,Pacific,0
2012-13,2012-11-29,Pacific,0
2012-13,2012-11-30,Pacific,0
2012-13,2012-12-01,Pacific,0
2012-13,2012-12-02,Pacific,0
2012-13,2012-12-03,Pacific,0
2012-13,2012-12-04,Pacific,0
2012-13,2012-12-05,Pacific,0
2012-13,2012-12-06,Pacific,0
2012-13,2012-12-07,Pacific,0
2012-13,2012-12-08,Pacific,0
2012-13,2012-12-09,Pacific,0
2012-13,2012-12-10,Pacific,0
2012-13,2012-12-11,Pacific,0
2012-13,2012-12-12,Pacific,0
2012-13,2012-12-13,Pacific,0
2012-13,2012-12-14,Pacific,0
2012-13,2012-12-15,Pacific,0
2012-13,2012-12-16,Pacific,0
2012-13,2012-12-17,Pacific,0
2012-13,2012-12-18,Pacific,0
2012-13,2012-12-19,Pacific,0
2012-13,2012-12-20,Pacific,0
2012-13,2012-12-21,Pacific,0
2012-13,2012-12-22,Pacific,0
2012-13,2012-12-23,Pacific,0
2012-13,2012-12-24,Pacific,0
2012-13,2012-12-25,Pacific,0
2012-13,2012-12-26,Pacific,0
2012-13,2012-12-27,Pacific,0
2012-13,2012-12-28,Pacific,0
2012-13,2012-12-29,Pacific,0
2012-13,2012-12-30,Pacific,0
2012-13,2012-12-31,Pacific,0
2012-13,2013-01-01,Pacific,0
2012-13,2013-01-02,Pacific,0
2012-13,2013-01-03,Pacific,0
2012-13,2013-01-04,Pacific,0
2012-13,2013-01-05,Pacific,0
2012-13,2013-01-06,Pacific,0
2012-13,2013-01-07,Pacific,0
2012-13,2013-01-08,Pacific,0
2012-13,2013-01-09,Pacific,0
2012-13,2013-01-10,Pacific,0
2012-13,2013-01-11,Pacific,0
2012-13,2013-01-12,Pacific,0
2012-13,2013-01-13,Pacific,0
2012-13,2013-01-14,Pacific,0
2012-13,2013-01-15,Pacific,0
2012-13,2013-01-16,Pacific,0
2012-13,2013-01-17,Pacific,0
2012-13,2013-01-18,Pacific,0
2012-13,2013-01-19,Pacific,0
2012-13,2013-01-20,Pacific,2
2012-13,2013-01-21,Pacific,2
2012-13,2013-01-22,Pacific,4
2012-13,2013-01-23,Pacific,4
2012-13,2013-01-24,Pacific,4
2012-13,2013-01-25,Pacific,6
2012-13,2013-01-26,Pacific,8
2012-13,2013-01-27,Pacific,8
2012-13,2013-01-28,Pacific,10
2012-13,2013-01-29,Pacific,10
2012-13,2013-01-30,Pacific,12
2012-13,2013-01-31,Pacific,12
2012-13,2013-02-01,Pacific,14
2012-13,2013-02-02,Pacific,14
2012-13,2013-02-03,Pacific,15
2012-13,2013-02-04,Pacific,15
2012-13,2013-02-05,Pacific,15
2012-13,2013-02-06,Pacific,15
2012-13,2013-02-07,Pacific,15
2012-13,2013-02-08,Pacific,15
2012-13,2013-02-09,Pacific,16
2012-13,2013-02-10,Pacific,17
2012-13,2013-02-11,Pacific,17
2012-13,2013-02-12,Pacific,17
2012-13,2013-02-13,Pacific,19
2012-13,2013-02-14,Pacific,19
2012-13,2013-02-15,Pacific,19
2012-13,2013-02-16,Pacific,21
2012-13,2013-02-17,Pacific,23
2012-13,2013-02-18,Pacific,23
2012-13,2013-02-19,Pacific,25
2012-13,2013-02-20,Pacific,25
2012-13,2013-02-21,Pacific,25
2012-13,2013-02-22,Pacific,25
2012-13,2013-02-23,Pacific,25
2012-13,2013-02-24,Pacific,25
2012-13,2013-02-25,Pacific,27
2012-13,2013-02-26,Pacific,27
2012-13,2013-02-27,Pacific,27
2012-13,2013-02-28,Pacific,29
2012-13,2013-03-01,Pacific,29
2012-13,2013-03-02,Pacific,31
2012-13,2013-03-03,Pacific,32
2012-13,2013-03-04,Pacific,32
2012-13,2013-03-05,Pacific,33
2012-13,2013-03-06,Pacific,33
2012-13,2013-03-07,Pacific,35
2012-13,2013-03-08,Pacific,35
2012-13,2013-03-09,Pacific,37
2012-13,2013-03-10,Pacific,37
2012-13,2013-03-11,Pacific,39
2012-13,2013-03-12,Pacific,39
2012-13,2013-03-13,Pacific,41
2012-13,2013-03-14,Pacific,41
2012-13,2013-03-15,Pacific,43
2012-13,2013-03-16,Pacific,43
2012-13,2013-03-17,Pacific,44
2012-13,2013-03-18,Pacific,44
2012-13,2013-03-19,Pacific,46
2012-13,2013-03-20,Pacific,46
2012-13,2013-03-21,Pacific,48
2012-13,2013-03-22,Pacific,48
2012-13,2013-03-23,Pacific,48
2012-13,2013-03-24,Pacific,48
2012-13,2013-03-25,Pacific,48
2012-13,2013-03-26,Pacific,48
2012-13,2013-03-27,Pacific,48
2012-13,2013-03-28,Pacific,48
2012-13,2013-03-29,Pacific,48
2012-13,2013-03-30,Pacific,50
2012-13,2013-03-31,Pacific,51
2012-13,2013-04-01,Pacific,51
2012-13,2013-04-02,Pacific,53
2012-13,2013-04-03,Pacific,53
2012-13,2013-04-04,Pacific,55
2012-13,2013-04-05,Pacific,55
2012-13,2013-04-06,Pacific,55
2012-13,2013-04-07,Pacific,55
2012-13,2013-04-08,Pacific,57
2012-13,2013-04-09,Pacific,59
2012-13,2013-04-10,Pacific,59
2012-13,2013-04-11,Pacific,59
2012-13,2013-04-12,Pacific,59
2012-13,2013-04-13,Pacific,59
2012-13,2013-04-14,Pacific,59
2012-13,2013-04-15,Pacific,59
2012-13,2013-04-16,Pacific,59
2012-13,2013-04-17,Pacific,59
2012-13,2013-04-18,Pacific,60
2012-13,2013-04-19,Pacific,60
2012-13,2013-04-20,Pacific,60
2012-13,2013-04-21,Pacific,60
2012-13,2013-04-22,Pacific,62
2012-13,2013-04-23,Pacific,64
2012-13,2013-04-24,Pacific,64
2012-13,2013-04-25,Pacific,64
2012-13,2013-04-26,Pacific,66
2012-13,2013-04-27,Pacific,66
2012-13,2013-04-28,Pacific,66
2012-13,2013-04-29,Pacific,66
2012-13,2013-04-30,Pacific,66
2012-13,2013-05-01,Pacific,66
2012-13,2013-05-02,Pacific,66
2012-13,2013-05-03,Pacific,66
2012-13,2013-05-04,Pacific,66
2012-13,2013-05-05,Pacific,66
2012-13,2013-05-06,Pacific,66
2012-13,2013-05-07,Pacific,66
2012-13,2013-05-08,Pacific,66
2012-13,2013-05-09,Pacific,66
2012-13,2013-05-10,Pacific,66
2012-13,2013-05-11,Pacific,66
2012-13,2013-05-12,Pacific,66
2012-13,2013-05-13,Pacific,66
2012-13,2013-05-14,Pacific,66
2012-13,2013-05-15,Pacific,66
2012-13,2013-05-16,Pacific,66
2012-13,2013-05-17,Pacific,66
2012-13,2013-05-18,Pacific,66
2012-13,2013-05-19,Pacific,66
2012-13,2013-05-20,Pacific,66
2012-13,2013-05-21,Pacific,66
2012-13,2013-05-22,Pacific,66
2012-13,2013-05-23,Pacific,66
2012-13,2013-05-24,Pacific,66
2012-13,2013-05-25,Pacific,66
2012-13,2013-05-26,Pacific,66
2012-13,2013-05-27,Pacific,66
2012-13,2013-05-28,Pacific,66
2012-13,2013-05-29,Pacific,66
2012-13,2013-05-30,Pacific,66
2012-13,2013-05-31,Pacific,66
2012-13,2012-06-01,Northeast,0
2012-13,2012-06-02,Northeast,0
2012-13,2012-06-03,Northeast,0
2012-13,2012-06-04,Northeast,0
2012-13,2012-06-05,Northeast,0
2012-13,2012-06-06,Northeast,0
2012-13,2012-06-07,Northeast,0
2012-13,2012-06-08,Northeast,0
2012-13,2012-06-09,Northeast,0
2012-13,2012-06-10,Northeast,0
2012-13,2012-06-11,Northeast,0
2012-13,2012-06-12,Northeast,0
2012-13,2012-06-13,Northeast,0
2012-13,2012-06-14,Northeast,0
2012-13,2012-06-15,Northeast,0
2012-13,2012-06-16,Northeast,0
2012-13,2012-06-17,Northeast,0
2012-13,2012-06-18,Northeast,0
2012-13,2012-06-19,Northeast,0
2012-13,2012-06-20,Northeast,0
2012-13,2012-06-21,Northeast,0
2012-13,2012-06-22,Northeast,0
2012-13,2012-06-23,Northeast,0
2012-13,2012-06-24,Northeast,0
2012-13,2012-06-25,Northeast,0
2012-13,2012-06-26,Northeast,0
2012-13,2012-06-27,Northeast,0
2012-13,2012-06-28,Northeast,0
2012-13,2012-06-29,Northeast,0
2012-13,2012-06-30,Northeast,0
2012-13,2012-07-01,Northeast,0
2012-13,2012-07-02,Northeast,0
2012-13,2012-07-03,Northeast,0
2012-13,2012-07-04,Northeast,0
2012-13,2012-07-05,Northeast,0
2012-13,2012-07-06,Northeast,0
2012-13,2012-07-07,Northeast,0
2012-13,2012-07-08,Northeast,0
2012-13,2012-07-09,Northeast,0
2012-13,2012-07-10,Northeast,0
2012-13,2012-07-11,Northeast,0
2012-13,2012-07-12,Northeast,0
2012-13,2012-07-13,Northeast,0
2012-13,2012-07-14,Northeast,0
2012-13,2012-07-15,Northeast,0
2012-13,2012-07-16,Northeast,0
2012-13,2012-07-17,Northeast,0
2012-13,2012-07-18,Northeast,0
2012-13,2012-07-19,Northeast,0
2012-13,2012-07-20,Northeast,0
2012-13,2012-07-21,Northeast,0
2012-13,2012-07-22,Northeast,0
2012-13,2012-07-23,Northeast,0
2012-13,2012-07-24,Northeast,0
2012-13,2012-07-25,Northeast,0
2012-13,2012-07-26,Northeast,0
2012-13,2012-07-27,Northeast,0
2012-13,2012-07-28,Northeast,0
2012-13,2012-07-29,Northeast,0
2012-13,2012-07-30,Northeast,0
2012-13,2012-07-31,Northeast,0
2012-13,2012-08-01,Northeast,0
2012-13,2012-08-02,Northeast,0
2012-13,2012-08-03,Northeast,0
2012-13,2012-08-04,Northeast,0
2012-13,2012-08-05,Northeast,0
2012-13,2012-08-06,Northeast,0
2012-13,2012-08-07,Northeast,0
2012-13,2012-08-08,Northeast,0
2012-13,2012-08-09,Northeast,0
2012-13,2012-08-10,Northeast,0
2012-13,2012-08-11,Northeast,0
2012-13,2012-08-12,Northeast,0
2012-13,2012-08-13,Northeast,0
2012-13,2012-08-14,Northeast,0
2012-13,2012-08-15,Northeast,0
2012-13,2012-08-16,Northeast,0
2012-13,2012-08-17,Northeast,0
2012-13,2012-08-18,Northeast,0
2012-13,2012-08-19,Northeast,0
2012-13,2012-08-20,Northeast,0
2012-13,2012-08-21,Northeast,0
