season,date,div_conf_name,points_threshold
2015-16,2015-12-27,Atlantic,43
2015-16,2015-12-28,Atlantic,43
2015-16,2015-12-29,Atlantic,43
2015-16,2015-12-30,Atlantic,44
2015-16,2015-12-31,Atlantic,44
2015-16,2016-01-01,Atlantic,44
2015-16,2016-01-02,Atlantic,45
2015-16,2016-01-03,Atlantic,45
2015-16,2016-01-04,Atlantic,45
2015-16,2016-01-05,Atlantic,47
2015-16,2016-01-06,Atlantic,47
2015-16,2016-01-07,Atlantic,47
2015-16,2016-01-08,Atlantic,49
2015-16,2016-01-09,Atlantic,49
2015-16,2016-01-10,Atlantic,49
2015-16,2016-01-11,Atlantic,49
2015-16,2016-01-12,Atlantic,49
2015-16,2016-01-13,Atlantic,49
2015-16,2016-01-14,Atlantic,49
2015-16,2016-01-15,Atlantic,49
2015-16,2016-01-16,Atlantic,50
2015-16,2016-01-17,Atlantic,52
2015-16,2016-01-18,Atlantic,52
2015-16,2016-01-19,Atlantic,52
2015-16,2016-01-20,Atlantic,54
2015-16,2016-01-21,Atlantic,54
2015-16,2016-01-22,Atlantic,54
2015-16,2016-01-23,Atlantic,56
2015-16,2016-01-24,Atlantic,56
2015-16,2016-01-25,Atlantic,56
2015-16,2016-01-26,Atlantic,57
2015-16,2016-01-27,Atlantic,57
2015-16,2016-01-28,Atlantic,58
2015-16,2016-01-29,Atlantic,58
2015-16,2016-01-30,Atlantic,58
2015-16,2016-01-31,Atlantic,58
2015-16,2016-02-01,Atlantic,58
2015-16,2016-02-02,Atlantic,58
2015-16,2016-02-03,Atlantic,58
2015-16,2016-02-04,Atlantic,58
2015-16,2016-02-05,Atlantic,60
2015-16,2016-02-06,Atlantic,60
2015-16,2016-02-07,Atlantic,62
2015-16,2016-02-08,Atlantic,62
2015-16,2016-02-09,Atlantic,62
2015-16,2016-02-10,Atlantic,62
2015-16,2016-02-11,Atlantic,62
2015-16,2016-02-12,Atlantic,64
2015-16,2016-02-13,Atlantic,65
2015-16,2016-02-14,Atlantic,66
2015-16,2016-02-15,Atlantic,66
2015-16,2016-02-16,Atlantic,66
2015-16,2016-02-17,Atlantic,67
2015-16,2016-02-18,Atlantic,67
2015-16,2016-02-19,Atlantic,67
2015-16,2016-02-20,Atlantic,68
2015-16,2016-02-21,Atlantic,68
2015-16,2016-02-22,Atlantic,70
2015-16,2016-02-23,Atlantic,70
2015-16,2016-02-24,Atlantic,71
2015-16,2016-02-25,Atlantic,72
2015-16,2016-02-26,Atlantic,72
2015-16,2016-02-27,Atlantic,74
2015-16,2016-02-28,Atlantic,74
2015-16,2016-02-29,Atlantic,74
2015-16,2016-03-01,Atlantic,75
2015-16,2016-03-02,Atlantic,76
2015-16,2016-03-03,Atlantic,76
2015-16,2016-03-04,Atlantic,78
2015-16,2016-03-05,Atlantic,78
2015-16,2016-03-06,Atlantic,79
2015-16,2016-03-07,Atlantic,79
2015-16,2016-03-08,Atlantic,81
2015-16,2016-03-09,Atlantic,81
2015-16,2016-03-10,Atlantic,81
2015-16,2016-03-11,Atlantic,83
2015-16,2016-03-12,Atlantic,83
2015-16,2016-03-13,Atlantic,85
2015-16,2016-03-14,Atlantic,85
2015-16,2016-03-15,Atlantic,85
2015-16,2016-03-16,Atlantic,85
2015-16,2016-03-17,Atlantic,85
2015-16,2016-03-18,Atlantic,85
2015-16,2016-03-19,Atlantic,85
2015-16,2016-03-20,Atlantic,86
2015-16,2016-03-21,Atlantic,86
2015-16,2016-03-22,Atlantic,86
2015-16,2016-03-23,Atlantic,86
2015-16,2016-03-24,Atlantic,86
2015-16,2016-03-25,Atlantic,86
2015-16,2016-03-26,Atlantic,88
2015-16,2016-03-27,Atlantic,88
2015-16,2016-03-28,Atlantic,88
2015-16,2016-03-29,Atlantic,88
2015-16,2016-03-30,Atlantic,88
2015-16,2016-03-31,Atlantic,88
2015-16,2016-04-01,Atlantic,89
2015-16,2016-04-02,Atlantic,91
2015-16,2016-04-03,Atlantic,91
2015-16,2016-04-04,Atlantic,91
2015-16,2016-04-05,Atlantic,91
2015-16,2016-04-06,Atlantic,91
2015-16,2016-04-07,Atlantic,93
2015-16,2016-04-08,Atlantic,93
2015-16,2016-04-09,Atlantic,93
2015-16,2016-04-10,Atlantic,93
2015-16,2016-04-11,Atlantic,93
2015-16,2016-04-12,Atlantic,93
2015-16,2016-04-13,Atlantic,93
2015-16,2016-04-14,Atlantic,93
2015-16,2016-04-15,Atlantic,93
2015-16,2016-04-16,Atlantic,93
2015-16,2016-04-17,Atlantic,93
2015-16,2016-04-18,Atlantic,93
2015-16,2016-04-19,Atlantic,93
2015-16,2016-04-20,Atlantic,93
2015-16,2016-04-21,Atlantic,93
2015-16,2016-04-22,Atlantic,93
2015-16,2016-04-23,Atlantic,93
2015-16,2016-04-24,Atlantic,93
2015-16,2016-04-25,Atlantic,93
2015-16,2016-04-26,Atlantic,93
2015-16,2016-04-27,Atlantic,93
2015-16,2016-04-28,Atlantic,93
2015-16,2016-04-29,Atlantic,93
2015-16,2016-04-30,Atlantic,93
2015-16,2016-05-01,Atlantic,93
2015-16,2016-05-02,Atlantic,93
2015-16,2016-05-03,Atlantic,93
2015-16,2016-05-04,Atlantic,93
2015-16,2016-05-05,Atlantic,93
2015-16,2016-05-06,Atlantic,93
2015-16,2016-05-07,Atlantic,93
2015-16,2016-05-08,Atlantic,93
2015-16,2016-05-09,Atlantic,93
2015-16,2016-05-10,Atlantic,93
2015-16,2016-05-11,Atlantic,93
2015-16,2016-05-12,Atlantic,93
2015-16,2016-05-13,Atlantic,93
2015-16,2016-05-14,Atlantic,93
2015-16,2016-05-15,Atlantic,93
2015-16,2016-05-16,Atlantic,93
2015-16,2016-05-17,Atlantic,93
2015-16,2016-05-18,Atlantic,93
2015-16,2016-05-19,Atlantic,93
2015-16,2016-05-20,Atlantic,93
2015-16,2016-05-21,Atlantic,93
2015-16,2016-05-22,Atlantic,93
2015-16,2016-05-23,Atlantic,93
2015-16,2016-05-24,Atlantic,93
2015-16,2016-05-25,Atlantic,93
2015-16,2016-05-26,Atlantic,93
2015-16,2016-05-27,Atlantic,93
2015-16,2016-05-28,Atlantic,93
2015-16,2016-05-29,Atlantic,93
2015-16,2016-05-30,Atlantic,93
2015-16,2016-05-31,Atlantic,93
2015-16,2015-06-01,Metropolitan,0
2015-16,2015-06-02,Metropolitan,0
2015-16,2015-06-03,Metropolitan,0
2015-16,2015-06-04,Metropolitan,0
2015-16,2015-06-05,Metropolitan,0
2015-16,2015-06-06,Metropolitan,0
2015-16,2015-06-07,Metropolitan,0
2015-16,2015-06-08,Metropolitan,0
2015-16,2015-06-09,Metropolitan,0
2015-16,2015-06-10,Metropolitan,0
2015-16,2015-06-11,Metropolitan,0
2015-16,2015-06-12,Metropolitan,0
2015-16,2015-06-13,Metropolitan,0
2015-16,2015-06-14,Metropolitan,0
2015-16,2015-06-15,Metropolitan,0
2015-16,2015-06-16,Metropolitan,0
2015-16,2015-06-17,Metropolitan,0
2015-16,2015-06-18,Metropolitan,0
2015-16,2015-06-19,Metropolitan,0
2015-16,2015-06-20,Metropolitan,0
2015-16,2015-06-21,Metropolitan,0
2015-16,2015-06-22,Metropolitan,0
2015-16,2015-06-23,Metropolitan,0
2015-16,2015-06-24,Metropolitan,0
2015-16,2015-06-25,Metropolitan,0
2015-16,2015-06-26,Metropolitan,0
2015-16,2015-06-27,Metropolitan,0
2015-16,2015-06-28,Metropolitan,0
2015-16,2015-06-29,Metropolitan,0
2015-16,2015-06-30,Metropolitan,0
2015-16,2015-07-01,Metropolitan,0
2015-16,2015-07-02,Metropolitan,0
2015-16,2015-07-03,Metropolitan,0
2015-16,2015-07-04,Metropolitan,0
2015-16,2015-07-05,Metropolitan,0
2015-16,2015-07-06,Metropolitan,0
2015-16,2015-07-07,Metropolitan,0
2015-16,2015-07-08,Metropolitan,0
2015-16,2015-07-09,Metropolitan,0
2015-16,2015-07-10,Metropolitan,0
2015-16,2015-07-11,Metropolitan,0
2015-16,2015-07-12,Metropolitan,0
2015-16,2015-07-13,Metropolitan,0
2015-16,2015-07-14,Metropolitan,0
2015-16,2015-07-15,Metropolitan,0
2015-16,2015-07-16,Metropolitan,0
2015-16,2015-07-17,Metropolitan,0
2015-16,2015-07-18,Metropolitan,0
2015-16,2015-07-19,Metropolitan,0
2015-16,2015-07-20,Metropolitan,0
2015-16,2015-07-21,Metropolitan,0
2015-16,2015-07-22,Metropolitan,0
2015-16,2015-07-23,Metropolitan,0
2015-16,2015-07-24,Metropolitan,0
2015-16,2015-07-25,Metropolitan,0
2015-16,2015-07-26,Metropolitan,0
2015-16,2015-07-27,Metropolitan,0
2015-16,2015-07-28,Metropolitan,0
2015-16,2015-07-29,Metropolitan,0
2015-16,2015-07-30,Metropolitan,0
2015-16,2015-07-31,Metropolitan,0
2015-16,2015-08-01,Metropolitan,0
2015-16,2015-08-02,Metropolitan,0
2015-16,2015-08-03,Metropolitan,0
2015-16,2015-08-04,Metropolitan,0
2015-16,2015-08-05,Metropolitan,0
2015-16,2015-08-06,Metropolitan,0
2015-16,2015-08-07,Metropolitan,0
2015-16,2015-08-08,Metropolitan,0
2015-16,2015-08-09,Metropolitan,0
2015-16,2015-08-10,Metropolitan,0
2015-16,2015-08-11,Metropolitan,0
2015-16,2015-08-12,Metropolitan,0
2015-16,2015-08-13,Metropolitan,0
2015-16,2015-08-14,Metropolitan,0
2015-16,2015-08-15,Metropolitan,0
2015-16,2015-08-16,Metropolitan,0
2015-16,2015-08-17,Metropolitan,0
2015-16,2015-08-18,Metropolitan,0
2015-16,2015-08-19,Metropolitan,0
2015-16,2015-08-20,Metropolitan,0
2015-16,2015-08-21,Metropolitan,0
2015-16,2015-08-22,Metropolitan,0
2015-16,2015-08-23,Metropolitan,0
2015-16,2015-08-24,Metropolitan,0
2015-16,2015-08-25,Metropolitan,0
2015-16,2015-08-26,Metropolitan,0
2015-16,2015-08-27,Metropolitan,0
2015-16,2015-08-28,Metropolitan,0
2015-16,2015-08-29,Metropolitan,0
2015-16,2015-08-30,Metropolitan,0
2015-16,2015-08-31,Metropolitan,0
2015-16,2015-09-01,Metropolitan,0
2015-16,2015-09-02,Metropolitan,0
2015-16,2015-09-03,Metropolitan,0
2015-16,2015-09-04,Metropolitan,0
2015-16,2015-09-05,Metropolitan,0
2015-16,2015-09-06,Metropolitan,0
2015-16,2015-09-07,Metropolitan,0
2015-16,2015-09-08,Metropolitan,0
2015-16,2015-09-09,Metropolitan,0
2015-16,2015-09-10,Metropolitan,0
2015-16,2015-09-11,Metropolitan,0
2015-16,2015-09-12,Metropolitan,0
2015-16,2015-09-13,Metropolitan,0
2015-16,2015-09-14,Metropolitan,0
2015-16,2015-09-15,Metropolitan,0
2015-16,2015-09-16,Metropolitan,0
2015-16,2015-09-17,Metropolitan,0
2015-16,2015-09-18,Metropolitan,0
2015-16,2015-09-19,Metropolitan,0
2015-16,2015-09-20,Metropolitan,0
2015-16,2015-09-21,Metropolitan,0
2015-16,2015-09-22,Metropolitan,0
2015-16,2015-09-23,Metropolitan,0
2015-16,2015-09-24,Metropolitan,0
2015-16,2015-09-25,Metropolitan,0
2015-16,2015-09-26,Metropolitan,0
2015-16,2015-09-27,Metropolitan,0
2015-16,2015-09-28,Metropolitan,0
2015-16,2015-09-29,Metropolitan,0
2015-16,2015-09-30,Metropolitan,0
2015-16,2015-10-01,Metropolitan,0
2015-16,2015-10-02,Metropolitan,0
2015-16,2015-10-03,Metropolitan,0
2015-16,2015-10-04,Metropolitan,0
2015-16,2015-10-05,Metropolitan,0
2015-16,2015-10-06,Metropolitan,0
2015-16,2015-10-07,Metropolitan,0
2015-16,2015-10-08,Metropolitan,0
2015-16,2015-10-09,Metropolitan,1
2015-16,2015-10-10,Metropolitan,1
2015-16,2015-10-11,Metropolitan,1
2015-16,2015-10-12,Metropolitan,3
2015-16,2015-10-13,Metropolitan,3
2015-16,2015-10-14,Metropolitan,3
2015-16,2015-10-15,Metropolitan,5
2015-16,2015-10-16,Metropolitan,5
2015-16,2015-10-17,Metropolitan,6
2015-16,2015-10-18,Metropolitan,6
2015-16,2015-10-19,Metropolitan,6
2015-16,2015-10-20,Metropolitan,6
2015-16,2015-10-21,Metropolitan,8
2015-16,2015-10-22,Metropolitan,8
2015-16,2015-10-23,Metropolitan,9
2015-16,2015-10-24,Metropolitan,9
2015-16,2015-10-25,Metropolitan,11
2015-16,2015-10-26,Metropolitan,12
2015-16,2015-10-27,Metropolitan,12
2015-16,2015-10-28,Metropolitan,12
2015-16,2015-10-29,Metropolitan,12
2015-16,2015-10-30,Metropolitan,14
2015-16,2015-10-31,Metropolitan,15
2015-16,2015-11-01,Metropolitan,15
2015-16,2015-11-02,Metropolitan,15
2015-16,2015-11-03,Metropolitan,15
2015-16,2015-11-04,Metropolitan,16
2015-16,2015-11-05,Metropolitan,16
2015-16,2015-11-06,Metropolitan,17
2015-16,2015-11-07,Metropolitan,18
2015-16,2015-11-08,Metropolitan,18
2015-16,2015-11-09,Metropolitan,18
2015-16,2015-11-10,Metropolitan,18
2015-16,2015-11-11,Metropolitan,19
2015-16,2015-11-12,Metropolitan,20
2015-16,2015-11-13,Metropolitan,20
2015-16,2015-11-14,Metropolitan,21
2015-16,2015-11-15,Metropolitan,21
2015-16,2015-11-16,Metropolitan,21
2015-16,2015-11-17,Metropolitan,23
2015-16,2015-11-18,Metropolitan,23
2015-16,2015-11-19,Metropolitan,23
2015-16,2015-11-20,Metropolitan,24
2015-16,2015-11-21,Metropolitan,24
2015-16,2015-11-22,Metropolitan,24
2015-16,2015-11-23,Metropolitan,24
2015-16,2015-11-24,Metropolitan,24
2015-16,2015-11-25,Metropolitan,24
2015-16,2015-11-26,Metropolitan,26
2015-16,2015-11-27,Metropolitan,26
2015-16,2015-11-28,Metropolitan,27
2015-16,2015-11-29,Metropolitan,28
2015-16,2015-11-30,Metropolitan,28
2015-16,2015-12-01,Metropolitan,30
2015-16,2015-12-02,Metropolitan,30
2015-16,2015-12-03,Metropolitan,32
2015-16,2015-12-04,Metropolitan,32
2015-16,2015-12-05,Metropolitan,34
2015-16,2015-12-06,Metropolitan,35
2015-16,2015-12-07,Metropolitan,35
2015-16,2015-12-08,Metropolitan,35
2015-16,2015-12-09,Metropolitan,37
2015-16,2015-12-10,Metropolitan,37
2015-16,2015-12-11,Metropolitan,37
2015-16,2015-12-12,Metropolitan,37
2015-16,2015-12-13,Metropolitan,39
2015-16,2015-12-14,Metropolitan,39
2015-16,2015-12-15,Metropolitan,40
2015-16,2015-12-16,Metropolitan,41
2015-16,2015-12-17,Metropolitan,41
2015-16,2015-12-18,Metropolitan,41
2015-16,2015-12-19,Metropolitan,41
2015-16,2015-12-20,Metropolitan,41
2015-16,2015-12-21,Metropolitan,41
2015-16,2015-12-22,Metropolitan,42
2015-16,2015-12-23,Metropolitan,43
2015-16,2015-12-24,Metropolitan,43
2015-16,2015-12-25,Metropolitan,43
2015-16,2015-12-26,Metropolitan,43
2015-16,2015-12-27,Metropolitan,43
2015-16,2015-12-28,Metropolitan,43
2015-16,2015-12-29,Metropolitan,43
2015-16,2015-12-30,Metropolitan,44
2015-16,2015-12-31,Metropolitan,46
2015-16,2016-01-01,Metropolitan,46
2015-16,2016-01-02,Metropolitan,46
2015-16,2016-01-03,Metropolitan,46
2015-16,2016-01-04,Metropolitan,46
2015-16,2016-01-05,Metropolitan,46
2015-16,2016-01-06,Metropolitan,48
2015-16,2016-01-07,Metropolitan,48
2015-16,2016-01-08,Metropolitan,48
2015-16,2016-01-09,Metropolitan,49
2015-16,2016-01-10,Metropolitan,49
2015-16,2016-01-11,Metropolitan,49
2015-16,2016-01-12,Metropolitan,49
2015-16,2016-01-13,Metropolitan,51
2015-16,2016-01-14,Metropolitan,51
2015-16,2016-01-15,Metropolitan,51
2015-16,2016-01-16,Metropolitan,53
2015-16,2016-01-17,Metropolitan,53
2015-16,2016-01-18,Metropolitan,53
2015-16,2016-01-19,Metropolitan,53
2015-16,2016-01-20,Metropolitan,54
2015-16,2016-01-21,Metropolitan,54
2015-16,2016-01-22,Metropolitan,54
2015-16,2016-01-23,Metropolitan,56
2015-16,2016-01-24,Metropolitan,56
2015-16,2016-01-25,Metropolitan,56
2015-16,2016-01-26,Metropolitan,56
2015-16,2016-01-27,Metropolitan,56
2015-16,2016-01-28,Metropolitan,56
2015-16,2016-01-29,Metropolitan,56
2015-16,2016-01-30,Metropolitan,56
2015-16,2016-01-31,Metropolitan,56
2015-16,2016-02-01,Metropolitan,56
2015-16,2016-02-02,Metropolitan,56
2015-16,2016-02-03,Metropolitan,58
2015-16,2016-02-04,Metropolitan,58
2015-16,2016-02-05,Metropolitan,58
2015-16,2016-02-06,Metropolitan,59
2015-16,2016-02-07,Metropolitan,60
2015-16,2016-02-08,Metropolitan,60
2015-16,2016-02-09,Metropolitan,61
2015-16,2016-02-10,Metropolitan,62
2015-16,2016-02-11,Metropolitan,62
2015-16,2016-02-12,Metropolitan,64
2015-16,2016-02-13,Metropolitan,64
2015-16,2016-02-14,Metropolitan,65
2015-16,2016-02-15,Metropolitan,66
2015-16,2016-02-16,Metropolitan,66
2015-16,2016-02-17,Metropolitan,66
2015-16,2016-02-18,Metropolitan,66
2015-16,2016-02-19,Metropolitan,67
2015-16,2016-02-20,Metropolitan,69
2015-16,2016-02-21,Metropolitan,69
2015-16,2016-02-22,Metropolitan,69
2015-16,2016-02-23,Metropolitan,69
2015-16,2016-02-24,Metropolitan,71
2015-16,2016-02-25,Metropolitan,71
2015-16,2016-02-26,Metropolitan,73
2015-16,2016-02-27,Metropolitan,73
2015-16,2016-02-28,Metropolitan,73
2015-16,2016-02-29,Metropolitan,73
2015-16,2016-03-01,Metropolitan,73
2015-16,2016-03-02,Metropolitan,75
2015-16,2016-03-03,Metropolitan,75
2015-16,2016-03-04,Metropolitan,77
2015-16,2016-03-05,Metropolitan,77
2015-16,2016-03-06,Metropolitan,79
2015-16,2016-03-07,Metropolitan,79
2015-16,2016-03-08,Metropolitan,79
2015-16,2016-03-09,Metropolitan,81
2015-16,2016-03-10,Metropolitan,82
2015-16,2016-03-11,Metropolitan,82
2015-16,2016-03-12,Metropolitan,82
2015-16,2016-03-13,Metropolitan,82
2015-16,2016-03-14,Metropolitan,84
2015-16,2016-03-15,Metropolitan,85
2015-16,2016-03-16,Metropolitan,85
2015-16,2016-03-17,Metropolitan,85
2015-16,2016-03-18,Metropolitan,85
2015-16,2016-03-19,Metropolitan,86
2015-16,2016-03-20,Metropolitan,88
2015-16,2016-03-21,Metropolitan,88
2015-16,2016-03-22,Metropolitan,88
2015-16,2016-03-23,Metropolitan,88
2015-16,2016-03-24,Metropolitan,88
2015-16,2016-03-25,Metropolitan,88
2015-16,2016-03-26,Metropolitan,90
2015-16,2016-03-27,Metropolitan,92
2015-16,2016-03-28,Metropolitan,92
2015-16,2016-03-29,Metropolitan,94
2015-16,2016-03-30,Metropolitan,94
2015-16,2016-03-31,Metropolitan,95
2015-16,2016-04-01,Metropolitan,95
2015-16,2016-04-02,Metropolitan,95
2015-16,2016-04-03,Metropolitan,95
2015-16,2016-04-04,Metropolitan,97
2015-16,2016-04-05,Metropolitan,99
2015-16,2016-04-06,Metropolitan,99
2015-16,2016-04-07,Metropolitan,99
2015-16,2016-04-08,Metropolitan,99
2015-16,2016-04-09,Metropolitan,101
2015-16,2016-04-10,Metropolitan,101
2015-16,2016-04-11,Metropolitan,101
2015-16,2016-04-12,Metropolitan,101
2015-16,2016-04-13,Metropolitan,101
2015-16,2016-04-14,Metropolitan,101
2015-16,2016-04-15,Metropolitan,101
2015-16,2016-04-16,Metropolitan,101
2015-16,2016-04-17,Metropolitan,101
2015-16,2016-04-18,Metropolitan,101
2015-16,2016-04-19,Metropolitan,101
2015-16,2016-04-20,Metropolitan,101
2015-16,2016-04-21,Metropolitan,101
2015-16,2016-04-22,Metropolitan,101
2015-16,2016-04-23,Metropolitan,101
2015-16,2016-04-24,Metropolitan,101
2015-16,2016-04-25,Metropolitan,101
2015-16,2016-04-26,Metropolitan,101
2015-16,2016-04-27,Metropolitan,101
2015-16,2016-04-28,Metropolitan,101
2015-16,2016-04-29,Metropolitan,101
2015-16,2016-04-30,Metropolitan,101
2015-16,2016-05-01,Metropolitan,101
2015-16,2016-05-02,Metropolitan,101
2015-16,2016-05-03,Metropolitan,101
2015-16,2016-05-04,Metropolitan,101
2015-16,2016-05-05,Metropolitan,101
2015-16,2016-05-06,Metropolitan,101
2015-16,2016-05-07,Metropolitan,101
2015-16,2016-05-08,Metropolitan,101
2015-16,2016-05-09,Metropolitan,101
2015-16,2016-05-10,Metropolitan,101
2015-16,2016-05-11,Metropolitan,101
2015-16,2016-05-12,Metropolitan,101
2015-16,2016-05-13,Metropolitan,101
2015-16,2016-05-14,Metropolitan,101
2015-16,2016-05-15,Metropolitan,101
2015-16,2016-05-16,Metropolitan,101
2015-16,2016-05-17,Metropolitan,101
2015-16,2016-05-18,Metropolitan,101
2015-16,2016-05-19,Metropolitan,101
2015-16,2016-05-20,Metropolitan,101
2015-16,2016-05-21,Metropolitan,101
2015-16,2016-05-22,Metropolitan,101
2015-16,2016-05-23,Metropolitan,101
2015-16,2016-05-24,Metropolitan,101
2015-16,2016-05-25,Metropolitan,101
2015-16,2016-05-26,Metropolitan,101
2015-16,2016-05-27,Metropolitan,101
2015-16,2016-05-28,Metropolitan,101
2015-16,2016-05-29,Metropolitan,101
2015-16,2016-05-30,Metropolitan,101
2015-16,2016-05-31,Metropolitan,101
2015-16,2015-06-01,Central,0
2015-16,2015-06-02,Central,0
2015-16,2015-06-03,Central,0
2015-16,2015-06-04,Central,0
2015-16,2015-06-05,Central,0
2015-16,2015-06-06,Central,0
2015-16,2015-06-07,Central,0
2015-16,2015-06-08,Central,0
2015-16,2015-06-09,Central,0
2015-16,2015-06-10,Central,0
2015-16,2015-06-11,Central,0
2015-16,2015-06-12,Central,0
2015-16,2015-06-13,Central,0
2015-16,2015-06-14,Central,0
2015-16,2015-06-15,Central,0
2015-16,2015-06-16,Central,0
2015-16,2015-06-17,Central,0
2015-16,2015-06-18,Central,0
2015-16,2015-06-19,Central,0
2015-16,2015-06-20,Central,0
2015-16,2015-06-21,Central,0
2015-16,2015-06-22,Central,0
2015-16,2015-06-23,Central,0
2015-16,2015-06-24,Central,0
2015-16,2015-06-25,Central,0
2015-16,2015-06-26,Central,0
2015-16,2015-06-27,Central,0
2015-16,2015-06-28,Central,0
2015-16,2015-06-29,Central,0
2015-16,2015-06-30,Central,0
2015-16,2015-07-01,Central,0
2015-16,2015-07-02,Central,0
2015-16,2015-07-03,Central,0
2015-16,2015-07-04,Central,0
2015-16,2015-07-05,Central,0
2015-16,2015-07-06,Central,0
2015-16,2015-07-07,Central,0
2015-16,2015-07-08,Central,0
2015-16,2015-07-09,Central,0
2015-16,2015-07-10,Central,0
2015-16,2015-07-11,Central,0
2015-16,2015-07-12,Central,0
2015-16,2015-07-13,Central,0
2015-16,2015-07-14,Central,0
2015-16,2015-07-15,Central,0
2015-16,2015-07-16,Central,0
2015-16,2015-07-17,Central,0
2015-16,2015-07-18,Central,0
2015-16,2015-07-19,Central,0
2015-16,2015-07-20,Central,0
2015-16,2015-07-21,Central,0
2015-16,2015-07-22,Central,0
2015-16,2015-07-23,Central,0
2015-16,2015-07-24,Central,0
2015-16,2015-07-25,Central,0
2015-16,2015-07-26,Central,0
2015-16,2015-07-27,Central,0
2015-16,2015-07-28,Central,0
2015-16,2015-07-29,Central,0
2015-16,2015-07-30,Central,0
2015-16,2015-07-31,Central,0
2015-16,2015-08-01,Central,0
2015-16,2015-08-02,Central,0
2015-16,2015-08-03,Central,0
2015-16,2015-08-04,Central,0
2015-16,2015-08-05,Central,0
2015-16,2015-08-06,Central,0
2015-16,2015-08-07,Central,0
2015-16,2015-08-08,Central,0
2015-16,2015-08-09,Central,0
2015-16,2015-08-10,Central,0
2015-16,2015-08-11,Central,0
2015-16,2015-08-12,Central,0
2015-16,2015-08-13,Central,0
2015-16,2015-08-14,Central,0
2015-16,2015-08-15,Central,0
2015-16,2015-08-16,Central,0
2015-16,2015-08-17,Central,0
2015-16,2015-08-18,Central,0
2015-16,2015-08-19,Central,0
2015-16,2015-08-20,Central,0
2015-16,2015-08-21,Central,0
2015-16,2015-08-22,Central,0
2015-16,2015-08-23,Central,0
2015-16,2015-08-24,Central,0
2015-16,2015-08-25,Central,0
2015-16,2015-08-26,Central,0
2015-16,2015-08-27,Central,0
2015-16,2015-08-28,Central,0
2015-16,2015-08-29,Central,0
2015-16,2015-08-30,Central,0
2015-16,2015-08-31,Central,0
2015-16,2015-09-01,Central,0
2015-16,2015-09-02,Central,0
2015-16,2015-09-03,Central,0
2015-16,2015-09-04,Central,0
2015-16,2015-09-05,Central,0
2015-16,2015-09-06,Central,0
2015-16,2015-09-07,Central,0
2015-16,2015-09-08,Central,0
2015-16,2015-09-09,Central,0
2015-16,2015-09-10,Central,0
2015-16,2015-09-11,Central,0
2015-16,2015-09-12,Central,0
2015-16,2015-09-13,Central,0
2015-16,2015-09-14,Central,0
2015-16,2015-09-15,Central,0
2015-16,2015-09-16,Central,0
2015-16,2015-09-17,Central,0
2015-16,2015-09-18,Central,0
2015-16,2015-09-19,Central,0
2015-16,2015-09-20,Central,0
2015-16,2015-09-21,Central,0
2015-16,2015-09-22,Central,0
2015-16,2015-09-23,Central,0
2015-16,2015-09-24,Central,0
2015-16,2015-09-25,Central,0
2015-16,2015-09-26,Central,0
2015-16,2015-09-27,Central,0
2015-16,2015-09-28,Central,0
2015-16,2015-09-29,Central,0
2015-16,2015-09-30,Central,0
2015-16,2015-10-01,Central,0
2015-16,2015-10-02,Central,0
2015-16,2015-10-03,Central,0
2015-16,2015-10-04,Central,0
2015-16,2015-10-05,Central,0
2015-16,2015-10-06,Central,0
2015-16,2015-10-07,Central,0
2015-16,2015-10-08,Central,0
2015-16,2015-10-09,Central,2
2015-16,2015-10-10,Central,2
2015-16,2015-10-11,Central,4
2015-16,2015-10-12,Central,4
2015-16,2015-10-13,Central,4
2015-16,2015-10-14,Central,4
2015-16,2015-10-15,Central,6
2015-16,2015-10-16,Central,6
2015-16,2015-10-17,Central,8
2015-16,2015-10-18,Central,8
2015-16,2015-10-19,Central,8
2015-16,2015-10-20,Central,8
2015-16,2015-10-21,Central,10
2015-16,2015-10-22,Central,10
2015-16,2015-10-23,Central,10
2015-16,2015-10-24,Central,11
2015-16,2015-10-25,Central,11
2015-16,2015-10-26,Central,11
2015-16,2015-10-27,Central,12
2015-16,2015-10-28,Central,13
2015-16,2015-10-29,Central,13
2015-16,2015-10-30,Central,15
2015-16,2015-10-31,Central,16
2015-16,2015-11-01,Central,16
2015-16,2015-11-02,Central,16
2015-16,2015-11-03,Central,16
2015-16,2015-11-04,Central,16
2015-16,2015-11-05,Central,17
2015-16,2015-11-06,Central,18
2015-16,2015-11-07,Central,18
2015-16,2015-11-08,Central,18
2015-16,2015-11-09,Central,18
2015-16,2015-11-10,Central,18
2015-16,2015-11-11,Central,20
2015-16,2015-11-12,Central,20
2015-16,2015-11-13,Central,22
2015-16,2015-11-14,Central,22
2015-16,2015-11-15,Central,23
2015-16,2015-11-16,Central,23
2015-16,2015-11-17,Central,23
2015-16,2015-11-18,Central,25
2015-16,2015-11-19,Central,25
2015-16,2015-11-20,Central,25
2015-16,2015-11-21,Central,25
2015-16,2015-11-22,Central,25
2015-16,2015-11-23,Central,25
2015-16,2015-11-24,Central,25
2015-16,2015-11-25,Central,25
2015-16,2015-11-26,Central,27
2015-16,2015-11-27,Central,28
2015-16,2015-11-28,Central,28
2015-16,2015-11-29,Central,29
2015-16,2015-11-30,Central,29
2015-16,2015-12-01,Central,29
2015-16,2015-12-02,Central,30
