season,date,team,points,division,conference
2013-14,2014-02-04,Anaheim Ducks,0,Pacific,Western
2013-14,2014-02-06,Anaheim Ducks,0,Pacific,Western
2013-14,2014-02-09,Anaheim Ducks,2,Pacific,Western
2013-14,2014-03-01,Anaheim Ducks,2,Pacific,Western
2013-14,2014-03-03,Anaheim Ducks,2,Pacific,Western
2013-14,2014-03-06,Anaheim Ducks,1,Pacific,Western
2013-14,2014-03-08,Anaheim Ducks,1,Pacific,Western
2013-14,2014-03-11,Anaheim Ducks,0,Pacific,Western
2013-14,2014-03-13,Anaheim Ducks,0,Pacific,Western
2013-14,2014-03-15,Anaheim Ducks,2,Pacific,Western
2013-14,2014-03-16,Anaheim Ducks,2,Pacific,Western
2013-14,2014-03-19,Anaheim Ducks,0,Pacific,Western
2013-14,2014-03-21,Anaheim Ducks,0,Pacific,Western
2013-14,2014-03-24,Anaheim Ducks,2,Pacific,Western
2013-14,2014-03-27,Anaheim Ducks,2,Pacific,Western
2013-14,2014-03-29,Anaheim Ducks,1,Pacific,Western
2013-14,2014-03-30,Anaheim Ducks,2,Pacific,Western
2013-14,2014-04-01,Anaheim Ducks,2,Pacific,Western
2013-14,2014-04-03,Anaheim Ducks,2,Pacific,Western
2013-14,2014-04-05,Anaheim Ducks,0,Pacific,Western
2013-14,2014-04-07,Anaheim Ducks,0,Pacific,Western
2013-14,2014-04-08,Anaheim Ducks,2,Pacific,Western
2013-14,2014-04-10,Anaheim Ducks,2,Pacific,Western
2013-14,2014-04-13,Anaheim Ducks,2,Pacific,Western
2013-14,2014-04-14,Anaheim Ducks,2,Pacific,Western
2013-14,2013-10-03,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-10-05,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-10-10,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-10-12,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-10-14,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-10-17,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-10-19,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-10-24,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-10-24,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-10-26,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-10-31,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-10-31,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-11-02,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-11-06,Boston Bruins,1,Atlantic,Eastern
2013-14,2013-11-08,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-11-10,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-11-11,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-11-15,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-11-16,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-11-19,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-11-20,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-11-22,Boston Bruins,1,Atlantic,Eastern
2013-14,2013-11-23,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-11-26,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-11-28,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-11-29,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-01,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-06,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-12-08,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-09,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-11,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-13,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-15,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-12-18,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-20,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-12-22,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-24,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-28,Boston Bruins,2,Atlantic,Eastern
2013-14,2013-12-29,Boston Bruins,0,Atlantic,Eastern
2013-14,2014-01-01,Boston Bruins,0,Atlantic,Eastern
2013-14,2014-01-03,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-01-04,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-01-08,Boston Bruins,0,Atlantic,Eastern
2013-14,2014-01-10,Boston Bruins,0,Atlantic,Eastern
2013-14,2014-01-12,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-01-15,Boston Bruins,0,Atlantic,Eastern
2013-14,2014-01-17,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-01-19,Boston Bruins,1,Atlantic,Eastern
2013-14,2014-01-20,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-01-25,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-01-28,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-01-29,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-01-31,Boston Bruins,0,Atlantic,Eastern
2013-14,2014-02-01,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-02-05,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-02-07,Boston Bruins,1,Atlantic,Eastern
2013-14,2014-02-08,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-02-27,Boston Bruins,1,Atlantic,Eastern
2013-14,2014-03-01,Boston Bruins,0,Atlantic,Eastern
2013-14,2014-03-03,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-05,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-07,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-09,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-09,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-12,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-13,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-15,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-17,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-18,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-22,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-23,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-24,Boston Bruins,1,Atlantic,Eastern
2013-14,2014-03-27,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-29,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-03-30,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-04-03,Boston Bruins,0,Atlantic,Eastern
2013-14,2014-04-03,Boston Bruins,1,Atlantic,Eastern
2013-14,2014-04-05,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-04-09,Boston Bruins,1,Atlantic,Eastern
2013-14,2014-04-11,Boston Bruins,1,Atlantic,Eastern
2013-14,2014-04-12,Boston Bruins,2,Atlantic,Eastern
2013-14,2014-04-13,Boston Bruins,0,Atlantic,Eastern
2013-14,2013-10-03,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-04,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-05,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-08,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2013-10-10,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-13,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-14,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-15,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-10-17,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-19,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-24,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-25,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-10-26,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-28,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-10-31,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-11-02,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-11-06,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-11-08,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-11-09,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-11-13,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-11-16,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-11-17,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-11-20,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-11-22,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-11-24,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-11-28,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-11-30,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-12-01,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2013-12-06,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-12-08,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-12-11,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-12-13,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-12-14,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2013-12-18,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-12-20,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-12-22,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2013-12-24,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2013-12-28,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2013-12-29,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-01-01,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-01-03,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-01-05,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-01-10,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2014-01-12,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-01-15,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-01-16,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2014-01-19,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2014-01-22,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-01-24,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-01-26,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-01-28,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-01-29,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2014-01-31,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-02-01,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-02-04,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-02-06,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-02-07,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-02-26,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-02-27,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-03-01,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-03-04,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-07,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-03-08,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-09,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-11,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-13,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-15,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-16,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-19,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-21,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-03-24,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-25,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-28,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-03-29,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2014-04-01,Buffalo Sabres,2,Atlantic,Eastern
2013-14,2014-04-04,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-04-04,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-04-06,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-04-08,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-04-10,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-04-12,Buffalo Sabres,0,Atlantic,Eastern
2013-14,2014-04-13,Buffalo Sabres,1,Atlantic,Eastern
2013-14,2013-10-03,Calgary Flames,1,Pacific,Western
2013-14,2013-10-04,Calgary Flames,2,Pacific,Western
2013-14,2013-10-07,Calgary Flames,1,Pacific,Western
2013-14,2013-10-10,Calgary Flames,2,Pacific,Western
2013-14,2013-10-12,Calgary Flames,2,Pacific,Western
2013-14,2013-10-17,Calgary Flames,0,Pacific,Western
2013-14,2013-10-20,Calgary Flames,0,Pacific,Western
2013-14,2013-10-22,Calgary Flames,2,Pacific,Western
2013-14,2013-10-23,Calgary Flames,0,Pacific,Western
2013-14,2013-10-25,Calgary Flames,0,Pacific,Western
2013-14,2013-10-27,Calgary Flames,2,Pacific,Western
2013-14,2013-10-31,Calgary Flames,0,Pacific,Western
2013-14,2013-11-02,Calgary Flames,0,Pacific,Western
2013-14,2013-11-04,Calgary Flames,2,Pacific,Western
2013-14,2013-11-06,Calgary Flames,0,Pacific,Western
2013-14,2013-11-08,Calgary Flames,0,Pacific,Western
2013-14,2013-11-09,Calgary Flames,0,Pacific,Western
2013-14,2013-11-13,Calgary Flames,1,Pacific,Western
2013-14,2013-11-15,Calgary Flames,0,Pacific,Western
2013-14,2013-11-17,Calgary Flames,0,Pacific,Western
2013-14,2013-11-19,Calgary Flames,2,Pacific,Western
2013-14,2013-11-21,Calgary Flames,1,Pacific,Western
2013-14,2013-11-23,Calgary Flames,2,Pacific,Western
2013-14,2013-11-28,Calgary Flames,0,Pacific,Western
2013-14,2013-11-29,Calgary Flames,0,Pacific,Western
2013-14,2013-12-01,Calgary Flames,2,Pacific,Western
2013-14,2013-12-05,Calgary Flames,2,Pacific,Western
2013-14,2013-12-07,Calgary Flames,0,Pacific,Western
2013-14,2013-12-08,Calgary Flames,2,Pacific,Western
2013-14,2013-12-11,Calgary Flames,0,Pacific,Western
2013-14,2013-12-13,Calgary Flames,2,Pacific,Western
2013-14,2013-12-14,Calgary Flames,2,Pacific,Western
2013-14,2013-12-16,Calgary Flames,1,Pacific,Western
2013-14,2013-12-18,Calgary Flames,0,Pacific,Western
2013-14,2013-12-20,Calgary Flames,1,Pacific,Western
2013-14,2013-12-21,Calgary Flames,0,Pacific,Western
2013-14,2013-12-24,Calgary Flames,2,Pacific,Western
2013-14,2013-12-28,Calgary Flames,0,Pacific,Western
2013-14,2013-12-30,Calgary Flames,0,Pacific,Western
2013-14,2014-01-01,Calgary Flames,0,Pacific,Western
2013-14,2014-01-04,Calgary Flames,0,Pacific,Western
2013-14,2014-01-07,Calgary Flames,2,Pacific,Western
2013-14,2014-01-08,Calgary Flames,0,Pacific,Western
2013-14,2014-01-10,Calgary Flames,0,Pacific,Western
2013-14,2014-01-12,Calgary Flames,0,Pacific,Western
2013-14,2014-01-14,Calgary Flames,2,Pacific,Western
2013-14,2014-01-15,Calgary Flames,0,Pacific,Western
2013-14,2014-01-17,Calgary Flames,0,Pacific,Western
2013-14,2014-01-19,Calgary Flames,1,Pacific,Western
2013-14,2014-01-21,Calgary Flames,0,Pacific,Western
2013-14,2014-01-23,Calgary Flames,2,Pacific,Western
2013-14,2014-01-25,Calgary Flames,2,Pacific,Western
2013-14,2014-01-29,Calgary Flames,2,Pacific,Western
2013-14,2014-01-31,Calgary Flames,2,Pacific,Western
2013-14,2014-02-02,Calgary Flames,2,Pacific,Western
2013-14,2014-02-05,Calgary Flames,0,Pacific,Western
2013-14,2014-02-07,Calgary Flames,2,Pacific,Western
2013-14,2014-02-08,Calgary Flames,0,Pacific,Western
2013-14,2014-02-28,Calgary Flames,0,Pacific,Western
2013-14,2014-03-02,Calgary Flames,2,Pacific,Western
2013-14,2014-03-04,Calgary Flames,0,Pacific,Western
2013-14,2014-03-06,Calgary Flames,2,Pacific,Western
2013-14,2014-03-08,Calgary Flames,2,Pacific,Western
2013-14,2014-03-09,Calgary Flames,0,Pacific,Western
2013-14,2014-03-11,Calgary Flames,0,Pacific,Western
2013-14,2014-03-13,Calgary Flames,2,Pacific,Western
2013-14,2014-03-15,Calgary Flames,2,Pacific,Western
2013-14,2014-03-16,Calgary Flames,0,Pacific,Western
2013-14,2014-03-19,Calgary Flames,2,Pacific,Western
2013-14,2014-03-22,Calgary Flames,0,Pacific,Western
2013-14,2014-03-23,Calgary Flames,2,Pacific,Western
2013-14,2014-03-25,Calgary Flames,2,Pacific,Western
2013-14,2014-03-27,Calgary Flames,0,Pacific,Western
2013-14,2014-03-29,Calgary Flames,2,Pacific,Western
2013-14,2014-03-30,Calgary Flames,0,Pacific,Western
2013-14,2014-04-01,Calgary Flames,0,Pacific,Western
2013-14,2014-04-03,Calgary Flames,2,Pacific,Western
2013-14,2014-04-04,Calgary Flames,2,Pacific,Western
2013-14,2014-04-07,Calgary Flames,2,Pacific,Western
2013-14,2014-04-10,Calgary Flames,2,Pacific,Western
2013-14,2014-04-12,Calgary Flames,0,Pacific,Western
2013-14,2014-04-14,Calgary Flames,0,Pacific,Western
2013-14,2013-10-04,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2013-10-06,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-10-08,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-10-10,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-10-11,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2013-10-13,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-10-15,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2013-10-17,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-10-19,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-10-25,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-10-26,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-10-28,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-11-01,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-11-02,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-11-06,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-11-08,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-11-10,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2013-11-13,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-11-16,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-11-17,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-11-19,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-11-22,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-11-23,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2013-11-24,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-11-28,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-11-30,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-12-01,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-12-04,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-12-06,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-12-07,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-12-10,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-12-11,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2013-12-13,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2013-12-15,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-12-21,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-12-22,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2013-12-24,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2013-12-28,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2013-12-30,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-01-01,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-03,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-05,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-06,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-10,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-11,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-01-14,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-01-19,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-19,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-01-22,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-24,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-25,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-28,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-01-29,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-02-01,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-02-05,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-02-08,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-02-08,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-02-26,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-02-28,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-03-01,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-03-03,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-03-05,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-03-08,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-03-09,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-03-11,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-03-13,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-03-15,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-03-16,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-03-18,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-03-22,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-03-22,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-03-25,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-03-27,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-03-29,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2014-03-31,Carolina Hurricanes,1,Metropolitan,Eastern
2013-14,2014-04-01,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-04-03,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-04-05,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-04-08,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-04-10,Carolina Hurricanes,0,Metropolitan,Eastern
2013-14,2014-04-11,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2014-04-13,Carolina Hurricanes,2,Metropolitan,Eastern
2013-14,2013-10-02,Chicago Blackhawks,2,Central,Western
2013-14,2013-10-06,Chicago Blackhawks,1,Central,Western
2013-14,2013-10-10,Chicago Blackhawks,0,Central,Western
2013-14,2013-10-12,Chicago Blackhawks,2,Central,Western
2013-14,2013-10-13,Chicago Blackhawks,2,Central,Western
2013-14,2013-10-15,Chicago Blackhawks,2,Central,Western
2013-14,2013-10-18,Chicago Blackhawks,1,Central,Western
2013-14,2013-10-19,Chicago Blackhawks,2,Central,Western
2013-14,2013-10-22,Chicago Blackhawks,2,Central,Western
