season,date,team,points,division,conference
2013-14,2013-10-24,Chicago Blackhawks,1,Central,Western
2013-14,2013-10-27,Chicago Blackhawks,0,Central,Western
2013-14,2013-10-29,Chicago Blackhawks,2,Central,Western
2013-14,2013-10-30,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-02,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-04,Chicago Blackhawks,1,Central,Western
2013-14,2013-11-07,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-10,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-11,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-15,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-17,Chicago Blackhawks,0,Central,Western
2013-14,2013-11-18,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-20,Chicago Blackhawks,0,Central,Western
2013-14,2013-11-22,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-24,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-26,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-28,Chicago Blackhawks,2,Central,Western
2013-14,2013-11-30,Chicago Blackhawks,2,Central,Western
2013-14,2013-12-01,Chicago Blackhawks,2,Central,Western
2013-14,2013-12-04,Chicago Blackhawks,0,Central,Western
2013-14,2013-12-06,Chicago Blackhawks,0,Central,Western
2013-14,2013-12-07,Chicago Blackhawks,1,Central,Western
2013-14,2013-12-09,Chicago Blackhawks,2,Central,Western
2013-14,2013-12-11,Chicago Blackhawks,2,Central,Western
2013-14,2013-12-12,Chicago Blackhawks,2,Central,Western
2013-14,2013-12-15,Chicago Blackhawks,0,Central,Western
2013-14,2013-12-16,Chicago Blackhawks,2,Central,Western
2013-14,2013-12-18,Chicago Blackhawks,2,Central,Western
2013-14,2013-12-21,Chicago Blackhawks,1,Central,Western
2013-14,2013-12-24,Chicago Blackhawks,2,Central,Western
2013-14,2013-12-28,Chicago Blackhawks,2,Central,Western
2013-14,2013-12-29,Chicago Blackhawks,1,Central,Western
2013-14,2013-12-31,Chicago Blackhawks,2,Central,Western
2013-14,2014-01-03,Chicago Blackhawks,1,Central,Western
2013-14,2014-01-04,Chicago Blackhawks,2,Central,Western
2013-14,2014-01-06,Chicago Blackhawks,1,Central,Western
2013-14,2014-01-09,Chicago Blackhawks,0,Central,Western
2013-14,2014-01-12,Chicago Blackhawks,1,Central,Western
2013-14,2014-01-13,Chicago Blackhawks,2,Central,Western
2013-14,2014-01-15,Chicago Blackhawks,1,Central,Western
2013-14,2014-01-18,Chicago Blackhawks,2,Central,Western
2013-14,2014-01-19,Chicago Blackhawks,2,Central,Western
2013-14,2014-01-23,Chicago Blackhawks,1,Central,Western
2013-14,2014-01-24,Chicago Blackhawks,0,Central,Western
2013-14,2014-01-27,Chicago Blackhawks,0,Central,Western
2013-14,2014-01-29,Chicago Blackhawks,1,Central,Western
2013-14,2014-01-30,Chicago Blackhawks,2,Central,Western
2013-14,2014-02-02,Chicago Blackhawks,1,Central,Western
2013-14,2014-02-04,Chicago Blackhawks,2,Central,Western
2013-14,2014-02-06,Chicago Blackhawks,2,Central,Western
2013-14,2014-02-08,Chicago Blackhawks,0,Central,Western
2013-14,2014-02-28,Chicago Blackhawks,0,Central,Western
2013-14,2014-03-02,Chicago Blackhawks,2,Central,Western
2013-14,2014-03-05,Chicago Blackhawks,0,Central,Western
2013-14,2014-03-07,Chicago Blackhawks,2,Central,Western
2013-14,2014-03-09,Chicago Blackhawks,2,Central,Western
2013-14,2014-03-13,Chicago Blackhawks,0,Central,Western
2013-14,2014-03-15,Chicago Blackhawks,0,Central,Western
2013-14,2014-03-16,Chicago Blackhawks,2,Central,Western
2013-14,2014-03-18,Chicago Blackhawks,1,Central,Western
2013-14,2014-03-20,Chicago Blackhawks,2,Central,Western
2013-14,2014-03-22,Chicago Blackhawks,2,Central,Western
2013-14,2014-03-23,Chicago Blackhawks,0,Central,Western
2013-14,2014-03-26,Chicago Blackhawks,2,Central,Western
2013-14,2014-03-27,Chicago Blackhawks,0,Central,Western
2013-14,2014-03-28,Chicago Blackhawks,0,Central,Western
2013-14,2014-03-30,Chicago Blackhawks,0,Central,Western
2013-14,2014-04-04,Chicago Blackhawks,2,Central,Western
2013-14,2014-04-04,Chicago Blackhawks,2,Central,Western
2013-14,2014-04-06,Chicago Blackhawks,2,Central,Western
2013-14,2014-04-09,Chicago Blackhawks,2,Central,Western
2013-14,2014-04-11,Chicago Blackhawks,0,Central,Western
2013-14,2014-04-13,Chicago Blackhawks,0,Central,Western
2013-14,2013-10-03,Colorado Avalanche,2,Central,Western
2013-14,2013-10-05,Colorado Avalanche,2,Central,Western
2013-14,2013-10-08,Colorado Avalanche,2,Central,Western
2013-14,2013-10-10,Colorado Avalanche,2,Central,Western
2013-14,2013-10-12,Colorado Avalanche,2,Central,Western
2013-14,2013-10-16,Colorado Avalanche,2,Central,Western
2013-14,2013-10-18,Colorado Avalanche,0,Central,Western
2013-14,2013-10-19,Colorado Avalanche,2,Central,Western
2013-14,2013-10-21,Colorado Avalanche,2,Central,Western
2013-14,2013-10-26,Colorado Avalanche,2,Central,Western
2013-14,2013-10-28,Colorado Avalanche,2,Central,Western
2013-14,2013-11-02,Colorado Avalanche,2,Central,Western
2013-14,2013-11-03,Colorado Avalanche,2,Central,Western
2013-14,2013-11-07,Colorado Avalanche,0,Central,Western
2013-14,2013-11-09,Colorado Avalanche,2,Central,Western
2013-14,2013-11-11,Colorado Avalanche,2,Central,Western
2013-14,2013-11-13,Colorado Avalanche,0,Central,Western
2013-14,2013-11-15,Colorado Avalanche,0,Central,Western
2013-14,2013-11-17,Colorado Avalanche,0,Central,Western
2013-14,2013-11-20,Colorado Avalanche,2,Central,Western
2013-14,2013-11-22,Colorado Avalanche,2,Central,Western
2013-14,2013-11-24,Colorado Avalanche,2,Central,Western
2013-14,2013-11-28,Colorado Avalanche,0,Central,Western
2013-14,2013-11-29,Colorado Avalanche,2,Central,Western
2013-14,2013-12-01,Colorado Avalanche,2,Central,Western
2013-14,2013-12-06,Colorado Avalanche,0,Central,Western
2013-14,2013-12-07,Colorado Avalanche,2,Central,Western
2013-14,2013-12-09,Colorado Avalanche,0,Central,Western
2013-14,2013-12-11,Colorado Avalanche,0,Central,Western
2013-14,2013-12-13,Colorado Avalanche,2,Central,Western
2013-14,2013-12-15,Colorado Avalanche,1,Central,Western
2013-14,2013-12-17,Colorado Avalanche,2,Central,Western
2013-14,2013-12-18,Colorado Avalanche,0,Central,Western
2013-14,2013-12-20,Colorado Avalanche,2,Central,Western
2013-14,2013-12-21,Colorado Avalanche,1,Central,Western
2013-14,2013-12-24,Colorado Avalanche,1,Central,Western
2013-14,2013-12-28,Colorado Avalanche,0,Central,Western
2013-14,2013-12-30,Colorado Avalanche,1,Central,Western
2013-14,2014-01-01,Colorado Avalanche,2,Central,Western
2013-14,2014-01-03,Colorado Avalanche,2,Central,Western
2013-14,2014-01-04,Colorado Avalanche,2,Central,Western
2013-14,2014-01-07,Colorado Avalanche,0,Central,Western
2013-14,2014-01-09,Colorado Avalanche,2,Central,Western
2013-14,2014-01-11,Colorado Avalanche,1,Central,Western
2013-14,2014-01-12,Colorado Avalanche,2,Central,Western
2013-14,2014-01-15,Colorado Avalanche,2,Central,Western
2013-14,2014-01-17,Colorado Avalanche,2,Central,Western
2013-14,2014-01-19,Colorado Avalanche,2,Central,Western
2013-14,2014-01-22,Colorado Avalanche,0,Central,Western
2013-14,2014-01-25,Colorado Avalanche,2,Central,Western
2013-14,2014-01-26,Colorado Avalanche,0,Central,Western
2013-14,2014-01-28,Colorado Avalanche,2,Central,Western
2013-14,2014-01-31,Colorado Avalanche,2,Central,Western
2013-14,2014-02-01,Colorado Avalanche,2,Central,Western
2013-14,2014-02-04,Colorado Avalanche,2,Central,Western
2013-14,2014-02-05,Colorado Avalanche,0,Central,Western
2013-14,2014-02-07,Colorado Avalanche,0,Central,Western
2013-14,2014-02-09,Colorado Avalanche,2,Central,Western
2013-14,2014-02-27,Colorado Avalanche,0,Central,Western
2013-14,2014-03-01,Colorado Avalanche,2,Central,Western
2013-14,2014-03-03,Colorado Avalanche,2,Central,Western
2013-14,2014-03-05,Colorado Avalanche,2,Central,Western
2013-14,2014-03-07,Colorado Avalanche,2,Central,Western
2013-14,2014-03-08,Colorado Avalanche,0,Central,Western
2013-14,2014-03-11,Colorado Avalanche,2,Central,Western
2013-14,2014-03-13,Colorado Avalanche,2,Central,Western
2013-14,2014-03-15,Colorado Avalanche,0,Central,Western
2013-14,2014-03-16,Colorado Avalanche,2,Central,Western
2013-14,2014-03-18,Colorado Avalanche,0,Central,Western
2013-14,2014-03-20,Colorado Avalanche,1,Central,Western
2013-14,2014-03-22,Colorado Avalanche,0,Central,Western
2013-14,2014-03-26,Colorado Avalanche,2,Central,Western
2013-14,2014-03-28,Colorado Avalanche,2,Central,Western
2013-14,2014-03-29,Colorado Avalanche,2,Central,Western
2013-14,2014-04-01,Colorado Avalanche,2,Central,Western
2013-14,2014-04-04,Colorado Avalanche,2,Central,Western
2013-14,2014-04-05,Colorado Avalanche,2,Central,Western
2013-14,2014-04-07,Colorado Avalanche,1,Central,Western
2013-14,2014-04-09,Colorado Avalanche,2,Central,Western
2013-14,2014-04-11,Colorado Avalanche,2,Central,Western
2013-14,2014-04-12,Colorado Avalanche,0,Central,Western
2013-14,2014-04-14,Colorado Avalanche,1,Central,Western
2013-14,2013-10-04,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-10-05,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-10-10,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-10-12,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-10-16,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-10-17,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-10-19,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-10-20,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-10-22,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-10-25,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-10-27,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-11-01,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-11-02,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-11-06,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-11-08,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-11-10,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-11-13,Columbus Blue Jackets,1,Metropolitan,Eastern
2013-14,2013-11-15,Columbus Blue Jackets,1,Metropolitan,Eastern
2013-14,2013-11-16,Columbus Blue Jackets,1,Metropolitan,Eastern
2013-14,2013-11-17,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-11-20,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-11-21,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-11-23,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-11-26,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-11-28,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-11-30,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-12-01,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-12-04,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-12-07,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-12-10,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-12-11,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-12-13,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-12-15,Columbus Blue Jackets,1,Metropolitan,Eastern
2013-14,2013-12-17,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-12-20,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2013-12-22,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-12-24,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-12-28,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-12-29,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-01-01,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-01-03,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-01-05,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-01-07,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-01-11,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-01-12,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-01-14,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-01-18,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-01-19,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-01-22,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-01-24,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-01-26,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-01-28,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-01-29,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-01-31,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-02-02,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-02-04,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-02-07,Columbus Blue Jackets,1,Metropolitan,Eastern
2013-14,2014-02-08,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-02-28,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-03-01,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-03-04,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-03-05,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-03-07,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-03-09,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-03-11,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-03-13,Columbus Blue Jackets,1,Metropolitan,Eastern
2013-14,2014-03-16,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-03-18,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-03-20,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-03-21,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-03-23,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-03-25,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-03-28,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-03-29,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-04-01,Columbus Blue Jackets,1,Metropolitan,Eastern
2013-14,2014-04-03,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-04-04,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-04-06,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-04-08,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-04-10,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2014-04-11,Columbus Blue Jackets,0,Metropolitan,Eastern
2013-14,2014-04-12,Columbus Blue Jackets,2,Metropolitan,Eastern
2013-14,2013-10-04,Dallas Stars,0,Central,Western
2013-14,2013-10-06,Dallas Stars,2,Central,Western
2013-14,2013-10-12,Dallas Stars,2,Central,Western
2013-14,2013-10-13,Dallas Stars,0,Central,Western
2013-14,2013-10-16,Dallas Stars,0,Central,Western
2013-14,2013-10-18,Dallas Stars,2,Central,Western
2013-14,2013-10-20,Dallas Stars,0,Central,Western
2013-14,2013-10-21,Dallas Stars,0,Central,Western
2013-14,2013-10-25,Dallas Stars,2,Central,Western
2013-14,2013-10-26,Dallas Stars,1,Central,Western
2013-14,2013-10-28,Dallas Stars,2,Central,Western
2013-14,2013-10-29,Dallas Stars,0,Central,Western
2013-14,2013-11-02,Dallas Stars,1,Central,Western
2013-14,2013-11-03,Dallas Stars,2,Central,Western
2013-14,2013-11-06,Dallas Stars,2,Central,Western
2013-14,2013-11-08,Dallas Stars,2,Central,Western
2013-14,2013-11-10,Dallas Stars,0,Central,Western
2013-14,2013-11-14,Dallas Stars,2,Central,Western
2013-14,2013-11-15,Dallas Stars,2,Central,Western
2013-14,2013-11-18,Dallas Stars,2,Central,Western
2013-14,2013-11-22,Dallas Stars,0,Central,Western
2013-14,2013-11-24,Dallas Stars,0,Central,Western
2013-14,2013-11-27,Dallas Stars,2,Central,Western
2013-14,2013-11-30,Dallas Stars,1,Central,Western
2013-14,2013-12-01,Dallas Stars,1,Central,Western
2013-14,2013-12-04,Dallas Stars,2,Central,Western
2013-14,2013-12-06,Dallas Stars,1,Central,Western
2013-14,2013-12-07,Dallas Stars,2,Central,Western
2013-14,2013-12-11,Dallas Stars,0,Central,Western
2013-14,2013-12-13,Dallas Stars,0,Central,Western
2013-14,2013-12-14,Dallas Stars,2,Central,Western
2013-14,2013-12-17,Dallas Stars,0,Central,Western
2013-14,2013-12-18,Dallas Stars,2,Central,Western
2013-14,2013-12-20,Dallas Stars,2,Central,Western
2013-14,2013-12-22,Dallas Stars,1,Central,Western
2013-14,2013-12-24,Dallas Stars,2,Central,Western
2013-14,2013-12-28,Dallas Stars,2,Central,Western
2013-14,2013-12-29,Dallas Stars,1,Central,Western
2013-14,2014-01-01,Dallas Stars,2,Central,Western
2013-14,2014-01-03,Dallas Stars,0,Central,Western
2013-14,2014-01-05,Dallas Stars,0,Central,Western
2013-14,2014-01-07,Dallas Stars,0,Central,Western
2013-14,2014-01-10,Dallas Stars,0,Central,Western
2013-14,2014-01-11,Dallas Stars,0,Central,Western
2013-14,2014-01-12,Dallas Stars,0,Central,Western
2013-14,2014-01-15,Dallas Stars,2,Central,Western
2013-14,2014-01-17,Dallas Stars,0,Central,Western
2013-14,2014-01-19,Dallas Stars,1,Central,Western
2013-14,2014-01-21,Dallas Stars,0,Central,Western
2013-14,2014-01-22,Dallas Stars,2,Central,Western
2013-14,2014-01-24,Dallas Stars,2,Central,Western
2013-14,2014-01-26,Dallas Stars,2,Central,Western
2013-14,2014-01-28,Dallas Stars,0,Central,Western
2013-14,2014-01-31,Dallas Stars,1,Central,Western
2013-14,2014-02-02,Dallas Stars,2,Central,Western
2013-14,2014-02-05,Dallas Stars,2,Central,Western
2013-14,2014-02-06,Dallas Stars,1,Central,Western
2013-14,2014-02-09,Dallas Stars,2,Central,Western
2013-14,2014-02-28,Dallas Stars,2,Central,Western
2013-14,2014-03-01,Dallas Stars,0,Central,Western
2013-14,2014-03-04,Dallas Stars,2,Central,Western
2013-14,2014-03-05,Dallas Stars,0,Central,Western
2013-14,2014-03-07,Dallas Stars,2,Central,Western
2013-14,2014-03-09,Dallas Stars,2,Central,Western
2013-14,2014-03-12,Dallas Stars,2,Central,Western
2013-14,2014-03-15,Dallas Stars,1,Central,Western
2013-14,2014-03-17,Dallas Stars,0,Central,Western
2013-14,2014-03-18,Dallas Stars,0,Central,Western
2013-14,2014-03-20,Dallas Stars,0,Central,Western
2013-14,2014-03-22,Dallas Stars,2,Central,Western
2013-14,2014-03-25,Dallas Stars,2,Central,Western
2013-14,2014-03-26,Dallas Stars,0,Central,Western
2013-14,2014-03-29,Dallas Stars,2,Central,Western
2013-14,2014-03-30,Dallas Stars,2,Central,Western
2013-14,2014-04-01,Dallas Stars,2,Central,Western
2013-14,2014-04-03,Dallas Stars,0,Central,Western
2013-14,2014-04-05,Dallas Stars,2,Central,Western
2013-14,2014-04-06,Dallas Stars,0,Central,Western
2013-14,2014-04-09,Dallas Stars,2,Central,Western
2013-14,2014-04-10,Dallas Stars,0,Central,Western
2013-14,2014-04-12,Dallas Stars,2,Central,Western
2013-14,2014-04-14,Dallas Stars,0,Central,Western
2013-14,2013-10-03,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-10-04,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-10-05,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-10-10,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-10-12,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-10-14,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-10-16,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-10-18,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-10-20,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-10-21,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2013-10-23,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-10-26,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2013-10-31,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-11-02,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-11-03,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-11-05,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-11-08,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2013-11-10,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2013-11-13,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2013-11-16,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2013-11-17,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2013-11-20,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-11-22,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-11-24,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-11-24,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-11-28,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-11-29,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-12-01,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-12-05,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-12-07,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-12-08,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-12-11,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2013-12-13,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2013-12-15,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-12-15,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-12-18,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-12-20,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-12-22,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-12-24,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2013-12-29,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-12-31,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-01-01,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2014-01-05,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-01-10,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-01-12,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-01-13,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-01-17,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-01-19,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-01-21,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-01-23,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-01-25,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-01-26,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2014-01-29,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-02-01,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-02-02,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2014-02-04,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-02-07,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-02-09,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-02-27,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-02-28,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-03-05,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-03-07,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2014-03-08,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-03-09,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-03-11,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-03-14,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-03-16,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-03-18,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-03-20,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-03-22,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-03-23,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2014-03-25,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-03-27,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-03-29,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-03-30,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-04-03,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-04-04,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-04-05,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-04-08,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2014-04-10,Detroit Red Wings,1,Atlantic,Eastern
2013-14,2014-04-11,Detroit Red Wings,0,Atlantic,Eastern
2013-14,2014-04-13,Detroit Red Wings,2,Atlantic,Eastern
2013-14,2013-10-02,Edmonton Oilers,0,Pacific,Western
2013-14,2013-10-06,Edmonton Oilers,0,Pacific,Western
2013-14,2013-10-08,Edmonton Oilers,2,Pacific,Western
2013-14,2013-10-11,Edmonton Oilers,0,Pacific,Western
2013-14,2013-10-12,Edmonton Oilers,1,Pacific,Western
2013-14,2013-10-14,Edmonton Oilers,0,Pacific,Western
2013-14,2013-10-15,Edmonton Oilers,0,Pacific,Western
2013-14,2013-10-17,Edmonton Oilers,0,Pacific,Western
2013-14,2013-10-19,Edmonton Oilers,2,Pacific,Western
2013-14,2013-10-22,Edmonton Oilers,2,Pacific,Western
2013-14,2013-10-25,Edmonton Oilers,0,Pacific,Western
2013-14,2013-10-26,Edmonton Oilers,0,Pacific,Western
2013-14,2013-10-28,Edmonton Oilers,1,Pacific,Western
2013-14,2013-10-30,Edmonton Oilers,0,Pacific,Western
2013-14,2013-11-03,Edmonton Oilers,0,Pacific,Western
2013-14,2013-11-06,Edmonton Oilers,2,Pacific,Western
2013-14,2013-11-08,Edmonton Oilers,0,Pacific,Western
2013-14,2013-11-09,Edmonton Oilers,0,Pacific,Western
2013-14,2013-11-11,Edmonton Oilers,0,Pacific,Western
2013-14,2013-11-14,Edmonton Oilers,0,Pacific,Western
2013-14,2013-11-16,Edmonton Oilers,0,Pacific,Western
2013-14,2013-11-17,Edmonton Oilers,2,Pacific,Western
2013-14,2013-11-20,Edmonton Oilers,2,Pacific,Western
2013-14,2013-11-22,Edmonton Oilers,2,Pacific,Western
2013-14,2013-11-26,Edmonton Oilers,0,Pacific,Western
2013-14,2013-11-29,Edmonton Oilers,2,Pacific,Western
2013-14,2013-11-30,Edmonton Oilers,0,Pacific,Western
2013-14,2013-12-01,Edmonton Oilers,2,Pacific,Western
2013-14,2013-12-04,Edmonton Oilers,0,Pacific,Western
2013-14,2013-12-06,Edmonton Oilers,2,Pacific,Western
